"ACN.Open","ACN.High","ACN.Low","ACN.Close","ACN.Volume","ACN.Adjusted","Date"
209.869995117188,213.539993286133,209.339996337891,212.399993896484,1721200,195.32844543457,2020-02-13
213.25,213.539993286133,211.350006103516,212.369995117188,2096600,195.300857543945,2020-02-14
212.5,214.059997558594,211.199996948242,213.759994506836,1699400,196.579147338867,2020-02-18
215,216.389999389648,214.380004882812,215.919998168945,1806000,198.565521240234,2020-02-19
215.880004882812,216.320007324219,211.610000610352,213.899993896484,1481700,196.707885742188,2020-02-20
212.589996337891,213.550003051758,210.490005493164,211.889999389648,2088800,194.859451293945,2020-02-21
204.470001220703,207.869995117188,203.449996948242,204.360000610352,2600400,187.934646606445,2020-02-24
204.779998779297,205.479995727539,195.860000610352,197.100006103516,2883600,181.258193969727,2020-02-25
198.669998168945,201.449996948242,194.789993286133,195.669998168945,2671100,179.943099975586,2020-02-26
192.199996948242,194.350006103516,186.369995117188,186.440002441406,3040100,171.454986572266,2020-02-27
180.259994506836,183.199996948242,175.300003051758,180.589996337891,5785200,166.075180053711,2020-02-28
182,189.820007324219,178.020004272461,189.550003051758,4317900,174.315032958984,2020-03-02
189.770004272461,191.899993896484,180.619995117188,182.220001220703,3514000,167.574111938477,2020-03-03
185.800003051758,189.710006713867,184.300003051758,188.860000610352,3875400,173.680450439453,2020-03-04
185.089996337891,187.460006713867,180.919998168945,182.559997558594,3548200,167.886856079102,2020-03-05
177.449996948242,180.309997558594,173.919998168945,178.75,3284400,164.383087158203,2020-03-06
165.399993896484,170.880004882812,160.100006103516,164.110000610352,5112200,150.919723510742,2020-03-09
171.080001831055,174.740005493164,166.039993286133,174.559997558594,4349500,160.529815673828,2020-03-10
169.320007324219,171.169998168945,162.649993896484,165.110000610352,5188300,151.83935546875,2020-03-11
153,158.75,147.080001831055,152.529998779297,6357900,140.270477294922,2020-03-12
160.619995117188,166.710006713867,152.929992675781,166.509994506836,5742800,153.126846313477,2020-03-13
148.289993286133,166.509994506836,143.509994506836,152.539993286133,5324900,140.279678344727,2020-03-16
154,160.660003662109,152.479995727539,157.710006713867,6081100,145.034164428711,2020-03-17
151.570007324219,159.800003051758,142,151.149993896484,5860200,139.001373291016,2020-03-18
151.360000610352,177.800003051758,151.360000610352,158.5,6338300,145.760665893555,2020-03-19
157.529998779297,159.470001220703,147.419998168945,149.940002441406,6449700,137.888626098633,2020-03-20
148.009994506836,148.009994506836,137.149993896484,143.690002441406,6173700,132.14094543457,2020-03-23
152.259994506836,157.630004882812,149.490005493164,156.850006103516,4685100,144.243255615234,2020-03-24
156.440002441406,159.690002441406,148.110000610352,151.820007324219,4795500,139.617538452148,2020-03-25
153.399993896484,171.600006103516,150,171.339996337891,5194500,157.568618774414,2020-03-26
165,169.289993286133,160.610000610352,162.880004882812,3802500,149.788589477539,2020-03-27
164.119995117188,170.369995117188,163.779998779297,169.820007324219,2731300,156.170822143555,2020-03-30
167.429992675781,169.880004882812,162.160003662109,163.259994506836,2963000,150.138046264648,2020-03-31
158.570007324219,160.820007324219,152.580001831055,154.679992675781,2973100,142.247650146484,2020-04-01
154.050003051758,160.5,153.550003051758,156.270004272461,3030000,143.709869384766,2020-04-02
155.600006103516,158.720001220703,148.279998779297,152.149993896484,3766600,139.921020507812,2020-04-03
158.979995727539,166.75,157.039993286133,166.050003051758,3090000,152.703826904297,2020-04-06
171.080001831055,171.490005493164,163.929992675781,164.119995117188,3002500,150.928970336914,2020-04-07
166.580001831055,172.690002441406,165.070007324219,171.729995727539,2466200,157.927291870117,2020-04-08
173.229995727539,179.869995117188,172.509994506836,177.919998168945,3743700,163.619750976562,2020-04-09
176.179992675781,177.009994506836,169.559997558594,172.570007324219,1918500,158.699783325195,2020-04-13
177,178.889999389648,176.020004272461,178.100006103516,2875000,163.785263061523,2020-04-14
174.300003051758,174.309997558594,168.889999389648,169.449996948242,2504700,156.533676147461,2020-04-15
171.259994506836,172.050003051758,167.520004272461,167.949996948242,3051800,155.147979736328,2020-04-16
172.520004272461,175.160003662109,172.050003051758,175.089996337891,4759100,161.743743896484,2020-04-17
172.589996337891,176.899993896484,171.759994506836,174.740005493164,2511700,161.420425415039,2020-04-20
170.820007324219,172.800003051758,165.710006713867,166.240005493164,2711400,153.568359375,2020-04-21
170.039993286133,173.339996337891,169.210006713867,172.309997558594,1921200,159.175704956055,2020-04-22
173.360000610352,175.320007324219,172.139999389648,172.899993896484,3027900,159.720703125,2020-04-23
176.399993896484,176.399993896484,172.570007324219,175.460006713867,2121100,162.085586547852,2020-04-24
176.229995727539,180.539993286133,176.199996948242,179.429992675781,2457800,165.7529296875,2020-04-27
182.080001831055,183.259994506836,176.910003662109,178.360000610352,2160100,164.764465332031,2020-04-28
182.309997558594,188.169998168945,181.699996948242,187.559997558594,2957600,173.263229370117,2020-04-29
185.529998779297,186.479995727539,184.190002441406,185.190002441406,2740800,171.073913574219,2020-04-30
181.710006713867,182.990005493164,179.259994506836,180.089996337891,2064200,166.362609863281,2020-05-01
177.979995727539,180.639999389648,176.880004882812,179.529998779297,1710500,165.845352172852,2020-05-04
182.080001831055,183.889999389648,181,181.619995117188,1621900,167.776000976562,2020-05-05
182.100006103516,182.5,179.050003051758,180.380004882812,1474900,166.630554199219,2020-05-06
182.990005493164,187.429992675781,182.5,187.110000610352,2295400,172.847549438477,2020-05-07
188.990005493164,189.850006103516,187.679992675781,188.559997558594,1778600,174.18701171875,2020-05-08
186.490005493164,189.529998779297,185.289993286133,187.75,2013800,173.438735961914,2020-05-11
187.839996337891,189.990005493164,185.690002441406,185.720001220703,1912300,171.563491821289,2020-05-12
185.039993286133,185.139999389648,178.75,181,2349300,167.203247070312,2020-05-13
178.699996948242,180.009994506836,174.940002441406,179.990005493164,2773300,166.270324707031,2020-05-14
178.369995117188,183.960006713867,177.830001831055,183.880004882812,3630000,169.863754272461,2020-05-15
189,194.139999389648,188.110000610352,192.75,2254700,178.057647705078,2020-05-18
192.5,194.509994506836,189.919998168945,190.089996337891,1784100,175.600402832031,2020-05-19
192.5,195.669998168945,192.229995727539,195.179992675781,2294800,180.302398681641,2020-05-20
194.699996948242,195.520004272461,192.699996948242,193.5,1373000,178.750473022461,2020-05-21
194.080001831055,194.889999389648,191.130004882812,193.710006713867,1317500,178.944442749023,2020-05-22
199.419998168945,199.990005493164,196.029998779297,196.399993896484,2408700,181.429397583008,2020-05-26
198.380004882812,199.949996948242,196.210006713867,199.929992675781,2000500,184.690292358398,2020-05-27
200.009994506836,204.179992675781,200.009994506836,201.669998168945,2280600,186.297668457031,2020-05-28
201.490005493164,202.410003662109,198.690002441406,201.619995117188,2535400,186.251525878906,2020-05-29
201.539993286133,203.75,199.869995117188,203.380004882812,1530800,187.877380371094,2020-06-01
204.089996337891,205.789993286133,202.339996337891,205.779998779297,1939200,190.094436645508,2020-06-02
204.419998168945,207.830001831055,204.309997558594,207.279998779297,1605400,191.480102539062,2020-06-03
206.089996337891,207.789993286133,202.330001831055,203.100006103516,2451400,187.618713378906,2020-06-04
205.990005493164,209.720001220703,204.789993286133,208.490005493164,2537900,192.597839355469,2020-06-05
207.509994506836,211.320007324219,207,211.279998779297,1626900,195.175186157227,2020-06-08
209.389999389648,209.789993286133,205.5,207.339996337891,2269600,191.535507202148,2020-06-09
207.259994506836,210.830001831055,205.899993896484,209.429992675781,2077200,193.466186523438,2020-06-10
205.520004272461,205.949996948242,195.880004882812,195.949996948242,4046600,181.013702392578,2020-06-11
201.100006103516,202.429992675781,197.309997558594,201.589996337891,2590100,186.22380065918,2020-06-12
196.490005493164,200.740005493164,194.830001831055,199.789993286133,2310800,184.560974121094,2020-06-15
203.360000610352,206.880004882812,202.119995117188,204.399993896484,2154000,188.819610595703,2020-06-16
206.029998779297,206.330001831055,203.649993896484,205.199996948242,1594800,189.558609008789,2020-06-17
201.729995727539,203.169998168945,199.289993286133,202.929992675781,2228000,187.461639404297,2020-06-18
207.539993286133,208.289993286133,201.520004272461,201.550003051758,3710000,186.18684387207,2020-06-19
200.800003051758,204.080001831055,199.470001220703,202.600006103516,2454500,187.156814575195,2020-06-22
205.369995117188,209.679992675781,205.369995117188,207.399993896484,2203800,191.590911865234,2020-06-23
205.509994506836,207.399993896484,200.5,201.839996337891,2753700,186.45475769043,2020-06-24
213,217.889999389648,211.5,217.320007324219,4690200,200.754791259766,2020-06-25
216.779998779297,216.929992675781,211.070007324219,212.470001220703,3348400,196.274459838867,2020-06-26
210.149993896484,213.389999389648,210.149993896484,212.720001220703,2247900,196.505432128906,2020-06-29
212.369995117188,215.639999389648,212.130004882812,214.720001220703,3136400,198.352996826172,2020-06-30
214.5,216.899993896484,213.880004882812,214.589996337891,2124700,198.232849121094,2020-07-01
216.570007324219,218.449996948242,214.899993896484,215.720001220703,2006200,199.276748657227,2020-07-02
217.759994506836,219.660003662109,216.309997558594,217.550003051758,1934500,200.967224121094,2020-07-06
216.320007324219,219.869995117188,216.119995117188,216.330001831055,1783700,199.840270996094,2020-07-07
217.470001220703,219.149993896484,216.339996337891,218.889999389648,1750700,202.205108642578,2020-07-08
218.470001220703,220.610000610352,216.229995727539,219.309997558594,1756700,202.593109130859,2020-07-09
219,220.860000610352,217.669998168945,220.259994506836,1373600,203.470703125,2020-07-10
221.330001831055,221.869995117188,215.229995727539,215.740005493164,2090000,199.29524230957,2020-07-13
214.800003051758,219.369995117188,213.509994506836,219.160003662109,1747800,202.454528808594,2020-07-14
220,222.75,218.460006713867,219.759994506836,2193700,203.752517700195,2020-07-15
219.779998779297,220.630004882812,218.600006103516,219.110000610352,1408400,203.149871826172,2020-07-16
219.690002441406,222.639999389648,218.300003051758,221.940002441406,2069700,205.77375793457,2020-07-17
222,224.110000610352,220.110000610352,223.429992675781,1371800,207.155181884766,2020-07-20
224.899993896484,225.740005493164,222.440002441406,222.75,1546200,206.524749755859,2020-07-21
222.75,224.740005493164,222.440002441406,224.229995727539,1488000,207.896957397461,2020-07-22
224.080001831055,225.509994506836,221.369995117188,222.300003051758,1444900,206.107543945312,2020-07-23
220.210006713867,223.169998168945,220.210006713867,221.440002441406,1542300,205.310150146484,2020-07-24
221.5,224.520004272461,220.830001831055,223.320007324219,1523200,207.053237915039,2020-07-27
223.039993286133,224.759994506836,221.899993896484,222.179992675781,1422300,205.996307373047,2020-07-28
221.979995727539,225.399993896484,221.929992675781,224.380004882812,1473700,208.035980224609,2020-07-29
220.809997558594,223.990005493164,219.779998779297,223.979995727539,1408600,207.665130615234,2020-07-30
223.889999389648,224.949996948242,220.899993896484,224.779998779297,1495500,208.406875610352,2020-07-31
225,228,224.460006713867,227.179992675781,1631700,210.632064819336,2020-08-03
226.289993286133,227.779998779297,225.550003051758,227.149993896484,1260500,210.604248046875,2020-08-04
227.940002441406,229.399993896484,227.460006713867,228.699996948242,1155400,212.041351318359,2020-08-05
227.679992675781,230.970001220703,227.679992675781,230.889999389648,1317900,214.071792602539,2020-08-06
229.25,231.869995117188,228.720001220703,231.559997558594,1275400,214.693023681641,2020-08-07
229.690002441406,231.259994506836,229.520004272461,230.339996337891,1315700,213.561889648438,2020-08-10
230.580001831055,232.509994506836,228.160003662109,228.570007324219,1757200,211.920852661133,2020-08-11
230.300003051758,231.320007324219,229.25,229.75,1512900,213.014831542969,2020-08-12
229.589996337891,232.380004882812,228.929992675781,231.729995727539,1745700,214.850631713867,2020-08-13
230.570007324219,231.929992675781,229.410003662109,230.25,1130500,213.478424072266,2020-08-14
231.449996948242,233.770004272461,230.979995727539,232.619995117188,1395400,215.675811767578,2020-08-17
233.350006103516,234.929992675781,232.580001831055,234.229995727539,1475800,217.168563842773,2020-08-18
233.800003051758,236.5,233.800003051758,234.630004882812,1671500,217.539428710938,2020-08-19
233.940002441406,236.949996948242,233.580001831055,236.610000610352,1279300,219.375198364258,2020-08-20
236.860000610352,238.300003051758,235,237.490005493164,1976100,220.191116333008,2020-08-21
238.059997558594,239.360000610352,235.850006103516,237.75,1293200,220.432144165039,2020-08-24
237.929992675781,238.729995727539,236.710006713867,238.210006713867,1501700,220.858627319336,2020-08-25
238.669998168945,241.25,238.110000610352,240.449996948242,2322100,222.935501098633,2020-08-26
242.369995117188,242.770004272461,240,240.869995117188,1295300,223.324905395508,2020-08-27
241.970001220703,243.220001220703,240.259994506836,242.990005493164,1212200,225.290466308594,2020-08-28
243.300003051758,243.539993286133,239.100006103516,239.929992675781,2001100,222.453323364258,2020-08-31
238.490005493164,240.020004272461,237.199996948242,240.020004272461,1914500,222.53678894043,2020-09-01
241.899993896484,247.820007324219,240.839996337891,247.179992675781,1702800,229.175262451172,2020-09-02
245.100006103516,246.139999389648,237.130004882812,238.979995727539,2350500,221.572555541992,2020-09-03
240.169998168945,240.869995117188,231.910003662109,236.070007324219,1946400,218.874526977539,2020-09-04
231.050003051758,236,230.619995117188,232.649993896484,2361200,215.70361328125,2020-09-08
236.800003051758,241.360000610352,234.809997558594,238.910003662109,1670200,221.50764465332,2020-09-09
241,243.990005493164,232.110000610352,233.649993896484,2024100,216.630767822266,2020-09-10
236.429992675781,237.759994506836,233.25,234.770004272461,1301000,217.669219970703,2020-09-11
237.600006103516,240.990005493164,236.809997558594,238.830001831055,1576400,221.433471679688,2020-09-14
240.369995117188,242.800003051758,239,240.199996948242,1297500,222.703674316406,2020-09-15
241.460006713867,244.899993896484,239.169998168945,239.419998168945,1800400,221.980499267578,2020-09-16
237.399993896484,239.089996337891,233.880004882812,236.820007324219,2002500,219.569900512695,2020-09-17
234.619995117188,238.399993896484,233.429992675781,236.179992675781,3676400,218.976486206055,2020-09-18
232.839996337891,233.979995727539,230.029998779297,233.910003662109,2305900,216.871856689453,2020-09-21
234.139999389648,237.070007324219,231.789993286133,236.919998168945,1786200,219.662582397461,2020-09-22
238.529998779297,239.350006103516,230.369995117188,230.649993896484,2688100,213.849319458008,2020-09-23
218.869995117188,220.449996948242,213.149993896484,214.419998168945,4828600,198.801498413086,2020-09-24
213.029998779297,215.070007324219,210.419998168945,214.630004882812,3691100,198.996231079102,2020-09-25
219.089996337891,223.889999389648,218.300003051758,222.779998779297,2587600,206.552520751953,2020-09-28
223.369995117188,225.169998168945,222.309997558594,224.080001831055,2572000,207.757843017578,2020-09-29
225.270004272461,228.300003051758,224.619995117188,225.990005493164,2250100,209.528717041016,2020-09-30
227.360000610352,229.240005493164,224.029998779297,225.179992675781,1928800,208.777725219727,2020-10-01
222.050003051758,224.919998168945,221.350006103516,222.399993896484,1936100,206.200241088867,2020-10-02
224.369995117188,224.940002441406,222.039993286133,223.490005493164,1446000,207.210845947266,2020-10-05
223.589996337891,225.270004272461,220.089996337891,220.350006103516,2286300,204.299575805664,2020-10-06
221.899993896484,224.630004882812,220.050003051758,223.449996948242,2005800,207.173797607422,2020-10-07
226.039993286133,226.789993286133,223.970001220703,225.610000610352,1394200,209.17643737793,2020-10-08
225.860000610352,229.089996337891,225.800003051758,228.690002441406,1312500,212.862365722656,2020-10-09
229.690002441406,231.770004272461,227.580001831055,230.589996337891,1524300,214.630844116211,2020-10-12
230.720001220703,231.899993896484,228.809997558594,229.380004882812,1634000,213.504592895508,2020-10-13
228.880004882812,231.899993896484,228.320007324219,229.429992675781,1443800,213.551132202148,2020-10-14
225.589996337891,230.679992675781,225.259994506836,228.770004272461,1273300,212.93684387207,2020-10-15
229.029998779297,231.940002441406,228.679992675781,230.050003051758,1796400,214.12825012207,2020-10-16
230.229995727539,233.25,225.720001220703,226.240005493164,1904500,210.581909179688,2020-10-19
226.699996948242,232.289993286133,226.449996948242,230.389999389648,1783800,214.444732666016,2020-10-20
229.899993896484,234.380004882812,229.059997558594,233.100006103516,1701800,216.967132568359,2020-10-21
233.100006103516,234.710006713867,227.850006103516,228.139999389648,1661300,212.350433349609,2020-10-22
227.699996948242,229.800003051758,226.929992675781,229.699996948242,1187600,213.802444458008,2020-10-23
225.360000610352,227.990005493164,218.350006103516,219.229995727539,2162100,204.057098388672,2020-10-26
220.630004882812,223,220.210006713867,220.660003662109,1567800,205.388107299805,2020-10-27
216.809997558594,217.929992675781,212.919998168945,213.940002441406,2412300,199.133193969727,2020-10-28
215.509994506836,218.529998779297,212.449996948242,216.440002441406,1499000,201.460174560547,2020-10-29
215.279998779297,217.809997558594,213.639999389648,216.910003662109,1972700,201.897644042969,2020-10-30
219.169998168945,223.160003662109,218.320007324219,220.190002441406,2087200,204.950637817383,2020-11-02
222,227.770004272461,221.429992675781,225.710006713867,1544000,210.088607788086,2020-11-03
225,230.899993896484,224.399993896484,227.919998168945,1725000,212.14567565918,2020-11-04
233.369995117188,236.119995117188,232.419998168945,233.990005493164,1954800,217.795547485352,2020-11-05
235.009994506836,237,231.070007324219,236.289993286133,1417600,219.936340332031,2020-11-06
239.889999389648,248,239.669998168945,240.220001220703,3052100,223.594360351562,2020-11-09
238.610000610352,239.610000610352,235.580001831055,238.710006713867,2818000,222.188903808594,2020-11-10
240.960006713867,244.080001831055,240.130004882812,242.75,1757200,225.949249267578,2020-11-11
242,243.089996337891,236.889999389648,238.149993896484,1672200,221.667633056641,2020-11-12
239.990005493164,242.419998168945,238.089996337891,241.779998779297,1456200,225.04638671875,2020-11-13
243.880004882812,246.690002441406,242.639999389648,244.949996948242,1631400,227.996948242188,2020-11-16
243.369995117188,245.490005493164,241.279998779297,243.820007324219,1318100,226.945190429688,2020-11-17
243.360000610352,243.820007324219,239.550003051758,239.729995727539,1613200,223.138259887695,2020-11-18
241.509994506836,243.470001220703,238.690002441406,243.199996948242,1611700,226.368103027344,2020-11-19
243.949996948242,246,242.259994506836,243.440002441406,1771900,226.591506958008,2020-11-20
244.710006713867,246.669998168945,242.570007324219,246.199996948242,1288600,229.16047668457,2020-11-23
247.410003662109,250.089996337891,245.899993896484,250,1899300,232.697479248047,2020-11-24
250,250.410003662109,248.320007324219,249.330001831055,1434000,232.073852539062,2020-11-25
250.080001831055,250.910003662109,248.509994506836,250.119995117188,888100,232.809158325195,2020-11-27
249.059997558594,250.440002441406,246.289993286133,249.089996337891,2441400,231.850479125977,2020-11-30
251.509994506836,253.929992675781,250.220001220703,252.270004272461,2078600,234.81037902832,2020-12-01
250.710006713867,251.820007324219,248.130004882812,249.660003662109,1671100,232.381042480469,2020-12-02
250,251.710006713867,248.860000610352,249.929992675781,1552300,232.632385253906,2020-12-03
250.220001220703,253.460006713867,250.050003051758,253.440002441406,1852700,235.8994140625,2020-12-04
249.850006103516,251,248.360000610352,249.300003051758,1973400,232.045959472656,2020-12-07
249,250.559997558594,247.199996948242,249.860000610352,1825600,232.56721496582,2020-12-08
250.119995117188,250.520004272461,245.559997558594,246.770004272461,2201500,229.691024780273,2020-12-09
245.869995117188,247.820007324219,244.619995117188,246.160003662109,1874000,229.123260498047,2020-12-10
245.889999389648,246.919998168945,244.550003051758,245.830001831055,1838900,228.81608581543,2020-12-11
247.100006103516,249.389999389648,243.550003051758,243.75,2412500,226.880065917969,2020-12-14
248.910003662109,248.910003662109,245.059997558594,247.050003051758,2415800,229.951675415039,2020-12-15
247.020004272461,248.289993286133,246.220001220703,247.449996948242,2248000,230.323989868164,2020-12-16
263.779998779297,271.179992675781,263.299987792969,264.470001220703,4855600,246.165985107422,2020-12-17
263.890014648438,266.959991455078,258.619995117188,266.25,5948000,247.822830200195,2020-12-18
261.119995117188,263.329986572266,257.739990234375,261.420013427734,2680500,243.3271484375,2020-12-21
260.859985351562,261.119995117188,258.350006103516,259.470001220703,1602900,241.512069702148,2020-12-22
260.829986572266,261.920013427734,257.329986572266,257.440002441406,1455900,239.622573852539,2020-12-23
258,259.779998779297,256.279998779297,257.299987792969,528100,239.492279052734,2020-12-24
259.730010986328,260.369995117188,258.390014648438,259.679992675781,1057100,241.707534790039,2020-12-28
260.890014648438,261.029998779297,257.230010986328,257.760009765625,1065200,239.920440673828,2020-12-29
258.670013427734,259.25,257.190002441406,257.540008544922,992800,239.715637207031,2020-12-30
257.600006103516,261.320007324219,257.480010986328,261.209991455078,1325300,243.131637573242,2020-12-31
261,261.660003662109,254.050003051758,256.459991455078,2505100,238.710388183594,2021-01-04
256.399993896484,258.640014648438,255.139999389648,257.920013427734,1809200,240.069351196289,2021-01-05
259.200012207031,263.589996337891,256.950012207031,260.739990234375,2535600,242.694152832031,2021-01-06
260.359985351562,264.920013427734,260.339996337891,263.200012207031,2068200,244.98388671875,2021-01-07
263.809997558594,266.529998779297,261.290008544922,264.160003662109,2010700,245.877502441406,2021-01-08
262.829986572266,264.709991455078,260.269989013672,260.350006103516,1745100,242.331130981445,2021-01-11
260.119995117188,261.220001220703,256.019989013672,258.399993896484,1898200,240.51611328125,2021-01-12
256.450012207031,259.089996337891,256.450012207031,257.079986572266,1870700,240.105178833008,2021-01-13
257.25,257.25,254.119995117188,255,2253200,238.162521362305,2021-01-14
253.619995117188,255.970001220703,253.029998779297,253.649993896484,1915100,236.901641845703,2021-01-15
254.410003662109,257.299987792969,253.75,255.839996337891,2249400,238.947052001953,2021-01-19
257.989990234375,262.380004882812,257,261.670013427734,2081600,244.392120361328,2021-01-20
260.459991455078,261.809997558594,256.910003662109,257.940002441406,1625600,240.908386230469,2021-01-21
255.369995117188,256.369995117188,253.570007324219,254.770004272461,2049600,237.947738647461,2021-01-22
251.860000610352,253.789993286133,249.059997558594,252.039993286133,1921600,235.397979736328,2021-01-25
253.190002441406,254.410003662109,251.139999389648,252.990005493164,1345500,236.285202026367,2021-01-26
248.660003662109,251.220001220703,244.389999389648,246.100006103516,1833100,229.850189208984,2021-01-27
249.240005493164,252.800003051758,248.139999389648,249.339996337891,1794200,232.876251220703,2021-01-28
248.240005493164,249.229995727539,241.729995727539,241.919998168945,2494400,225.946182250977,2021-01-29
246.100006103516,248.899993896484,243.970001220703,247.570007324219,1559700,231.223114013672,2021-02-01
250,251.429992675781,248.630004882812,248.75,2010300,232.3251953125,2021-02-02
248.190002441406,250.110000610352,246.589996337891,248.369995117188,2470400,231.970321655273,2021-02-03
249.559997558594,253.029998779297,246.910003662109,253.009994506836,1702200,236.303924560547,2021-02-04
254.089996337891,255.75,252.160003662109,253.539993286133,1497700,236.798904418945,2021-02-05
253.919998168945,257.350006103516,253.759994506836,257.309997558594,1508700,240.320007324219,2021-02-08
256.309997558594,258.809997558594,255.610000610352,257.679992675781,1542600,240.665557861328,2021-02-09
258.019989013672,259.190002441406,255.860000610352,256.940002441406,1428300,239.97444152832,2021-02-10
258,259.989990234375,257.040008544922,258.970001220703,1285300,241.870361328125,2021-02-11
257.450012207031,258.589996337891,255.410003662109,257.470001220703,1219200,240.46940612793,2021-02-12
257.649993896484,259.489990234375,256.269989013672,257.049987792969,1606700,240.077163696289,2021-02-16
256.649993896484,261.609985351562,255.770004272461,258.779998779297,1881000,241.692916870117,2021-02-17
255.589996337891,258.100006103516,254.699996948242,257.630004882812,1664300,240.618865966797,2021-02-18
258.459991455078,258.5,254.160003662109,254.289993286133,2038400,237.499374389648,2021-02-19
252.690002441406,254.169998168945,250.089996337891,252.630004882812,1476000,235.949020385742,2021-02-22
251.559997558594,257.929992675781,250.589996337891,256.190002441406,2191300,239.273956298828,2021-02-23
253.210006713867,260.470001220703,252.820007324219,259.269989013672,2476300,242.15055847168,2021-02-24
258.980010986328,259.109985351562,252.580001831055,253.779998779297,2157700,237.023071289062,2021-02-25
255.240005493164,255.850006103516,249.809997558594,250.899993896484,2712800,234.333236694336,2021-02-26
254,259.799987792969,254,258.160003662109,1954700,241.113861083984,2021-03-01
258.160003662109,261.119995117188,257.109985351562,259.230010986328,2099800,242.113235473633,2021-03-02
259.899993896484,260,254.050003051758,254.179992675781,2114400,237.396667480469,2021-03-03
252.830001831055,254.639999389648,245.169998168945,247,2590400,230.69075012207,2021-03-04
249.240005493164,250.679992675781,244.440002441406,249.509994506836,3236500,233.035018920898,2021-03-05
254.600006103516,255.789993286133,249.229995727539,249.389999389648,2856100,232.922958374023,2021-03-08
252.520004272461,257.459991455078,251.639999389648,254.369995117188,2729200,237.574157714844,2021-03-09
256.290008544922,258.239990234375,254.610000610352,257.140014648438,2046000,240.161193847656,2021-03-10
260,268.109985351562,260,266.369995117188,2972000,248.781723022461,2021-03-11
264.980010986328,266.25,262.700012207031,264.950012207031,1828600,247.455535888672,2021-03-12
263.690002441406,266.589996337891,263.480010986328,266.260009765625,2295700,248.679016113281,2021-03-15
267.220001220703,267.260009765625,263.100006103516,263.519989013672,2185600,246.119964599609,2021-03-16
263.529998779297,266.279998779297,261.630004882812,264.269989013672,2626500,246.820419311523,2021-03-17
267.220001220703,271.510009765625,264.079986572266,266.890014648438,4089900,249.267486572266,2021-03-18
266.350006103516,269.109985351562,261.130004882812,263.779998779297,4460500,246.362808227539,2021-03-19
263.149993896484,265.929992675781,262.350006103516,265.200012207031,2295700,247.689041137695,2021-03-22
265.5,267.130004882812,264.369995117188,266.029998779297,2160300,248.464233398438,2021-03-23
265.920013427734,269.790008544922,265.700012207031,267.549987792969,2160600,249.8837890625,2021-03-24
266.179992675781,269.5,265.809997558594,268.609985351562,1714700,250.873825073242,2021-03-25
268.489990234375,281.299987792969,268.489990234375,280.769989013672,3171900,262.230926513672,2021-03-26
278.220001220703,281.290008544922,277.739990234375,279.540008544922,2398700,261.082183837891,2021-03-29
