"MS.MI.Open","MS.MI.High","MS.MI.Low","MS.MI.Close","MS.MI.Volume","MS.MI.Adjusted","Date"
2.27999997138977,2.33999991416931,2.26999998092651,2.26999998092651,6003,2.26999998092651,2025-09-12
2.38000011444092,2.38000011444092,2.29999995231628,2.34999990463257,7150,2.34999990463257,2025-09-15
2.33999991416931,2.34999990463257,2.27999997138977,2.34999990463257,21547,2.34999990463257,2025-09-16
2.34999990463257,2.34999990463257,2.25999999046326,2.3199999332428,2914,2.3199999332428,2025-09-17
2.3199999332428,2.33999991416931,2.27999997138977,2.33999991416931,10328,2.33999991416931,2025-09-18
2.32999992370605,2.33999991416931,2.32999992370605,2.32999992370605,2232,2.32999992370605,2025-09-19
2.32999992370605,2.40000009536743,2.32999992370605,2.40000009536743,28732,2.40000009536743,2025-09-22
2.39000010490417,2.49000000953674,2.38000011444092,2.47000002861023,35428,2.47000002861023,2025-09-23
2.40000009536743,2.55999994277954,2.40000009536743,2.55999994277954,22866,2.55999994277954,2025-09-24
2.50999999046326,2.53999996185303,2.44000005722046,2.53999996185303,16948,2.53999996185303,2025-09-25
2.53999996185303,2.53999996185303,2.46000003814697,2.50999999046326,23767,2.50999999046326,2025-09-26
2.53999996185303,2.60999989509583,2.47000002861023,2.60999989509583,33940,2.60999989509583,2025-09-29
2.61999988555908,2.71000003814697,2.54999995231628,2.60999989509583,28081,2.60999989509583,2025-09-30
2.60999989509583,2.60999989509583,2.60999989509583,2.60999989509583,0,2.60999989509583,2025-10-01
2.55999994277954,2.5699999332428,2.55999994277954,2.5699999332428,1532,2.5699999332428,2025-10-02
2.51999998092651,2.51999998092651,2.42000007629395,2.51999998092651,3981,2.51999998092651,2025-10-03
2.47000002861023,2.53999996185303,2.47000002861023,2.51999998092651,1177,2.51999998092651,2025-10-06
2.45000004768372,2.53999996185303,2.4300000667572,2.53999996185303,2488,2.53999996185303,2025-10-07
2.46000003814697,2.5699999332428,2.46000003814697,2.5,11139,2.5,2025-10-08
2.5,2.5699999332428,2.48000001907349,2.5699999332428,3649,2.5699999332428,2025-10-09
