"SPGI.Open","SPGI.High","SPGI.Low","SPGI.Close","SPGI.Volume","SPGI.Adjusted","Date"
296.980010986328,298.890014648438,292.269989013672,295.519989013672,1975100,281.697052001953,2020-02-06
297.109985351562,297.619995117188,294.739990234375,295.480010986328,1401600,281.658905029297,2020-02-07
294.429992675781,296.790008544922,293.739990234375,296.559997558594,1089000,282.688446044922,2020-02-10
297.179992675781,298.079986572266,292.579986572266,294.119995117188,1397500,280.362518310547,2020-02-11
295.350006103516,304.140014648438,294.679992675781,303.829986572266,1288000,289.618377685547,2020-02-12
301.920013427734,303.820007324219,297.600006103516,301.350006103516,1107700,287.25439453125,2020-02-13
301.730010986328,307.700012207031,300.549987792969,307.649993896484,979300,293.259704589844,2020-02-14
306.929992675781,308.929992675781,304.279998779297,306.739990234375,1047000,292.392333984375,2020-02-18
308.140014648438,312.940002441406,307.179992675781,311.160003662109,1341100,296.605529785156,2020-02-19
310.089996337891,310.369995117188,300.519989013672,303.410003662109,1898500,289.218017578125,2020-02-20
301.420013427734,301.880004882812,291.649993896484,293.25,2066700,279.533264160156,2020-02-21
284.809997558594,292.730010986328,283.320007324219,290.899993896484,2006000,277.293182373047,2020-02-24
291.25,292.820007324219,280.950012207031,282.630004882812,1439400,270.031921386719,2020-02-25
283.720001220703,289.339996337891,281.350006103516,282.769989013672,1460500,270.165710449219,2020-02-26
276.850006103516,277.380004882812,267.149993896484,267.149993896484,2298200,255.241973876953,2020-02-27
260.220001220703,265.920013427734,257,265.910003662109,2900400,254.057250976562,2020-02-28
271.049987792969,291.269989013672,269.220001220703,289.309997558594,3140800,276.414093017578,2020-03-02
289.829986572266,297.640014648438,277.660003662109,280.140014648438,2691800,267.652923583984,2020-03-03
285.029998779297,296.239990234375,281.929992675781,296.059997558594,1468300,282.863250732422,2020-03-04
289.299987792969,289.480010986328,274.959991455078,278.420013427734,1824800,266.009643554688,2020-03-05
268.890014648438,272.309997558594,264,271.059997558594,2513700,258.977630615234,2020-03-06
249.839996337891,258.779998779297,241.949996948242,242.509994506836,3947500,231.700225830078,2020-03-09
252.509994506836,259.429992675781,245.679992675781,259.170013427734,3059300,247.61767578125,2020-03-10
250.910003662109,254.770004272461,237.229995727539,240.360000610352,3389000,229.646057128906,2020-03-11
224.229995727539,231.389999389648,213.669998168945,221.460006713867,4659900,211.58854675293,2020-03-12
237.729995727539,249.919998168945,225.679992675781,248.100006103516,3394400,237.041076660156,2020-03-13
222.610000610352,232.320007324219,209.690002441406,222.160003662109,3119400,212.257308959961,2020-03-16
228.619995117188,231.289993286133,220.149993896484,227.660003662109,3205300,217.512191772461,2020-03-17
212.899993896484,218.520004272461,186.059997558594,193.080001831055,4235700,184.473556518555,2020-03-18
192.789993286133,211.919998168945,186.740005493164,207.779998779297,3203500,198.518295288086,2020-03-19
211.009994506836,215,205.110000610352,208.789993286133,3558500,199.483276367188,2020-03-20
202.830001831055,212.029998779297,191.320007324219,192.050003051758,2605100,183.489501953125,2020-03-23
202.779998779297,219.399993896484,199.899993896484,218.660003662109,2755800,208.913375854492,2020-03-24
220.130004882812,234.699996948242,217.330001831055,227.190002441406,2045300,217.063125610352,2020-03-25
231.529998779297,246.550003051758,230.410003662109,244.949996948242,2884200,234.031478881836,2020-03-26
239.080001831055,246.529998779297,236.770004272461,239.75,2924900,229.063262939453,2020-03-27
241.410003662109,248.630004882812,239.009994506836,246.990005493164,2529500,235.980529785156,2020-03-30
243.949996948242,248.179992675781,240.490005493164,245.050003051758,3805600,234.127014160156,2020-03-31
233.960006713867,239.440002441406,233.410003662109,234.330001831055,3457900,223.884841918945,2020-04-01
233.339996337891,241.699996948242,230.110000610352,241.339996337891,1735600,230.582427978516,2020-04-02
238.330001831055,241.479995727539,236.020004272461,238.800003051758,2217600,228.155609130859,2020-04-03
248.229995727539,257.299987792969,243.960006713867,255.830001831055,2129200,244.426498413086,2020-04-06
264.859985351562,265.239990234375,255.740005493164,256.059997558594,1678600,244.646255493164,2020-04-07
259.5,262.089996337891,255.229995727539,261.510009765625,1326200,249.853393554688,2020-04-08
262.950012207031,284.880004882812,262.950012207031,283.549987792969,2740500,270.910858154297,2020-04-09
279.5,280.410003662109,267.369995117188,268.440002441406,2900400,256.474487304688,2020-04-13
275.600006103516,278.989990234375,271.25,277.339996337891,2588700,264.977752685547,2020-04-14
270.200012207031,274.920013427734,267.140014648438,273.25,1594000,261.070007324219,2020-04-15
274.179992675781,276.149993896484,270.890014648438,274.549987792969,1265100,262.312072753906,2020-04-16
282.679992675781,286.619995117188,278.290008544922,282.589996337891,2667700,269.99365234375,2020-04-17
277.850006103516,280.670013427734,276.489990234375,279.170013427734,1512900,266.726135253906,2020-04-20
271.25,273.549987792969,265.920013427734,267.230010986328,1856200,255.318374633789,2020-04-21
272.709991455078,277.399993896484,269.399993896484,276.010009765625,1112200,263.707061767578,2020-04-22
276.790008544922,281.299987792969,276.029998779297,279.559997558594,1699400,267.098693847656,2020-04-23
282.609985351562,284.529998779297,280.380004882812,283.940002441406,1124500,271.283538818359,2020-04-24
286.459991455078,292.049987792969,285.190002441406,291.190002441406,1289700,278.210388183594,2020-04-27
300,308.410003662109,292.510009765625,295.829986572266,2048000,282.643493652344,2020-04-28
303.260009765625,303.790008544922,293.420013427734,294.420013427734,1757100,281.29638671875,2020-04-29
289.269989013672,295.100006103516,288.510009765625,292.880004882812,1916400,279.824981689453,2020-04-30
287.670013427734,289.029998779297,284.089996337891,286.059997558594,1152000,273.308990478516,2020-05-01
283.299987792969,288.130004882812,281.070007324219,285.769989013672,1187800,273.031982421875,2020-05-04
289.619995117188,298.559997558594,288.329986572266,295.410003662109,1049700,282.242248535156,2020-05-05
294.820007324219,297.440002441406,288.920013427734,289.359985351562,881000,276.4619140625,2020-05-06
294.549987792969,297.769989013672,292.920013427734,295.579986572266,1282600,282.404602050781,2020-05-07
300,300,295.779998779297,297.649993896484,852000,284.382385253906,2020-05-08
294.040008544922,303.279998779297,292.649993896484,300.679992675781,1206000,287.277313232422,2020-05-11
304.959991455078,307.170013427734,299.209991455078,299.209991455078,1303600,285.872833251953,2020-05-12
297.739990234375,302.480010986328,291.989990234375,294.399993896484,1642500,281.277282714844,2020-05-13
291.410003662109,300.260009765625,290.079986572266,300.119995117188,1253700,286.742309570312,2020-05-14
298.390014648438,304.630004882812,297.329986572266,303.140014648438,1960800,289.627777099609,2020-05-15
311.049987792969,316.260009765625,310.619995117188,311.630004882812,1773000,297.739196777344,2020-05-18
311.760009765625,317.290008544922,310.670013427734,311.089996337891,1237700,297.223297119141,2020-05-19
315.359985351562,317.070007324219,312.380004882812,314,801200,300.003631591797,2020-05-20
314.290008544922,316.809997558594,309.230010986328,310.760009765625,725200,296.908050537109,2020-05-21
310.940002441406,312.630004882812,307.519989013672,311.859985351562,621500,297.958984375,2020-05-22
318.260009765625,318.890014648438,311.200012207031,312.339996337891,1695300,299.060089111328,2020-05-26
316.890014648438,316.890014648438,308.140014648438,315.429992675781,1182900,302.018798828125,2020-05-27
317.769989013672,323.519989013672,314.799987792969,318.799987792969,1928600,305.245483398438,2020-05-28
320.619995117188,326,318.359985351562,325.019989013672,1935800,311.200988769531,2020-05-29
326.049987792969,329.570007324219,323.369995117188,327.299987792969,892300,313.383972167969,2020-06-01
325.820007324219,327.820007324219,323.309997558594,327.369995117188,1280200,313.451110839844,2020-06-02
330.119995117188,334.640014648438,326.619995117188,333.380004882812,1058900,319.205505371094,2020-06-03
331.100006103516,333.600006103516,324.339996337891,327.390014648438,1209100,313.470184326172,2020-06-04
332.480010986328,334.660003662109,329.630004882812,333.369995117188,1522200,319.195953369141,2020-06-05
330.880004882812,333.079986572266,325.890014648438,331.980010986328,1116800,317.865051269531,2020-06-08
329.239990234375,330.859985351562,326.670013427734,327.609985351562,966600,313.680816650391,2020-06-09
328.980010986328,334.089996337891,326.119995117188,331.179992675781,1136400,317.09912109375,2020-06-10
325,326.179992675781,306.5,307.029998779297,1663500,293.975799560547,2020-06-11
314.410003662109,318.220001220703,310,316.910003662109,1168700,303.435821533203,2020-06-12
310,320.899993896484,308.109985351562,319.649993896484,998000,306.059326171875,2020-06-15
330,330,319.059997558594,324.929992675781,912800,311.114837646484,2020-06-16
326.619995117188,329.579986572266,325.149993896484,326.320007324219,896700,312.445709228516,2020-06-17
324.540008544922,327.769989013672,323.320007324219,326.809997558594,726300,312.914886474609,2020-06-18
332.269989013672,333,321.279998779297,323.730010986328,1932700,309.965850830078,2020-06-19
323.709991455078,326.929992675781,320.769989013672,326.359985351562,1330400,312.484039306641,2020-06-22
329.549987792969,332.540008544922,327.010009765625,328.559997558594,890000,314.590454101562,2020-06-23
324.549987792969,326.440002441406,316.399993896484,317.970001220703,1298200,304.450714111328,2020-06-24
318.380004882812,328.25,316,327.820007324219,1051900,313.881958007812,2020-06-25
324.899993896484,327.929992675781,321.140014648438,321.600006103516,2563800,307.926391601562,2020-06-26
325.149993896484,325.149993896484,318.239990234375,321.290008544922,1298200,307.629577636719,2020-06-29
321.609985351562,330.579986572266,320.420013427734,329.480010986328,1823400,315.471343994141,2020-06-30
330.420013427734,336.130004882812,328.690002441406,334.519989013672,963200,320.296997070312,2020-07-01
338.350006103516,339.290008544922,332.600006103516,333.25,707900,319.081146240234,2020-07-02
338.600006103516,344.049987792969,337.600006103516,341.019989013672,1296500,326.520751953125,2020-07-06
339.390014648438,345.619995117188,339.390014648438,341.190002441406,836800,326.683532714844,2020-07-07
345.390014648438,354.75,345.390014648438,354.320007324219,1121200,339.255249023438,2020-07-08
353.940002441406,356.790008544922,349.440002441406,352.720001220703,1126400,337.723205566406,2020-07-09
353.019989013672,354.339996337891,348.529998779297,351.809997558594,821000,336.851989746094,2020-07-10
353.019989013672,356.459991455078,344.25,346.089996337891,919700,331.375061035156,2020-07-13
344.929992675781,351.809997558594,343.850006103516,351.640014648438,724500,336.689147949219,2020-07-14
357.070007324219,357.070007324219,350.230010986328,354.799987792969,613100,339.71484375,2020-07-15
353.079986572266,354.660003662109,346.850006103516,349.510009765625,624600,334.649688720703,2020-07-16
351.470001220703,355.089996337891,349.609985351562,354.690002441406,577800,339.609466552734,2020-07-17
352.600006103516,359.309997558594,352.600006103516,358.089996337891,597700,342.864868164062,2020-07-20
359,359.5,353.260009765625,354.829986572266,611400,339.743530273438,2020-07-21
353.880004882812,358.239990234375,353.640014648438,356.450012207031,634700,341.294677734375,2020-07-22
354.989990234375,357.640014648438,346.220001220703,348.260009765625,1383300,333.452911376953,2020-07-23
347.359985351562,352.309997558594,345.450012207031,349.970001220703,860900,335.090179443359,2020-07-24
350.130004882812,355.510009765625,349.390014648438,351.320007324219,1057800,336.3828125,2020-07-27
356.570007324219,356.570007324219,343.619995117188,347.600006103516,1185300,332.820953369141,2020-07-28
348.230010986328,360,348.230010986328,359.859985351562,1036300,344.5595703125,2020-07-29
354.359985351562,356.630004882812,348.660003662109,352.369995117188,1122600,337.388153076172,2020-07-30
353.660003662109,354.739990234375,344.720001220703,350.25,1126800,335.358306884766,2020-07-31
352.760009765625,355.279998779297,349.540008544922,350.679992675781,673300,335.769989013672,2020-08-03
348.5,350.899993896484,342.130004882812,345.769989013672,1116300,331.068756103516,2020-08-04
347.019989013672,349.950012207031,345.649993896484,347.390014648438,712200,332.619934082031,2020-08-05
347.140014648438,352.730010986328,346.350006103516,352.570007324219,623300,337.579650878906,2020-08-06
350,351.489990234375,341.660003662109,347.269989013672,828000,332.505035400391,2020-08-07
345,345.309997558594,340.480010986328,344.070007324219,552700,329.441070556641,2020-08-10
344.929992675781,349.709991455078,341.730010986328,343.709991455078,745100,329.096343994141,2020-08-11
347.440002441406,353,347.029998779297,349.190002441406,522200,334.343353271484,2020-08-12
347.390014648438,356.470001220703,347.390014648438,356.130004882812,723000,340.988311767578,2020-08-13
354.480010986328,357.75,350.850006103516,352.269989013672,530800,337.292358398438,2020-08-14
353.269989013672,359.850006103516,353.269989013672,357.140014648438,618800,341.955322265625,2020-08-17
357.149993896484,362.279998779297,356.5,360.119995117188,561100,344.808654785156,2020-08-18
361.790008544922,363.100006103516,357.75,358.109985351562,1018900,342.884033203125,2020-08-19
355.119995117188,361.480010986328,355.010009765625,361.220001220703,735500,345.861877441406,2020-08-20
361.790008544922,363.369995117188,358.350006103516,362.010009765625,722500,346.618255615234,2020-08-21
364.079986572266,365,358.25,360,588500,344.693664550781,2020-08-24
361.160003662109,361.290008544922,357.149993896484,358.5,528200,343.897521972656,2020-08-25
358,367.410003662109,357.160003662109,364.410003662109,676900,349.566802978516,2020-08-26
365.730010986328,367.540008544922,359.880004882812,363.980010986328,600600,349.154266357422,2020-08-27
365.630004882812,367.070007324219,363.25,366.829986572266,509900,351.888305664062,2020-08-28
369.119995117188,369.279998779297,364.269989013672,366.420013427734,775300,351.494903564453,2020-08-31
366.220001220703,369.769989013672,364.839996337891,368.390014648438,564900,353.384735107422,2020-09-01
370.140014648438,379.869995117188,369.739990234375,378.410003662109,764900,362.996551513672,2020-09-02
376.399993896484,376.679992675781,351.75,353.690002441406,1352100,339.283447265625,2020-09-03
353.660003662109,356.519989013672,337.790008544922,345.179992675781,1275000,331.120056152344,2020-09-04
339.660003662109,344.910003662109,335.049987792969,340.660003662109,1055000,326.784149169922,2020-09-08
346,356.359985351562,344.880004882812,351.779998779297,842900,337.451293945312,2020-09-09
351.579986572266,354.690002441406,342.529998779297,344.480010986328,679600,330.448638916016,2020-09-10
347.320007324219,351.220001220703,345.700012207031,348.790008544922,681900,334.583068847656,2020-09-11
352.519989013672,356.809997558594,352,353.089996337891,628500,338.707855224609,2020-09-14
357.420013427734,360.529998779297,354.630004882812,357.200012207031,779300,342.650482177734,2020-09-15
355.869995117188,360.040008544922,355.649993896484,357.540008544922,907100,342.976654052734,2020-09-16
352.660003662109,358.200012207031,349.049987792969,351.730010986328,783700,337.4033203125,2020-09-17
352.130004882812,354.769989013672,348.75,351.010009765625,992700,336.712615966797,2020-09-18
345.880004882812,351.209991455078,342.089996337891,350.890014648438,1129800,336.597503662109,2020-09-21
351.329986572266,353.410003662109,344.570007324219,350.170013427734,748200,335.906829833984,2020-09-22
350.519989013672,352.170013427734,342.690002441406,343.059997558594,628100,329.086395263672,2020-09-23
343.200012207031,348.399993896484,342.089996337891,345.869995117188,644400,331.782043457031,2020-09-24
345.109985351562,354.880004882812,344.519989013672,352.850006103516,578700,338.477691650391,2020-09-25
357.209991455078,359.679992675781,355.119995117188,355.549987792969,741500,341.067718505859,2020-09-28
355.940002441406,360.320007324219,354.549987792969,356.980010986328,580900,342.439453125,2020-09-29
357,363.709991455078,355.619995117188,360.600006103516,1012000,345.912017822266,2020-09-30
364.890014648438,368.140014648438,361.290008544922,363.730010986328,650300,348.914581298828,2020-10-01
359.869995117188,365.5,357.070007324219,362.980010986328,719500,348.195098876953,2020-10-02
365.700012207031,365.980010986328,361.980010986328,364.970001220703,517300,350.104064941406,2020-10-05
367.230010986328,367.230010986328,354.049987792969,354.309997558594,776300,339.878143310547,2020-10-06
355.920013427734,358.829986572266,351.880004882812,354.899993896484,703100,340.444152832031,2020-10-07
355.670013427734,360.779998779297,355.079986572266,357.200012207031,547800,342.650482177734,2020-10-08
358.980010986328,359.709991455078,356.059997558594,356.760009765625,812200,342.228393554688,2020-10-09
361.640014648438,364.089996337891,358.179992675781,360.089996337891,687200,345.422760009766,2020-10-12
360.089996337891,360.089996337891,352.440002441406,354,1163900,339.580810546875,2020-10-13
356.980010986328,357.350006103516,350.339996337891,351.510009765625,811700,337.192199707031,2020-10-14
347.809997558594,351.540008544922,345.279998779297,347.450012207031,963000,333.297729492188,2020-10-15
348,351.980010986328,346.690002441406,348.170013427734,1109600,333.988342285156,2020-10-16
349.25,352.239990234375,340.420013427734,341.149993896484,731500,327.254211425781,2020-10-19
340.329986572266,343.859985351562,339.299987792969,340.149993896484,1032500,326.294952392578,2020-10-20
342.510009765625,344.720001220703,337.269989013672,337.910003662109,691100,324.146209716797,2020-10-21
337.579986572266,339.820007324219,334.309997558594,337.25,1001900,323.513092041016,2020-10-22
339,339.690002441406,335.130004882812,337.429992675781,688600,323.685760498047,2020-10-23
333.160003662109,336.339996337891,330.399993896484,333.549987792969,893600,319.963775634766,2020-10-26
330,336.029998779297,328.850006103516,330.850006103516,1482700,317.373840332031,2020-10-27
325.010009765625,329.570007324219,322.119995117188,326.700012207031,1505600,313.392822265625,2020-10-28
327.410003662109,329.410003662109,319.510009765625,325.739990234375,876400,312.471862792969,2020-10-29
323.459991455078,329.779998779297,319.040008544922,322.730010986328,1464400,309.584503173828,2020-10-30
328.570007324219,335.5,325.769989013672,327.920013427734,1305100,314.563140869141,2020-11-02
331.970001220703,337.880004882812,329.570007324219,334.75,1186600,321.114868164062,2020-11-03
338.290008544922,357.690002441406,338.079986572266,351.100006103516,1603700,336.798889160156,2020-11-04
358.059997558594,360.850006103516,352.660003662109,355.989990234375,1317500,341.489807128906,2020-11-05
355.470001220703,356.790008544922,348.119995117188,354.359985351562,1072300,339.926147460938,2020-11-06
368.190002441406,368.269989013672,345.630004882812,346.410003662109,1316100,332.300018310547,2020-11-09
345.130004882812,346.989990234375,333.609985351562,335.100006103516,1488600,321.450653076172,2020-11-10
337.679992675781,348.019989013672,337,343.970001220703,975900,329.959350585938,2020-11-11
344.390014648438,345.230010986328,338.5,341.720001220703,697900,327.801055908203,2020-11-12
343.359985351562,344.869995117188,337.559997558594,341.920013427734,941200,327.992919921875,2020-11-13
341.010009765625,345.359985351562,337.450012207031,339.619995117188,1407700,325.786529541016,2020-11-16
338.299987792969,341.190002441406,336.25,336.660003662109,1052200,322.947113037109,2020-11-17
337.859985351562,339.380004882812,334.859985351562,336.480010986328,943500,322.774475097656,2020-11-18
338.059997558594,339.959991455078,334.559997558594,338.630004882812,1111200,324.836822509766,2020-11-19
338,342.459991455078,336.649993896484,338.279998779297,825200,324.501190185547,2020-11-20
339.260009765625,341.540008544922,333.640014648438,337.119995117188,893200,323.388366699219,2020-11-23
336.600006103516,339,333.859985351562,334.209991455078,1469700,321.235382080078,2020-11-24
335.369995117188,338.160003662109,333.899993896484,338.040008544922,1013900,324.916687011719,2020-11-25
340.5,344.130004882812,339.149993896484,341.570007324219,407700,328.309600830078,2020-11-27
343.329986572266,353.160003662109,342.25,351.779998779297,3327300,338.123260498047,2020-11-30
352.730010986328,352.730010986328,333,334.320007324219,2256000,321.341064453125,2020-12-01
338.619995117188,338.679992675781,330.769989013672,333.279998779297,1713100,320.341461181641,2020-12-02
330.359985351562,334.600006103516,325.660003662109,326.609985351562,1745500,313.930328369141,2020-12-03
330.799987792969,339.5,329.040008544922,339.450012207031,3059500,326.271911621094,2020-12-04
338.230010986328,340.190002441406,332.850006103516,336.239990234375,1691400,323.186462402344,2020-12-07
335.299987792969,336.929992675781,333.130004882812,333.700012207031,1637400,320.745147705078,2020-12-08
334.25,335.160003662109,323.899993896484,327.279998779297,2000300,314.574371337891,2020-12-09
327.230010986328,329.179992675781,323.850006103516,325.829986572266,1475200,313.180603027344,2020-12-10
324.899993896484,329.040008544922,323.260009765625,324.820007324219,1429000,312.209930419922,2020-12-11
327.429992675781,328.779998779297,323.269989013672,323.679992675781,1666900,311.114166259766,2020-12-14
324.790008544922,326.679992675781,323.260009765625,323.839996337891,1207600,311.267883300781,2020-12-15
325.5,325.5,319.739990234375,320.869995117188,1809000,308.413116455078,2020-12-16
322.890014648438,322.890014648438,316.429992675781,321.059997558594,3021600,308.595916748047,2020-12-17
321.25,323.420013427734,319.160003662109,322.5,2981100,309.979919433594,2020-12-18
318.700012207031,319.920013427734,311.679992675781,319.579986572266,2211400,307.173309326172,2020-12-21
318.549987792969,320.25,314.929992675781,318.929992675781,1627500,306.548522949219,2020-12-22
320,321.570007324219,313.559997558594,313.630004882812,1047600,301.454315185547,2020-12-23
313.230010986328,316.940002441406,313.230010986328,316.579986572266,490800,304.289764404297,2020-12-24
318.929992675781,319.019989013672,314.369995117188,318.040008544922,1030500,305.693054199219,2020-12-28
320.489990234375,322.910003662109,319.790008544922,321.489990234375,1058600,309.009185791016,2020-12-29
322.709991455078,324.290008544922,320.760009765625,323.630004882812,1340000,311.066101074219,2020-12-30
324.299987792969,328.850006103516,323.309997558594,328.730010986328,1014200,315.968078613281,2020-12-31
331.709991455078,336.730010986328,330.5,333.25,3231000,320.312622070312,2021-01-04
331.779998779297,334.649993896484,325.089996337891,328.450012207031,2012800,315.698974609375,2021-01-05
327.059997558594,330.480010986328,324.149993896484,328.859985351562,1638300,316.093017578125,2021-01-06
329.420013427734,333.470001220703,326.390014648438,329.070007324219,1856700,316.294891357422,2021-01-07
331.200012207031,331.200012207031,322.690002441406,326.850006103516,1493900,314.161041259766,2021-01-08
324.760009765625,325.450012207031,318.690002441406,319.200012207031,1545600,306.808044433594,2021-01-11
319.75,319.75,313.260009765625,315.859985351562,2271500,303.597625732422,2021-01-12
314.600006103516,315.519989013672,311.359985351562,312.049987792969,1936900,299.935638427734,2021-01-13
312.950012207031,316.399993896484,305,306.179992675781,1910400,294.293548583984,2021-01-14
306.399993896484,307.720001220703,303.540008544922,305.950012207031,2701800,294.072479248047,2021-01-15
307.5,314.119995117188,306.709991455078,313.140014648438,2224000,300.983367919922,2021-01-19
317.679992675781,324.450012207031,315.010009765625,321.940002441406,2799500,309.441711425781,2021-01-20
320.109985351562,322.989990234375,316.579986572266,317.720001220703,1622200,305.385528564453,2021-01-21
316.769989013672,320.609985351562,315.059997558594,315.140014648438,1519100,302.905639648438,2021-01-22
316.040008544922,318.220001220703,311.709991455078,314.929992675781,1453800,302.703796386719,2021-01-25
315.369995117188,321.040008544922,313.279998779297,319.010009765625,1479500,306.625457763672,2021-01-26
318.100006103516,327.649993896484,303.5,306.299987792969,3074900,294.408843994141,2021-01-27
308.709991455078,323.679992675781,307.070007324219,318.970001220703,2721800,306.586944580078,2021-01-28
314.670013427734,320.149993896484,311.869995117188,317,2734500,304.693420410156,2021-01-29
319.75,322.890014648438,317.179992675781,321.839996337891,1774600,309.345520019531,2021-02-01
324.230010986328,332.149993896484,324.079986572266,330.100006103516,2397000,317.284881591797,2021-02-02
330,330,324.170013427734,324.25,1705100,311.662017822266,2021-02-03
324.690002441406,328.470001220703,324.25,328.450012207031,1172500,315.698974609375,2021-02-04
328.950012207031,332.459991455078,323.480010986328,324.019989013672,2153300,311.44091796875,2021-02-05
325.559997558594,326.299987792969,322.940002441406,325.440002441406,1250100,312.805816650391,2021-02-08
330,338.470001220703,326.679992675781,332.390014648438,3154600,319.486022949219,2021-02-09
334.970001220703,336.850006103516,330.640014648438,333,1810400,320.072235107422,2021-02-10
334.350006103516,339.809997558594,333,339.390014648438,1627400,326.214294433594,2021-02-11
337.670013427734,340.549987792969,337.239990234375,339.450012207031,2033700,326.271911621094,2021-02-12
342,342,336.5,338.329986572266,2280100,325.195404052734,2021-02-16
335.359985351562,339.089996337891,334.619995117188,338.929992675781,1344900,325.772155761719,2021-02-17
337.089996337891,341.040008544922,337.089996337891,338.459991455078,1155000,325.320281982422,2021-02-18
339.130004882812,341.920013427734,338.480010986328,339.239990234375,1251800,326.070037841797,2021-02-19
339.239990234375,339.239990234375,331.589996337891,333.290008544922,1542100,320.351104736328,2021-02-22
331.910003662109,331.910003662109,323.070007324219,325.179992675781,2261600,313.279693603516,2021-02-23
326,332.179992675781,322.369995117188,331.790008544922,1663000,319.647796630859,2021-02-24
331.489990234375,335.730010986328,329.459991455078,330.549987792969,2584200,318.453186035156,2021-02-25
332.040008544922,333.269989013672,326.390014648438,329.359985351562,1691000,317.306671142578,2021-02-26
331.519989013672,338.899993896484,330.170013427734,337.529998779297,1175100,325.177703857422,2021-03-01
336.209991455078,337.410003662109,332.730010986328,332.940002441406,1748500,320.755676269531,2021-03-02
330.190002441406,331.660003662109,326.279998779297,326.529998779297,1690300,314.580261230469,2021-03-03
326.230010986328,334.549987792969,325.5,327.540008544922,2134300,315.553283691406,2021-03-04
330,334.809997558594,327.309997558594,334.519989013672,2235600,322.27783203125,2021-03-05
334.010009765625,346.660003662109,333.470001220703,342.720001220703,1854600,330.177734375,2021-03-08
347.339996337891,351.369995117188,341.859985351562,342.119995117188,2063300,329.599731445312,2021-03-09
343.510009765625,345,340.450012207031,344.350006103516,1263200,331.748199462891,2021-03-10
345.799987792969,346.709991455078,342.739990234375,345.140014648438,1702500,332.50927734375,2021-03-11
345.140014648438,346.230010986328,341.299987792969,345.609985351562,1226500,332.962005615234,2021-03-12
344.540008544922,351.790008544922,344.540008544922,351.489990234375,1511500,338.626831054688,2021-03-15
352.290008544922,357.950012207031,347.779998779297,348.609985351562,1332900,335.852172851562,2021-03-16
348.079986572266,351.290008544922,345.730010986328,350.190002441406,1493000,337.374328613281,2021-03-17
350.579986572266,352.239990234375,343.130004882812,348.459991455078,1718300,335.707702636719,2021-03-18
347.049987792969,349.630004882812,346.279998779297,347.369995117188,2317000,334.657531738281,2021-03-19
345.970001220703,350.709991455078,344.649993896484,345.540008544922,922100,332.894561767578,2021-03-22
345.589996337891,348.339996337891,342.600006103516,346.829986572266,1619500,334.137359619141,2021-03-23
347.059997558594,353.179992675781,346.260009765625,351.790008544922,1069000,338.915863037109,2021-03-24
351.859985351562,351.859985351562,347.799987792969,351.299987792969,1388800,338.443725585938,2021-03-25
351.769989013672,359.589996337891,351.070007324219,359.549987792969,1152700,346.391815185547,2021-03-26
358.670013427734,362.149993896484,358.239990234375,361.739990234375,1464400,348.501678466797,2021-03-29
