"BZ-F.Open","BZ-F.High","BZ-F.Low","BZ-F.Close","BZ-F.Volume","BZ-F.Adjusted","Date"
74.9700012207031,75.3300018310547,74.0500030517578,75.0199966430664,37759,75.0199966430664,2025-02-13
75.2399978637695,75.8300018310547,74.4899978637695,74.7399978637695,41397,74.7399978637695,2025-02-14
74.6399993896484,76.0500030517578,74.1900024414062,75.8399963378906,50542,75.8399963378906,2025-02-18
75.8000030517578,76.8199996948242,75.75,76.0400009155273,30426,76.0400009155273,2025-02-19
76.0400009155273,77.1399993896484,75.7099990844727,76.4800033569336,33347,76.4800033569336,2025-02-20
76.5599975585938,76.75,74.2099990844727,74.4300003051758,28100,74.4300003051758,2025-02-21
73.9100036621094,74.9100036621094,73.9100036621094,74.7799987792969,17858,74.7799987792969,2025-02-24
74.8899993896484,75.25,72.6999969482422,73.0199966430664,19080,73.0199966430664,2025-02-25
73.1399993896484,73.3399963378906,72.3899993896484,72.5299987792969,11916,72.5299987792969,2025-02-26
72.6900024414062,74.2600021362305,72.4800033569336,74.0400009155273,7925,74.0400009155273,2025-02-27
73.7300033569336,73.7399978637695,72.9700012207031,73.1800003051758,36432,73.1800003051758,2025-02-28
73.0699996948242,73.6600036621094,71.1699981689453,71.620002746582,51816,71.620002746582,2025-03-03
71.4499969482422,71.4599990844727,69.75,71.0400009155273,58867,71.0400009155273,2025-03-04
71.1399993896484,71.1600036621094,68.3399963378906,69.3000030517578,51721,69.3000030517578,2025-03-05
69.4499969482422,69.879997253418,68.7300033569336,69.4599990844727,49024,69.4599990844727,2025-03-06
69.379997253418,71.379997253418,69.2799987792969,70.3600006103516,46468,70.3600006103516,2025-03-07
70.4400024414062,70.8600006103516,69.0599975585938,69.2799987792969,33488,69.2799987792969,2025-03-10
69.4100036621094,70.4300003051758,68.629997253418,69.5599975585938,26933,69.5599975585938,2025-03-11
69.8499984741211,71.0899963378906,69.4700012207031,70.9499969482422,30577,70.9499969482422,2025-03-12
70.9800033569336,71.2399978637695,69.6800003051758,69.879997253418,33450,69.879997253418,2025-03-13
70.0800018310547,70.75,69.9400024414062,70.5800018310547,24740,70.5800018310547,2025-03-14
70.6800003051758,71.7900009155273,70.6800003051758,71.0699996948242,29314,71.0699996948242,2025-03-17
70.9300003051758,72.1900024414062,70.2600021362305,70.5599975585938,32008,70.5599975585938,2025-03-18
70.3600006103516,71.2200012207031,69.9000015258789,70.7799987792969,26898,70.7799987792969,2025-03-19
70.8600006103516,72.2900009155273,70.5299987792969,72,33049,72,2025-03-20
72.2300033569336,72.5400009155273,71.5100021362305,72.1600036621094,23983,72.1600036621094,2025-03-21
72.1999969482422,73.1600036621094,71.8000030517578,73,31456,73,2025-03-24
73.0899963378906,73.5699996948242,72.5,73.0199966430664,30415,73.0199966430664,2025-03-25
73.1800003051758,74.1699981689453,73.0899963378906,73.7900009155273,27419,73.7900009155273,2025-03-26
73.9899978637695,74.0699996948242,73.2300033569336,74.0299987792969,19183,74.0299987792969,2025-03-27
74.0599975585938,74.2099990844727,73.120002746582,73.629997253418,12292,73.629997253418,2025-03-28
73.4199981689453,74.7900009155273,73.370002746582,74.7399978637695,53426,74.7399978637695,2025-03-31
74.629997253418,75.2799987792969,74.3399963378906,74.4899978637695,54055,74.4899978637695,2025-04-01
74.4000015258789,75.4599990844727,73.7099990844727,74.9499969482422,61062,74.9499969482422,2025-04-02
73.5899963378906,73.620002746582,69.4700012207031,70.1399993896484,100212,70.1399993896484,2025-04-03
69.8099975585938,70.0500030517578,64.0100021362305,65.5800018310547,121211,65.5800018310547,2025-04-04
64.7900009155273,67.4100036621094,62.5099983215332,64.2099990844727,114411,64.2099990844727,2025-04-07
64.4400024414062,65.1900024414062,61.2799987792969,62.8199996948242,89690,62.8199996948242,2025-04-08
61.5499992370605,66.0199966430664,58.3899993896484,65.4800033569336,127044,65.4800033569336,2025-04-09
65.8099975585938,66.2300033569336,62.0099983215332,63.3300018310547,78111,63.3300018310547,2025-04-10
63.4500007629395,65.0500030517578,62.7599983215332,64.7600021362305,58543,64.7600021362305,2025-04-11
64.8899993896484,65.9000015258789,64.0400009155273,64.879997253418,43786,64.879997253418,2025-04-14
64.9300003051758,65.3899993896484,64.2300033569336,64.6699981689453,40096,64.6699981689453,2025-04-15
64.8600006103516,66.3099975585938,63.7999992370605,65.8499984741211,50308,65.8499984741211,2025-04-16
66.0100021362305,68.129997253418,65.9499969482422,67.9599990844727,39781,67.9599990844727,2025-04-17
67.7799987792969,67.7799987792969,65.6800003051758,66.2600021362305,38512,66.2600021362305,2025-04-21
66.5999984741211,68.0400009155273,66.5500030517578,67.4400024414062,46152,67.4400024414062,2025-04-22
67.7600021362305,68.6399993896484,65.2900009155273,66.120002746582,58914,66.120002746582,2025-04-23
66.2200012207031,67.0299987792969,65.8099975585938,66.5500030517578,36169,66.5500030517578,2025-04-24
66.5699996948242,67.1800003051758,65.5599975585938,66.870002746582,30729,66.870002746582,2025-04-25
67.2099990844727,67.5299987792969,65.25,65.8600006103516,21525,65.8600006103516,2025-04-28
65.75,65.8099975585938,63.8899993896484,64.25,17528,64.25,2025-04-29
63.5499992370605,63.75,63,63.1199989318848,79025,63.1199989318848,2025-04-30
61.1399993896484,62.3600006103516,59.310001373291,62.1300010681152,66984,62.1300010681152,2025-05-01
61.8800010681152,62.7200012207031,60.7000007629395,61.2900009155273,58444,61.2900009155273,2025-05-02
59.5099983215332,60.7700004577637,58.4099998474121,60.2299995422363,49504,60.2299995422363,2025-05-05
60.2799987792969,62.7999992370605,60.189998626709,62.1500015258789,63444,62.1500015258789,2025-05-06
62.0699996948242,63.2099990844727,60.8499984741211,61.1199989318848,60579,61.1199989318848,2025-05-07
60.9300003051758,63.2099990844727,60.7799987792969,62.8400001525879,56931,62.8400001525879,2025-05-08
63.25,64.2699966430664,62.8499984741211,63.9099998474121,51994,63.9099998474121,2025-05-09
64.2300033569336,66.379997253418,63.8899993896484,64.9599990844727,62946,64.9599990844727,2025-05-12
64.9199981689453,66.8000030517578,64.6500015258789,66.629997253418,55567,66.629997253418,2025-05-13
66.5199966430664,66.5899963378906,65.6800003051758,66.0899963378906,49980,66.0899963378906,2025-05-14
65.7600021362305,65.8399963378906,63.439998626709,64.5299987792969,70642,64.5299987792969,2025-05-15
64.629997253418,65.5400009155273,64.1699981689453,65.4100036621094,38629,65.4100036621094,2025-05-16
65.3099975585938,66.0100021362305,64.4300003051758,65.5400009155273,43539,65.5400009155273,2025-05-19
65.5699996948242,66,64.8499984741211,65.379997253418,42663,65.379997253418,2025-05-20
65.6100006103516,67.4899978637695,64.6100006103516,64.9100036621094,58658,64.9100036621094,2025-05-21
64.6399993896484,65.0199966430664,63.5299987792969,64.4400024414062,45811,64.4400024414062,2025-05-22
64.0199966430664,65.0400009155273,63.310001373291,64.7799987792969,29810,64.7799987792969,2025-05-23
NA,NA,NA,NA,NA,NA,2025-05-26
65.0199966430664,65.4100036621094,63.4700012207031,64.0899963378906,34117,64.0899963378906,2025-05-27
64.3199996948242,65.6100006103516,64.0299987792969,64.9000015258789,17817,64.9000015258789,2025-05-28
65.3000030517578,66.129997253418,63.7799987792969,64.1500015258789,10456,64.1500015258789,2025-05-29
63.8199996948242,64.5199966430664,63.7000007629395,63.9000015258789,63546,63.9000015258789,2025-05-30
63.0400009155273,65.7099990844727,62.9700012207031,64.629997253418,57349,64.629997253418,2025-06-02
65.0299987792969,65.9400024414062,64.5199966430664,65.629997253418,43536,65.629997253418,2025-06-03
65.6100006103516,65.9599990844727,64.2799987792969,64.8600006103516,56182,64.8600006103516,2025-06-04
64.9100036621094,65.8600006103516,64.629997253418,65.3399963378906,38658,65.3399963378906,2025-06-05
65.1999969482422,66.6699981689453,64.8199996948242,66.4700012207031,39490,66.4700012207031,2025-06-06
66.5999984741211,67.129997253418,66.0800018310547,67.0400009155273,35213,67.0400009155273,2025-06-09
67.1100006103516,68,66.4800033569336,66.870002746582,40266,66.870002746582,2025-06-10
66.5699996948242,69.9599990844727,66.4700012207031,69.7699966430664,58118,69.7699966430664,2025-06-11
70.3600006103516,70.6100006103516,68.370002746582,69.3600006103516,60336,69.3600006103516,2025-06-12
70.2699966430664,78.5299987792969,69.9199981689453,74.2300033569336,175031,74.2300033569336,2025-06-13
76.8099975585938,78.4800033569336,70.6399993896484,73.2300033569336,100509,73.2300033569336,2025-06-16
72.8099975585938,77.0800018310547,72.5299987792969,76.4499969482422,88748,76.4499969482422,2025-06-17
77.1900024414062,77.4300003051758,74.4400024414062,76.6999969482422,0,76.6999969482422,2025-06-18
NA,NA,NA,NA,NA,NA,2025-06-19
76.120002746582,79.0199966430664,75.5299987792969,77.0100021362305,98821,77.0100021362305,2025-06-20
80.0100021362305,81.4000015258789,69.5400009155273,71.4800033569336,100475,71.4800033569336,2025-06-23
70.5999984741211,70.7300033569336,66.8099975585938,67.1399993896484,62358,67.1399993896484,2025-06-24
67.9199981689453,68.7600021362305,67.3199996948242,67.6800003051758,23618,67.6800003051758,2025-06-25
67.75,69.0400009155273,67.3899993896484,67.7300033569336,13057,67.7300033569336,2025-06-26
67.9599990844727,68.4100036621094,67.2099990844727,67.7699966430664,8218,67.7699966430664,2025-06-27
67.1699981689453,68.120002746582,67.1100006103516,67.6100006103516,32957,67.6100006103516,2025-06-30
66.5899963378906,67.4800033569336,66.3399963378906,67.1100006103516,29256,67.1100006103516,2025-07-01
67.2099990844727,69.1999969482422,66.9400024414062,69.1100006103516,50268,69.1100006103516,2025-07-02
69.0199966430664,69.129997253418,68.3099975585938,68.8000030517578,0,68.8000030517578,2025-07-03
68.8099975585938,68.9100036621094,67.75,68.2900009155273,0,68.2900009155273,2025-07-04
67.6100006103516,69.9300003051758,67.3600006103516,69.5800018310547,59456,69.5800018310547,2025-07-07
69.5400009155273,70.6600036621094,69.0500030517578,70.1500015258789,34109,70.1500015258789,2025-07-08
69.9000015258789,70.6999969482422,69.6100006103516,70.1900024414062,42186,70.1900024414062,2025-07-09
70.1900024414062,70.4899978637695,68.5299987792969,68.6399993896484,52295,68.6399993896484,2025-07-10
68.9899978637695,70.6900024414062,68.5599975585938,70.3600006103516,40262,70.3600006103516,2025-07-11
70.5299987792969,71.5100021362305,69.0199966430664,69.2099990844727,62179,69.2099990844727,2025-07-14
69.0999984741211,69.4000015258789,68.5599975585938,68.7099990844727,51233,68.7099990844727,2025-07-15
68.9000015258789,69.0699996948242,67.7099990844727,68.5199966430664,55511,68.5199966430664,2025-07-16
68.6900024414062,69.620002746582,68.2900009155273,69.5199966430664,50817,69.5199966430664,2025-07-17
69.5599975585938,70.7799987792969,69.1399993896484,69.2799987792969,52366,69.2799987792969,2025-07-18
69.2200012207031,69.620002746582,68.4199981689453,69.2099990844727,41204,69.2099990844727,2025-07-21
69.0299987792969,69.0999984741211,68.1100006103516,68.5899963378906,50140,68.5899963378906,2025-07-22
68.7200012207031,69.0800018310547,68,68.5100021362305,37734,68.5100021362305,2025-07-23
68.7200012207031,69.5299987792969,68.5,69.1800003051758,39597,69.1800003051758,2025-07-24
69.2600021362305,69.8899993896484,68.3000030517578,68.4400024414062,27384,68.4400024414062,2025-07-25
68.4700012207031,70.4499969482422,68.3899993896484,70.0400009155273,31485,70.0400009155273,2025-07-28
70.3899993896484,73.0699996948242,69.8899993896484,72.5100021362305,24345,72.5100021362305,2025-07-29
72.6800003051758,73.629997253418,71.75,73.2399978637695,15242,73.2399978637695,2025-07-30
73.4000015258789,73.4899978637695,72.4199981689453,72.5299987792969,56020,72.5299987792969,2025-07-31
71.7699966430664,71.9899978637695,69.4100036621094,69.6699981689453,68855,69.6699981689453,2025-08-01
69,69.9800033569336,67.9899978637695,68.7600021362305,41788,68.7600021362305,2025-08-04
68.75,68.8499984741211,67.5299987792969,67.6399993896484,47388,67.6399993896484,2025-08-05
67.7600021362305,69.1900024414062,66.2200012207031,66.8899993896484,62159,66.8899993896484,2025-08-06
66.879997253418,67.6399993896484,66.2699966430664,66.4300003051758,44063,66.4300003051758,2025-08-07
66.379997253418,67.1900024414062,65.5,66.5899963378906,52157,66.5899963378906,2025-08-08
66.2300033569336,67.1100006103516,65.8300018310547,66.629997253418,31132,66.629997253418,2025-08-11
66.7200012207031,67.0400009155273,65.9700012207031,66.120002746582,33110,66.120002746582,2025-08-12
66.0500030517578,66.3300018310547,65,65.629997253418,40497,65.629997253418,2025-08-13
65.7699966430664,66.9800033569336,65.5699996948242,66.8399963378906,34810,66.8399963378906,2025-08-14
66.8000030517578,67.0800018310547,65.7300033569336,65.8499984741211,35864,65.8499984741211,2025-08-15
65.9499969482422,66.8099975585938,65.3099975585938,66.5999984741211,35004,66.5999984741211,2025-08-18
66.5599975585938,66.5800018310547,65.5999984741211,65.7900009155273,32562,65.7900009155273,2025-08-19
65.9300003051758,67.0500030517578,65.8199996948242,66.8399963378906,39505,66.8399963378906,2025-08-20
66.9499969482422,67.7799987792969,66.7399978637695,67.6699981689453,29950,67.6699981689453,2025-08-21
67.620002746582,68.0199966430664,67.4199981689453,67.7300033569336,27481,67.7300033569336,2025-08-22
67.8399963378906,69.0599975585938,67.5800018310547,68.8000030517578,19094,68.8000030517578,2025-08-25
68.7300033569336,68.7300033569336,67.1100006103516,67.2200012207031,21046,67.2200012207031,2025-08-26
67.2399978637695,68.0999984741211,66.9199981689453,68.0500030517578,16597,68.0500030517578,2025-08-27
67.7099990844727,68.6600036621094,67.4000015258789,68.620002746582,8829,68.620002746582,2025-08-28
68.2600021362305,68.3600006103516,68.0299987792969,68.120002746582,0,68.120002746582,2025-08-29
67.4300003051758,69.5100021362305,67.0899963378906,69.1399993896484,55307,69.1399993896484,2025-09-02
69.0599975585938,69.2300033569336,67.379997253418,67.5999984741211,45108,67.5999984741211,2025-09-03
67.4400024414062,67.4899978637695,66.3199996948242,66.9899978637695,42152,66.9899978637695,2025-09-04
66.8399963378906,67.0500030517578,65.0800018310547,65.5,38287,65.5,2025-09-05
65.8099975585938,67.0299987792969,65.5199966430664,66.0199966430664,29078,66.0199966430664,2025-09-08
66.1699981689453,67.3899993896484,66.1399993896484,66.3899993896484,38860,66.3899993896484,2025-09-09
66.4400024414062,67.7699966430664,66.4400024414062,67.4899978637695,38789,67.4899978637695,2025-09-10
67.5800018310547,67.6100006103516,66.1600036621094,66.370002746582,34565,66.370002746582,2025-09-11
66.3099975585938,68.1500015258789,65.7200012207031,66.9899978637695,50762,66.9899978637695,2025-09-12
67.2200012207031,67.8399963378906,66.7900009155273,67.4400024414062,26320,67.4400024414062,2025-09-15
67.4899978637695,68.6900024414062,67,68.4700012207031,34128,68.4700012207031,2025-09-16
68.4100036621094,68.5899963378906,67.620002746582,67.9499969482422,30515,67.9499969482422,2025-09-17
67.8899993896484,68.4100036621094,67.1900024414062,67.4400024414062,29610,67.4400024414062,2025-09-18
67.4599990844727,67.5599975585938,66.4300003051758,66.6800003051758,24400,66.6800003051758,2025-09-19
66.6699981689453,67.3000030517578,65.9400024414062,66.5699996948242,23634,66.5699996948242,2025-09-22
66.5899963378906,68.0800018310547,66.120002746582,67.629997253418,27893,67.629997253418,2025-09-23
67.8600006103516,69.3600006103516,67.5199966430664,69.3099975585938,28459,69.3099975585938,2025-09-24
69.0899963378906,69.6699981689453,68.4400024414062,69.4199981689453,21388,69.4199981689453,2025-09-25
69.6999969482422,70.7699966430664,69.1100006103516,70.129997253418,11917,70.129997253418,2025-09-26
69.4700012207031,69.9300003051758,67.5500030517578,67.9700012207031,8229,67.9700012207031,2025-09-29
67.5899963378906,67.5899963378906,66.9100036621094,67.0199966430664,46335,67.0199966430664,2025-09-30
66.0899963378906,66.5699996948242,65.0400009155273,65.3499984741211,44601,65.3499984741211,2025-10-01
65.4000015258789,66.120002746582,64,64.1100006103516,52074,64.1100006103516,2025-10-02
64.3000030517578,65,64.2099990844727,64.5299987792969,38970,64.5299987792969,2025-10-03
64.8199996948242,65.7699966430664,64.7600021362305,65.4700012207031,38055,65.4700012207031,2025-10-06
65.5400009155273,65.8300018310547,64.5199966430664,65.4499969482422,36191,65.4499969482422,2025-10-07
65.8099975585938,66.5299987792969,65.7799987792969,66.25,38630,66.25,2025-10-08
66.0899963378906,66.5599975585938,64.9599990844727,65.2200012207031,40845,65.2200012207031,2025-10-09
65.1699981689453,65.3499984741211,62.1300010681152,62.7299995422363,40845,62.7299995422363,2025-10-10
