"D.MI.Open","D.MI.High","D.MI.Low","D.MI.Close","D.MI.Volume","D.MI.Adjusted","Date"
5.40000009536743,5.40999984741211,5.32000017166138,5.32999992370605,11000,4.49376821517944,2022-01-28
5.34999990463257,5.42000007629395,5.28000020980835,5.40000009536743,43500,4.55278635025024,2022-01-31
5.40000009536743,5.44000005722046,5.34000015258789,5.34000015258789,15500,4.50219917297363,2022-02-01
5.3600001335144,5.40000009536743,5.21999979019165,5.21999979019165,54500,4.40102624893188,2022-02-02
5.19999980926514,5.28999996185303,5.19999980926514,5.26000022888184,36000,4.4347505569458,2022-02-03
5.28000020980835,5.30000019073486,5.21999979019165,5.21999979019165,11500,4.40102624893188,2022-02-04
5.19000005722046,5.19000005722046,5.07000017166138,5.1399998664856,16000,4.33357715606689,2022-02-07
5.19000005722046,5.21999979019165,5.05999994277954,5.17000007629395,24000,4.35887098312378,2022-02-08
5.19999980926514,5.21999979019165,5.1100001335144,5.19999980926514,19000,4.38416433334351,2022-02-09
5.26000022888184,5.26000022888184,5.1100001335144,5.17999982833862,14000,4.36730194091797,2022-02-10
5.09999990463257,5.17999982833862,5.01999998092651,5.17999982833862,39500,4.36730194091797,2022-02-11
5.09000015258789,5.09000015258789,4.92999982833862,4.98999977111816,32000,4.20711135864258,2022-02-14
5,5.15000009536743,5,5.05000019073486,21500,4.25769805908203,2022-02-15
5.05000019073486,5.07000017166138,5,5.05000019073486,21500,4.25769805908203,2022-02-16
5.03999996185303,5.03999996185303,4.98000001907349,4.98000001907349,10500,4.19868040084839,2022-02-17
4.96999979019165,5,4.94999980926514,4.96500015258789,13500,4.18603372573853,2022-02-18
4.99499988555908,5.05999994277954,4.9850001335144,5,25500,4.21554231643677,2022-02-21
4.92999982833862,4.98000001907349,4.92000007629395,4.94000005722046,25000,4.16495609283447,2022-02-22
4.94000005722046,4.96000003814697,4.93499994277954,4.93499994277954,3000,4.16073989868164,2022-02-23
4.89499998092651,4.89499998092651,4.58500003814697,4.875,82500,4.1101541519165,2022-02-24
4.8899998664856,5.09999990463257,4.8899998664856,5.07999992370605,30500,4.2829909324646,2022-02-25
4.98999977111816,4.98999977111816,4.90000009536743,4.96500015258789,17000,4.18603372573853,2022-02-28
4.96000003814697,4.96000003814697,4.7649998664856,4.78000020980835,9000,4.03005838394165,2022-03-01
4.75,4.80499982833862,4.75,4.80000019073486,2500,4.04692125320435,2022-03-02
4.80000019073486,4.80000019073486,4.55499982833862,4.55499982833862,20000,3.84035921096802,2022-03-03
4.4850001335144,4.4850001335144,4.13000011444092,4.24499988555908,36500,3.57899522781372,2022-03-04
4,4.09499979019165,3.65000009536743,3.96000003814697,44000,3.33870959281921,2022-03-07
4.09999990463257,4.27500009536743,4.06500005722046,4.15000009536743,7500,3.49890041351318,2022-03-08
4.26999998092651,4.42000007629395,4.24499988555908,4.30000019073486,18000,3.62536692619324,2022-03-09
4.21500015258789,4.21500015258789,4.09499979019165,4.16499996185303,8000,3.51154708862305,2022-03-10
4.21999979019165,4.44999980926514,4.21999979019165,4.43499994277954,13000,3.73918628692627,2022-03-11
4.51999998092651,4.57999992370605,4.4850001335144,4.48999977111816,8000,3.78555679321289,2022-03-14
4.42999982833862,4.42999982833862,4.25,4.28999996185303,18500,3.61693572998047,2022-03-15
4.34999990463257,4.42000007629395,4.34999990463257,4.375,8000,3.68859958648682,2022-03-16
4.375,4.375,4.375,4.375,500,3.68859958648682,2022-03-17
4.375,4.375,4.17000007629395,4.34000015258789,10000,3.65909123420715,2022-03-18
4.3600001335144,4.44000005722046,4.35500001907349,4.44000005722046,5500,3.74340224266052,2022-03-21
4.46999979019165,4.53499984741211,4.46999979019165,4.53499984741211,3500,3.82349705696106,2022-03-22
4.5,4.66499996185303,4.5,4.55000019073486,3500,3.83614349365234,2022-03-23
4.65999984741211,4.92000007629395,4.56500005722046,4.92000007629395,28000,4.14809370040894,2022-03-24
4.96500015258789,5.05999994277954,4.96000003814697,5.03000020980835,16500,4.24083614349365,2022-03-25
5.07999992370605,5.3600001335144,5.07000017166138,5.11999988555908,49500,4.31671571731567,2022-03-28
5.11999988555908,5.21999979019165,5.03000020980835,5.13000011444092,13000,4.32514619827271,2022-03-29
5.09999990463257,5.19000005722046,5.09999990463257,5.17999982833862,3000,4.36730194091797,2022-03-30
5.11999988555908,5.11999988555908,5.03000020980835,5.05999994277954,13500,4.26612901687622,2022-03-31
5.05000019073486,5.05000019073486,5.03999996185303,5.05000019073486,1500,4.25769805908203,2022-04-01
5.05000019073486,5.05000019073486,5,5.01999998092651,6500,4.23240518569946,2022-04-04
5.09000015258789,5.09000015258789,5,5,3500,4.21554231643677,2022-04-05
5.05000019073486,5.05000019073486,4.86999988555908,4.94500017166138,11000,4.16917133331299,2022-04-06
4.96500015258789,4.96500015258789,4.88500022888184,4.90999984741211,3500,4.13966274261475,2022-04-07
4.96999979019165,5,4.96999979019165,4.98000001907349,2000,4.19868040084839,2022-04-08
4.90999984741211,4.92999982833862,4.90999984741211,4.92000007629395,2000,4.14809370040894,2022-04-11
4.90999984741211,4.96000003814697,4.84999990463257,4.90000009536743,2500,4.13123226165771,2022-04-12
4.90000009536743,4.92999982833862,4.90000009536743,4.92999982833862,1500,4.15652465820312,2022-04-13
4.92999982833862,4.98000001907349,4.92999982833862,4.98000001907349,1500,4.19868040084839,2022-04-14
4.92500019073486,4.98999977111816,4.92500019073486,4.93499994277954,3500,4.16073989868164,2022-04-19
4.92999982833862,4.98999977111816,4.92999982833862,4.98999977111816,3500,4.20711135864258,2022-04-20
4.99499988555908,5.05000019073486,4.94999980926514,5,9500,4.21554231643677,2022-04-21
4.94999980926514,4.94999980926514,4.89499998092651,4.89499998092651,2500,4.12701606750488,2022-04-22
4.92999982833862,4.93499994277954,4.92999982833862,4.93499994277954,1000,4.16073989868164,2022-04-25
4.92999982833862,4.93499994277954,4.92999982833862,4.92999982833862,6000,4.15652465820312,2022-04-26
4.92500019073486,4.92500019073486,4.65000009536743,4.79500007629395,36500,4.04270505905151,2022-04-27
4.8600001335144,4.90999984741211,4.80999994277954,4.8600001335144,6500,4.09750699996948,2022-04-28
4.90999984741211,4.90999984741211,4.90999984741211,4.90999984741211,500,4.13966274261475,2022-04-29
4.85500001907349,4.92500019073486,4.84999990463257,4.92000007629395,10000,4.14809370040894,2022-05-02
4.92500019073486,4.92500019073486,4.84999990463257,4.89499998092651,6500,4.12701606750488,2022-05-03
4.8899998664856,4.92000007629395,4.81500005722046,4.90000009536743,11500,4.13123226165771,2022-05-04
4.90000009536743,4.90000009536743,4.8600001335144,4.90000009536743,6500,4.13123226165771,2022-05-05
4.89499998092651,4.89499998092651,4.84999990463257,4.86999988555908,7500,4.10593843460083,2022-05-06
4.86999988555908,4.86999988555908,4.86999988555908,4.86999988555908,0,4.2364239692688,2022-05-09
4.77500009536743,4.77500009536743,4.75500011444092,4.75500011444092,2000,4.13638496398926,2022-05-10
4.73000001907349,4.83500003814697,4.72499990463257,4.83500003814697,5000,4.20597743988037,2022-05-11
4.7350001335144,4.7350001335144,4.73000001907349,4.73000001907349,1000,4.11463785171509,2022-05-12
4.875,4.875,4.7350001335144,4.875,2500,4.24077320098877,2022-05-13
4.88500022888184,4.89499998092651,4.71999979019165,4.89499998092651,6000,4.25817108154297,2022-05-16
4.92500019073486,4.92500019073486,4.82000017166138,4.89499998092651,6500,4.25817108154297,2022-05-17
4.85500001907349,4.86999988555908,4.84999990463257,4.86999988555908,2000,4.2364239692688,2022-05-18
4.84999990463257,4.88500022888184,4.71999979019165,4.85500001907349,17500,4.22337532043457,2022-05-19
4.91499996185303,4.91499996185303,4.76000022888184,4.76999998092651,10000,4.14943361282349,2022-05-20
4.80999994277954,4.80999994277954,4.76000022888184,4.76999998092651,3500,4.14943361282349,2022-05-23
4.75500011444092,4.8899998664856,4.71999979019165,4.86999988555908,21000,4.2364239692688,2022-05-24
4.88000011444092,4.92999982833862,4.82000017166138,4.92999982833862,10500,4.28861713409424,2022-05-25
4.92999982833862,5.11999988555908,4.92999982833862,5.07999992370605,17000,4.41910314559937,2022-05-26
4.98000001907349,5.19999980926514,4.98000001907349,5.15000009536743,26500,4.47999620437622,2022-05-27
5.11999988555908,5.17999982833862,5.09000015258789,5.09000015258789,4000,4.42780256271362,2022-05-30
5.13000011444092,5.26000022888184,5.11999988555908,5.23999977111816,17000,4.55828714370728,2022-05-31
5.15999984741211,5.23999977111816,5.15000009536743,5.19999980926514,12000,4.52349138259888,2022-06-01
5.19999980926514,5.25,5.15000009536743,5.25,6000,4.56698656082153,2022-06-02
5.17000007629395,5.26000022888184,5.15000009536743,5.26000022888184,28000,4.57568597793579,2022-06-03
5.21999979019165,5.21999979019165,5.17999982833862,5.19999980926514,7000,4.52349138259888,2022-06-06
5.11999988555908,5.11999988555908,5.07000017166138,5.09999990463257,11000,4.43650102615356,2022-06-07
5.03999996185303,5.15000009536743,5,5.15000009536743,326000,4.47999620437622,2022-06-08
5.13000011444092,5.13000011444092,5.03999996185303,5.03999996185303,3500,4.38430738449097,2022-06-09
5.01999998092651,5.01999998092651,4.90500020980835,4.92500019073486,4500,4.28426885604858,2022-06-10
4.90000009536743,4.94500017166138,4.79500007629395,4.79500007629395,8500,4.17118120193481,2022-06-13
4.79500007629395,4.79500007629395,4.79500007629395,4.79500007629395,1000,4.17118120193481,2022-06-14
4.82000017166138,4.86499977111816,4.81500005722046,4.82000017166138,5000,4.19292879104614,2022-06-15
4.82499980926514,4.82499980926514,4.75,4.75,4500,4.13203573226929,2022-06-16
4.71999979019165,4.72499990463257,4.71999979019165,4.72499990463257,1500,4.11028814315796,2022-06-17
4.71000003814697,4.71000003814697,4.61999988555908,4.61999988555908,9000,4.01894807815552,2022-06-20
4.59999990463257,4.59999990463257,4.5,4.52500009536743,9000,3.93630743026733,2022-06-21
4.5,4.5,4.5,4.5,1500,3.91455960273743,2022-06-22
4.46500015258789,4.4850001335144,4.38000011444092,4.4850001335144,4500,3.90151166915894,2022-06-23
4.48000001907349,4.48000001907349,4.42999982833862,4.48000001907349,1500,3.89716196060181,2022-06-24
4.42000007629395,4.48999977111816,4.42000007629395,4.44000005722046,3000,3.86236596107483,2022-06-27
4.4850001335144,4.6399998664856,4.47499990463257,4.6399998664856,5000,4.03634595870972,2022-06-28
4.51999998092651,4.59999990463257,4.51999998092651,4.59999990463257,5000,4.00155019760132,2022-06-29
4.61499977111816,4.61499977111816,4.55000019073486,4.55000019073486,1500,3.95805501937866,2022-06-30
4.58500003814697,4.58500003814697,4.55999994277954,4.55999994277954,3000,3.96675395965576,2022-07-01
4.63000011444092,4.63000011444092,4.42500019073486,4.42500019073486,10500,3.8493173122406,2022-07-04
4.3600001335144,4.3600001335144,4.3600001335144,4.3600001335144,500,3.79277348518372,2022-07-05
4.35500001907349,4.35500001907349,4.34499979019165,4.34499979019165,1500,3.77972507476807,2022-07-06
4.375,4.375,4.375,4.375,500,3.80582189559937,2022-07-07
4.34000015258789,4.44000005722046,4.32999992370605,4.44000005722046,2000,3.86236596107483,2022-07-08
4.30000019073486,4.46000003814697,4.29500007629395,4.46000003814697,5500,3.87976360321045,2022-07-11
4.46000003814697,4.46000003814697,4.46000003814697,4.46000003814697,500,3.87976360321045,2022-07-12
4.39499998092651,4.39499998092651,4.38000011444092,4.38000011444092,1500,3.81017184257507,2022-07-13
4.33500003814697,4.33500003814697,4.18499994277954,4.21500015258789,4500,3.66663813591003,2022-07-14
4.21999979019165,4.21999979019165,4.21999979019165,4.21999979019165,500,3.67098736763,2022-07-15
4.21999979019165,4.21999979019165,4.21999979019165,4.21999979019165,0,3.67098736763,2022-07-18
4.14499998092651,4.42000007629395,4.11999988555908,4.34499979019165,16500,3.77972507476807,2022-07-19
4.42500019073486,4.42500019073486,4.42500019073486,4.42500019073486,500,3.8493173122406,2022-07-20
4.36999988555908,4.44500017166138,4.36999988555908,4.44000005722046,2000,3.86236596107483,2022-07-21
4.44500017166138,4.44500017166138,4.44500017166138,4.44500017166138,500,3.86671543121338,2022-07-22
4.44500017166138,4.44500017166138,4.44500017166138,4.44500017166138,0,3.86671543121338,2022-07-25
4.38000011444092,4.40000009536743,4.32000017166138,4.40000009536743,5500,3.82756972312927,2022-07-26
4.40000009536743,4.40000009536743,4.40000009536743,4.40000009536743,0,3.82756972312927,2022-07-27
4.40000009536743,4.40000009536743,4.38500022888184,4.38500022888184,4000,3.81452131271362,2022-07-28
4.44999980926514,4.48999977111816,4.44999980926514,4.44999980926514,2500,3.87106490135193,2022-07-29
4.5,4.5,4.28000020980835,4.375,9500,3.80582189559937,2022-08-01
4.41499996185303,4.41499996185303,4.41499996185303,4.41499996185303,500,3.84061861038208,2022-08-02
4.41499996185303,4.41499996185303,4.41499996185303,4.41499996185303,0,3.84061861038208,2022-08-03
4.33500003814697,4.38500022888184,4.33500003814697,4.33500003814697,6500,3.77102613449097,2022-08-04
4.33500003814697,4.33500003814697,4.32999992370605,4.32999992370605,1000,3.76667642593384,2022-08-05
4.28999996185303,4.28999996185303,4.26000022888184,4.28000020980835,3000,3.72318148612976,2022-08-08
4.32000017166138,4.375,4.30999994277954,4.31500005722046,5000,3.75362777709961,2022-08-09
4.26000022888184,4.31500005722046,4.23000001907349,4.23000001907349,5500,3.67968654632568,2022-08-10
4.23999977111816,4.23999977111816,4.23999977111816,4.23999977111816,500,3.6883852481842,2022-08-11
4.2649998664856,4.31500005722046,4.26000022888184,4.31500005722046,1500,3.75362777709961,2022-08-12
4.28000020980835,4.28000020980835,4.28000020980835,4.28000020980835,500,3.72318148612976,2022-08-16
4.26000022888184,4.34999990463257,4.2350001335144,4.34999990463257,4500,3.78407454490662,2022-08-17
4.34000015258789,4.34000015258789,4.34000015258789,4.34000015258789,500,3.77537560462952,2022-08-18
4.30000019073486,4.44500017166138,4.26000022888184,4.30000019073486,10500,3.74057984352112,2022-08-19
4.25,4.25,4.2350001335144,4.2350001335144,1000,3.68403601646423,2022-08-22
4.2350001335144,4.2350001335144,4.2350001335144,4.2350001335144,0,3.68403601646423,2022-08-23
4.15000009536743,4.15999984741211,4.1399998664856,4.15999984741211,1500,3.61879277229309,2022-08-24
4.21500015258789,4.21999979019165,4.19999980926514,4.19999980926514,1500,3.65358901023865,2022-08-25
4.25,4.25,4.1399998664856,4.1399998664856,1500,3.60139489173889,2022-08-26
4.1399998664856,4.1399998664856,4.1399998664856,4.1399998664856,0,3.60139489173889,2022-08-29
4.1100001335144,4.15000009536743,4.1100001335144,4.15000009536743,2500,3.61009430885315,2022-08-30
4.11999988555908,4.11999988555908,4.11999988555908,4.11999988555908,500,3.58399677276611,2022-08-31
4.07999992370605,4.07999992370605,4.01999998092651,4.01999998092651,2500,3.49700713157654,2022-09-01
4.01999998092651,4.05000019073486,4,4.05000019073486,3500,3.52310395240784,2022-09-02
3.95000004768372,4,3.95000004768372,4,2000,3.47960901260376,2022-09-05
3.94000005722046,3.96499991416931,3.94000005722046,3.95000004768372,2500,3.4361138343811,2022-09-06
3.95000004768372,3.95000004768372,3.95000004768372,3.95000004768372,0,3.4361138343811,2022-09-07
3.91499996185303,3.91499996185303,3.73499989509583,3.79999995231628,21500,3.30562829971313,2022-09-08
3.79999995231628,3.90000009536743,3.75999999046326,3.90000009536743,13000,3.39261865615845,2022-09-09
3.90000009536743,3.90000009536743,3.83999991416931,3.83999991416931,1000,3.34042453765869,2022-09-12
3.93499994277954,3.93499994277954,3.86500000953674,3.86999988555908,1500,3.36652135848999,2022-09-13
3.90000009536743,3.90000009536743,3.85999989509583,3.85999989509583,1000,3.35782241821289,2022-09-14
3.92499995231628,3.96000003814697,3.88000011444092,3.88000011444092,4500,3.37522077560425,2022-09-15
3.85999989509583,3.85999989509583,3.79999995231628,3.79999995231628,4000,3.30562829971313,2022-09-16
3.79999995231628,3.79999995231628,3.74499988555908,3.74499988555908,2500,3.25778365135193,2022-09-19
3.78500008583069,3.78999996185303,3.78500008583069,3.78999996185303,1000,3.29692912101746,2022-09-20
3.75500011444092,3.875,3.70499992370605,3.77500009536743,49500,3.28388094902039,2022-09-21
3.80999994277954,3.91000008583069,3.70000004768372,3.75,92500,3.26213312149048,2022-09-22
3.75500011444092,3.76999998092651,3.73000001907349,3.76999998092651,9000,3.27953124046326,2022-09-23
3.78999996185303,3.78999996185303,3.63000011444092,3.72000002861023,8500,3.23603630065918,2022-09-26
3.6800000667572,3.86999988555908,3.6800000667572,3.86999988555908,19000,3.36652135848999,2022-09-27
3.86500000953674,3.91499996185303,3.70000004768372,3.76999998092651,107500,3.27953124046326,2022-09-28
3.71499991416931,3.71499991416931,3.625,3.63000011444092,5000,3.15774536132812,2022-09-29
3.59999990463257,3.61999988555908,3.57999992370605,3.60999989509583,5500,3.14034700393677,2022-09-30
3.5699999332428,3.64499998092651,3.5699999332428,3.64499998092651,3000,3.1707935333252,2022-10-03
3.64000010490417,3.70000004768372,3.63000011444092,3.64000010490417,5000,3.16644406318665,2022-10-04
3.64000010490417,3.64000010490417,3.64000010490417,3.64000010490417,0,3.16644406318665,2022-10-05
3.6949999332428,3.6949999332428,3.6949999332428,3.6949999332428,500,3.21428871154785,2022-10-06
3.6949999332428,3.70000004768372,3.68499994277954,3.68499994277954,2000,3.20558953285217,2022-10-07
3.625,3.6949999332428,3.625,3.6949999332428,1000,3.21428871154785,2022-10-10
3.625,3.625,3.5699999332428,3.5699999332428,5500,3.10555076599121,2022-10-11
3.5699999332428,3.5699999332428,3.40499997138977,3.48000001907349,22000,3.02725982666016,2022-10-12
3.40000009536743,3.40000009536743,3.39000010490417,3.39000010490417,3000,2.94896864891052,2022-10-13
3.4300000667572,3.4300000667572,3.39000010490417,3.39000010490417,2000,2.94896864891052,2022-10-14
3.39000010490417,3.39000010490417,3.36999988555908,3.36999988555908,2000,2.93157052993774,2022-10-17
3.40000009536743,3.40000009536743,3.39000010490417,3.39000010490417,5500,2.94896864891052,2022-10-18
3.42499995231628,3.42499995231628,3.41499996185303,3.41499996185303,1500,2.97071623802185,2022-10-19
3.44000005722046,3.4449999332428,3.40000009536743,3.40000009536743,10000,2.95766735076904,2022-10-20
3.40000009536743,3.45499992370605,3.39000010490417,3.45499992370605,9000,3.00551223754883,2022-10-21
3.45499992370605,3.65499997138977,3.38499999046326,3.65499997138977,5500,3.17949247360229,2022-10-24
3.70000004768372,3.71000003814697,3.63000011444092,3.71000003814697,7500,3.2273371219635,2022-10-25
3.59999990463257,3.67499995231628,3.59999990463257,3.67499995231628,3000,3.19689059257507,2022-10-26
3.60500001907349,3.70000004768372,3.60500001907349,3.70000004768372,6000,3.2186381816864,2022-10-27
3.70000004768372,3.70000004768372,3.70000004768372,3.70000004768372,0,3.2186381816864,2022-10-28
3.71000003814697,3.71000003814697,3.71000003814697,3.71000003814697,1500,3.2273371219635,2022-10-31
3.65000009536743,3.65000009536743,3.42000007629395,3.53999996185303,41000,3.07945370674133,2022-11-01
3.50500011444092,3.57999992370605,3.50500011444092,3.52999997138977,8000,3.07075476646423,2022-11-02
3.52999997138977,3.53500008583069,3.52999997138977,3.53500008583069,1000,3.07510423660278,2022-11-03
3.57999992370605,3.58999991416931,3.52999997138977,3.53999996185303,7500,3.07945370674133,2022-11-04
3.61999988555908,3.64000010490417,3.61500000953674,3.63000011444092,4500,3.15774536132812,2022-11-07
3.64000010490417,3.64000010490417,3.61999988555908,3.63000011444092,2500,3.15774536132812,2022-11-08
3.60999989509583,3.63000011444092,3.59999990463257,3.63000011444092,3000,3.15774536132812,2022-11-09
3.57500004768372,3.6800000667572,3.56500005722046,3.6800000667572,5000,3.20124006271362,2022-11-10
3.64000010490417,3.65000009536743,3.63000011444092,3.65000009536743,1500,3.17514324188232,2022-11-11
3.63000011444092,3.63000011444092,3.60999989509583,3.61500000953674,3000,3.14469623565674,2022-11-14
3.67000007629395,3.67000007629395,3.61999988555908,3.66000008583069,1500,3.18384218215942,2022-11-15
3.64000010490417,3.64000010490417,3.59500002861023,3.60500001907349,4000,3.13599753379822,2022-11-16
3.66000008583069,3.66000008583069,3.66000008583069,3.66000008583069,500,3.18384218215942,2022-11-17
3.59500002861023,3.625,3.59500002861023,3.625,1500,3.153395652771,2022-11-18
3.625,3.625,3.625,3.625,0,3.153395652771,2022-11-21
3.64000010490417,3.64000010490417,3.60999989509583,3.61999988555908,2500,3.14904570579529,2022-11-22
3.63499999046326,3.64000010490417,3.63499999046326,3.64000010490417,1000,3.16644406318665,2022-11-23
3.66000008583069,3.67000007629395,3.66000008583069,3.67000007629395,1500,3.1925413608551,2022-11-24
3.67000007629395,3.67000007629395,3.67000007629395,3.67000007629395,0,3.1925413608551,2022-11-25
3.60999989509583,3.64499998092651,3.58999991416931,3.64499998092651,2000,3.1707935333252,2022-11-28
3.64499998092651,3.64499998092651,3.64499998092651,3.64499998092651,0,3.1707935333252,2022-11-29
3.65000009536743,3.67000007629395,3.65000009536743,3.67000007629395,1000,3.1925413608551,2022-11-30
3.60999989509583,3.60999989509583,3.60999989509583,3.60999989509583,500,3.14034700393677,2022-12-01
3.60999989509583,3.60999989509583,3.60999989509583,3.60999989509583,0,3.14034700393677,2022-12-02
3.59999990463257,3.59999990463257,3.59500002861023,3.59500002861023,1000,3.12729835510254,2022-12-05
3.60500001907349,3.60999989509583,3.60500001907349,3.60999989509583,1000,3.14034700393677,2022-12-06
3.58999991416931,3.58999991416931,3.57999992370605,3.57999992370605,1000,3.11424970626831,2022-12-07
3.625,3.63000011444092,3.625,3.625,1500,3.153395652771,2022-12-08
3.66000008583069,3.66000008583069,3.66000008583069,3.66000008583069,1000,3.18384218215942,2022-12-09
3.66000008583069,3.66000008583069,3.66000008583069,3.66000008583069,0,3.18384218215942,2022-12-12
3.58500003814697,3.63000011444092,3.58500003814697,3.63000011444092,1000,3.15774536132812,2022-12-13
3.60500001907349,3.60500001907349,3.59999990463257,3.59999990463257,2000,3.13164782524109,2022-12-14
3.61999988555908,3.66000008583069,3.59999990463257,3.60500001907349,4000,3.13599753379822,2022-12-15
3.58999991416931,3.66499996185303,3.58500003814697,3.66499996185303,3000,3.18819165229797,2022-12-16
3.65499997138977,3.66000008583069,3.63499999046326,3.65000009536743,2000,3.17514324188232,2022-12-19
3.65499997138977,3.67000007629395,3.63499999046326,3.63499999046326,4000,3.16209435462952,2022-12-20
3.63499999046326,3.63499999046326,3.59999990463257,3.59999990463257,5000,3.13164782524109,2022-12-21
3.59999990463257,3.60999989509583,3.59999990463257,3.60999989509583,1000,3.14034700393677,2022-12-22
3.625,3.63499999046326,3.59999990463257,3.63000011444092,3000,3.15774536132812,2022-12-23
3.63499999046326,3.64499998092651,3.63499999046326,3.64499998092651,2000,3.1707935333252,2022-12-27
3.64499998092651,3.65000009536743,3.61999988555908,3.61999988555908,2500,3.14904570579529,2022-12-28
3.64499998092651,3.64499998092651,3.64499998092651,3.64499998092651,2000,3.1707935333252,2022-12-29
3.64499998092651,3.64499998092651,3.64499998092651,3.64499998092651,0,3.1707935333252,2022-12-30
3.64499998092651,3.64499998092651,3.64499998092651,3.64499998092651,0,3.1707935333252,2023-01-02
3.63000011444092,3.63000011444092,3.63000011444092,3.63000011444092,500,3.15774536132812,2023-01-03
3.65000009536743,3.65499997138977,3.65000009536743,3.65499997138977,2000,3.17949247360229,2023-01-04
3.66000008583069,3.78999996185303,3.66000008583069,3.73499989509583,17000,3.24908471107483,2023-01-05
3.72499990463257,3.72499990463257,3.71499991416931,3.71499991416931,2000,3.23168659210205,2023-01-06
3.68499994277954,3.68499994277954,3.65000009536743,3.67499995231628,11500,3.19689059257507,2023-01-09
3.71000003814697,3.75999999046326,3.66000008583069,3.66499996185303,15000,3.18819165229797,2023-01-10
3.66000008583069,3.70000004768372,3.65000009536743,3.65499997138977,21000,3.17949247360229,2023-01-11
3.65499997138977,3.65499997138977,3.63499999046326,3.65499997138977,1500,3.17949247360229,2023-01-12
3.63000011444092,3.66499996185303,3.61999988555908,3.66499996185303,7000,3.18819165229797,2023-01-13
3.65000009536743,3.65000009536743,3.61500000953674,3.64499998092651,7000,3.1707935333252,2023-01-16
3.65499997138977,3.67000007629395,3.65499997138977,3.66000008583069,3500,3.18384218215942,2023-01-17
3.64000010490417,3.65000009536743,3.61999988555908,3.65000009536743,7000,3.17514324188232,2023-01-18
3.65000009536743,3.65000009536743,3.63000011444092,3.63000011444092,4000,3.15774536132812,2023-01-19
3.63499999046326,3.64499998092651,3.63499999046326,3.64499998092651,1500,3.1707935333252,2023-01-20
3.64000010490417,3.70000004768372,3.64000010490417,3.70000004768372,5500,3.2186381816864,2023-01-23
3.65000009536743,3.70000004768372,3.61500000953674,3.70000004768372,15500,3.2186381816864,2023-01-24
3.70000004768372,3.75,3.6800000667572,3.71000003814697,13500,3.2273371219635,2023-01-25
3.72499990463257,3.75999999046326,3.67000007629395,3.67000007629395,15000,3.1925413608551,2023-01-26
3.70000004768372,3.70000004768372,3.65000009536743,3.67499995231628,17500,3.19689059257507,2023-01-27
3.66499996185303,3.69000005722046,3.65000009536743,3.67499995231628,6500,3.19689059257507,2023-01-30
3.69000005722046,3.77999997138977,3.69000005722046,3.71499991416931,37500,3.23168659210205,2023-01-31
3.75500011444092,3.75999999046326,3.71000003814697,3.71499991416931,33000,3.23168659210205,2023-02-01
