"SI-F.Open","SI-F.High","SI-F.Low","SI-F.Close","SI-F.Volume","SI-F.Adjusted","Date"
32.8349990844727,32.8549995422363,32.5750007629395,32.5750007629395,115,32.5750007629395,2025-02-24
32.125,32.439998626709,31.8010005950928,31.8010005950928,72,31.8010005950928,2025-02-25
32.2529983520508,32.2529983520508,32.2529983520508,32.2529983520508,36515,32.2529983520508,2025-02-26
32.2350006103516,32.2900009155273,31.4699993133545,31.8010005950928,10140,31.8010005950928,2025-02-27
31.5750007629395,31.6450004577637,31.0849990844727,31.2189998626709,1641,31.2189998626709,2025-02-28
31.4349994659424,32.2099990844727,31.375,32.0320014953613,872,32.0320014953613,2025-03-03
31.8400001525879,32.2900009155273,31.7700004577637,32.1080017089844,762,32.1080017089844,2025-03-04
32.1699981689453,33,32.1699981689453,32.8580017089844,912,32.8580017089844,2025-03-05
32.9799995422363,33.0629997253418,32.6300010681152,33.0629997253418,370,33.0629997253418,2025-03-06
32.9300003051758,32.9300003051758,32.4049987792969,32.5480003356934,926,32.5480003356934,2025-03-07
32.7649993896484,32.7649993896484,32.1049995422363,32.2750015258789,300,32.2750015258789,2025-03-10
32.2949981689453,33.1349983215332,32.2700004577637,32.8880004882812,243,32.8880004882812,2025-03-11
33.2449989318848,33.5,33.189998626709,33.484001159668,689,33.484001159668,2025-03-12
33.3849983215332,34.4049987792969,33.3499984741211,34.0509986877441,345,34.0509986877441,2025-03-13
34.2449989318848,34.5550003051758,34.0550003051758,34.1870002746582,191,34.1870002746582,2025-03-14
34.0400009155273,34.1150016784668,33.9650001525879,34.0740013122559,333,34.0740013122559,2025-03-17
34.5,34.5789985656738,34.4049987792969,34.5789985656738,15,34.5789985656738,2025-03-18
34.3950004577637,34.3950004577637,33.9749984741211,33.9749984741211,193,33.9749984741211,2025-03-19
33.689998626709,33.810001373291,33.689998626709,33.7859992980957,257,33.7859992980957,2025-03-20
33.2900009155273,33.2900009155273,33.2900009155273,33.2900009155273,189,33.2900009155273,2025-03-21
33.4749984741211,33.4799995422363,33.2649993896484,33.2649993896484,88,33.2649993896484,2025-03-24
33.4599990844727,34.0900001525879,33.4599990844727,34.0019989013672,14,34.0019989013672,2025-03-25
34.3050003051758,34.3050003051758,33.9949989318848,34.0330009460449,134,34.0330009460449,2025-03-26
34.8969993591309,34.8969993591309,34.8969993591309,34.8969993591309,1017,34.8969993591309,2025-03-27
35.2649993896484,35.2649993896484,34.560001373291,34.6440010070801,316,34.6440010070801,2025-03-28
34.7599983215332,35,34.4000015258789,34.4570007324219,97,34.4570007324219,2025-03-31
34.5999984741211,34.6650009155273,34.1580009460449,34.1580009460449,97,34.1580009460449,2025-04-01
34.4990005493164,34.8549995422363,34.4990005493164,34.4990005493164,558,34.4990005493164,2025-04-02
34.1349983215332,34.1349983215332,31.625,31.8439998626709,63,31.8439998626709,2025-04-03
31.4400005340576,31.5,29.1159992218018,29.1159992218018,61,29.1159992218018,2025-04-04
28.4500007629395,30.4599990844727,28.3099994659424,29.5100002288818,310,29.5100002288818,2025-04-07
29.7649993896484,30.3199996948242,29.5919990539551,29.5919990539551,64,29.5919990539551,2025-04-08
29.3500003814697,30.3229999542236,29.2549991607666,30.3229999542236,137,30.3229999542236,2025-04-09
31.0300006866455,31.0499992370605,30.6709995269775,30.6709995269775,4,30.6709995269775,2025-04-10
31.1149997711182,31.8239994049072,31.1149997711182,31.8239994049072,24,31.8239994049072,2025-04-11
31.7999992370605,32.0919990539551,31.7999992370605,32.0919990539551,17,32.0919990539551,2025-04-14
32.2270011901855,32.2270011901855,32.2270011901855,32.2270011901855,45,32.2270011901855,2025-04-15
33.0250015258789,33.0250015258789,32.7550010681152,32.9259986877441,97,32.9259986877441,2025-04-16
32.3349990844727,32.5800018310547,32.0900001525879,32.4199981689453,168,32.4199981689453,2025-04-17
32.6500015258789,32.7849998474121,32.4959983825684,32.4959983825684,56,32.4959983825684,2025-04-21
32.8800010681152,32.8800010681152,32.8800010681152,32.8800010681152,1,32.8800010681152,2025-04-22
33.5499992370605,33.5499992370605,33.5180015563965,33.5180015563965,52,33.5180015563965,2025-04-23
33.3250007629395,33.4819984436035,33.3250007629395,33.4819984436035,93,33.4819984436035,2025-04-24
32.9889984130859,32.9889984130859,32.9889984130859,32.9889984130859,93,32.9889984130859,2025-04-25
32.9900016784668,32.9900016784668,32.9900016784668,32.9900016784668,38963,32.9900016784668,2025-04-28
33.0950012207031,33.5149993896484,32.8199996948242,33.2750015258789,9484,33.2750015258789,2025-04-29
32.8899993896484,32.9900016784668,32.1349983215332,32.5309982299805,622,32.5309982299805,2025-04-30
32.5449981689453,32.5550003051758,31.6849994659424,32.1889991760254,556,32.1889991760254,2025-05-01
32.3849983215332,32.6749992370605,31.9099998474121,31.9890003204346,74,31.9890003204346,2025-05-02
31.9200000762939,32.4799995422363,31.9150009155273,32.2050018310547,224,32.2050018310547,2025-05-05
32.6500015258789,33.189998626709,32.6500015258789,33.1129989624023,227,33.1129989624023,2025-05-06
32.8050003051758,32.8050003051758,32.1949996948242,32.5309982299805,253,32.5309982299805,2025-05-07
32.2750015258789,32.4449996948242,32.2750015258789,32.3779983520508,526,32.3779983520508,2025-05-08
32.6759986877441,32.7299995422363,32.6759986877441,32.6759986877441,7,32.6759986877441,2025-05-09
32.5849990844727,32.8650016784668,31.9300003051758,32.3880004882812,90,32.3880004882812,2025-05-12
33.2000007629395,33.2050018310547,32.8050003051758,32.8680000305176,28,32.8680000305176,2025-05-13
32.2400016784668,32.2550010681152,32.0849990844727,32.226001739502,57,32.226001739502,2025-05-14
32.4809989929199,32.4809989929199,32.4809989929199,32.4809989929199,2,32.4809989929199,2025-05-15
32.1949996948242,32.2400016784668,31.9099998474121,32.1580009460449,100,32.1580009460449,2025-05-16
32.439998626709,32.5699996948242,32.2099990844727,32.3129997253418,217,32.3129997253418,2025-05-19
32.1199989318848,33.064998626709,32.0699996948242,32.9799995422363,35,32.9799995422363,2025-05-20
33.0449981689453,33.5750007629395,33.0449981689453,33.4630012512207,217,33.4630012512207,2025-05-21
33.5750007629395,33.5750007629395,32.8400001525879,33.0470008850098,16,33.0470008850098,2025-05-22
33.0999984741211,33.5349998474121,33.0999984741211,33.4420013427734,44,33.4420013427734,2025-05-23
NA,NA,NA,NA,NA,NA,2025-05-26
33.2299995422363,33.2299995422363,32.9449996948242,33.1459999084473,203,33.1459999084473,2025-05-27
33.1450004577637,33.1450004577637,32.9550018310547,33,656,33,2025-05-28
32.9099998474121,33.439998626709,32.6599998474121,33.2830009460449,686,33.2830009460449,2025-05-29
32.9749984741211,32.9749984741211,32.8919982910156,32.8919982910156,380,32.8919982910156,2025-05-30
33.4500007629395,34.7900009155273,33.4500007629395,34.5629997253418,188,34.5629997253418,2025-06-02
34.314998626709,34.5029983520508,34.314998626709,34.5029983520508,14,34.5029983520508,2025-06-03
34.3899993896484,34.5190010070801,34.3899993896484,34.5190010070801,164,34.5190010070801,2025-06-04
35.3050003051758,36.0250015258789,35.2999992370605,35.6889991760254,55,35.6889991760254,2025-06-05
35.6549987792969,36.3549995422363,35.6349983215332,36.0250015258789,367,36.0250015258789,2025-06-06
36.6879997253418,36.6879997253418,36.6879997253418,36.6879997253418,28,36.6879997253418,2025-06-09
36.4599990844727,36.5419998168945,36.4500007629395,36.5419998168945,133,36.5419998168945,2025-06-10
36.0900001525879,36.2700004577637,36.0900001525879,36.1660003662109,33,36.1660003662109,2025-06-11
35.7599983215332,36.2130012512207,35.7599983215332,36.2130012512207,51,36.2130012512207,2025-06-12
36.2050018310547,36.314998626709,36.2000007629395,36.2809982299805,90,36.2809982299805,2025-06-13
36.25,36.3790016174316,36.25,36.3790016174316,6,36.3790016174316,2025-06-16
36.810001373291,37.2550010681152,36.810001373291,37.0900001525879,60,37.0900001525879,2025-06-17
37.1749992370605,37.1749992370605,36.8660011291504,36.8660011291504,0,36.8660011291504,2025-06-18
NA,NA,NA,NA,NA,NA,2025-06-19
35.7750015258789,35.976001739502,35.7750015258789,35.976001739502,2,35.976001739502,2025-06-20
36.1599998474121,36.1650009155273,36.1529998779297,36.1529998779297,7,36.1529998779297,2025-06-23
35.8300018310547,35.8300018310547,35.5999984741211,35.701000213623,10,35.701000213623,2025-06-24
36.0849990844727,36.0849990844727,36.0849990844727,36.0849990844727,2,36.0849990844727,2025-06-25
36.310001373291,36.5859985351562,36.310001373291,36.5859985351562,43116,36.5859985351562,2025-06-26
36.560001373291,36.6399993896484,35.6349983215332,36.0369987487793,7734,36.0369987487793,2025-06-27
35.8950004577637,36.1199989318848,35.2700004577637,35.8520011901855,191,35.8520011901855,2025-06-30
36.060001373291,36.5,35.8450012207031,36.0820007324219,74,36.0820007324219,2025-07-01
35.9799995422363,36.4500007629395,35.9799995422363,36.4259986877441,512,36.4259986877441,2025-07-02
36.4099998474121,36.939998626709,36.3499984741211,36.7840003967285,0,36.7840003967285,2025-07-03
36.7750015258789,36.7750015258789,36.7750015258789,36.7750015258789,0,36.7750015258789,2025-07-04
37.0900001525879,37.0900001525879,36.125,36.6150016784668,362,36.6150016784668,2025-07-07
36.685001373291,36.685001373291,36.2599983215332,36.4720001220703,463,36.4720001220703,2025-07-08
36.3849983215332,36.3849983215332,36.2700004577637,36.351001739502,34,36.351001739502,2025-07-09
36.6399993896484,37.4099998474121,36.6399993896484,37.0379981994629,746,37.0379981994629,2025-07-10
37.4500007629395,38.9300003051758,37.4500007629395,38.6759986877441,687,38.6759986877441,2025-07-11
39.0999984741211,39.1399993896484,38.3600006103516,38.4620018005371,103,38.4620018005371,2025-07-14
38.2799987792969,38.3300018310547,37.6749992370605,37.8339996337891,183,37.8339996337891,2025-07-15
37.9700012207031,38.0550003051758,37.7900009155273,37.8530006408691,218,37.8530006408691,2025-07-16
37.8400001525879,38.1949996948242,37.8400001525879,38.0559997558594,147,38.0559997558594,2025-07-17
38.5149993896484,38.5149993896484,38.2229995727539,38.2229995727539,52,38.2229995727539,2025-07-18
38.9949989318848,39.125,38.9949989318848,39.101001739502,73,39.101001739502,2025-07-21
38.9150009155273,39.3549995422363,38.9150009155273,39.3199996948242,67,39.3199996948242,2025-07-22
39.4099998474121,39.4099998474121,39.2200012207031,39.2779998779297,51,39.2779998779297,2025-07-23
39.060001373291,39.1300010681152,38.8400001525879,39.0209999084473,59,39.0209999084473,2025-07-24
38.9300003051758,38.9300003051758,38.0400009155273,38.1669998168945,7,38.1669998168945,2025-07-25
38.1300010681152,38.189998626709,38.0200004577637,38.0260009765625,154,38.0260009765625,2025-07-28
38.1300010681152,38.1300010681152,38.060001373291,38.0839996337891,1109,38.0839996337891,2025-07-29
38.1650009155273,38.1650009155273,36.7750015258789,37.5660018920898,352,37.5660018920898,2025-07-30
36.8400001525879,36.8400001525879,36.5519981384277,36.5519981384277,89,36.5519981384277,2025-07-31
36.3450012207031,36.7869987487793,36.3450012207031,36.7869987487793,95,36.7869987487793,2025-08-01
37.1450004577637,37.2999992370605,37.1450004577637,37.1920013427734,488,37.1920013427734,2025-08-04
37.6049995422363,37.6870002746582,37.6049995422363,37.6870002746582,3,37.6870002746582,2025-08-05
37.7599983215332,37.765998840332,37.7599983215332,37.765998840332,6,37.765998840332,2025-08-06
38.3300018310547,38.375,38.1580009460449,38.1580009460449,130,38.1580009460449,2025-08-07
38.4850006103516,38.6199989318848,38.3899993896484,38.4169998168945,54,38.4169998168945,2025-08-08
38.0400009155273,38.0400009155273,37.6619987487793,37.6619987487793,35,37.6619987487793,2025-08-11
37.5550003051758,37.898998260498,37.5550003051758,37.898998260498,19,37.898998260498,2025-08-12
38.4500007629395,38.5050010681152,38.4500007629395,38.4990005493164,8,38.4990005493164,2025-08-13
37.9819984436035,37.9819984436035,37.9819984436035,37.9819984436035,5,37.9819984436035,2025-08-14
37.8800010681152,37.8940010070801,37.8800010681152,37.8940010070801,2,37.8940010070801,2025-08-15
37.951000213623,37.951000213623,37.951000213623,37.951000213623,3,37.951000213623,2025-08-18
37.3050003051758,37.3050003051758,37.2050018310547,37.2610015869141,10,37.2610015869141,2025-08-19
37.7449989318848,37.7449989318848,37.7050018310547,37.7050018310547,2,37.7050018310547,2025-08-20
38.0270004272461,38.0270004272461,38.0270004272461,38.0270004272461,28,38.0270004272461,2025-08-21
39.0029983520508,39.0029983520508,39.0029983520508,39.0029983520508,2,39.0029983520508,2025-08-22
38.7649993896484,38.7900009155273,38.5099983215332,38.6769981384277,344,38.6769981384277,2025-08-25
38.5250015258789,38.5820007324219,38.5250015258789,38.5820007324219,78,38.5820007324219,2025-08-26
38.6889991760254,38.6889991760254,38.6889991760254,38.6889991760254,38378,38.6889991760254,2025-08-27
38.689998626709,39.3349990844727,38.6800003051758,39.189998626709,5603,39.189998626709,2025-08-28
39.1549987792969,40.3050003051758,38.9049987792969,40.2000007629395,0,40.2000007629395,2025-08-29
40.185001373291,41.3400001525879,40.185001373291,41.0709991455078,820,41.0709991455078,2025-09-02
41.1500015258789,41.7150001525879,41.0149993896484,41.5419998168945,409,41.5419998168945,2025-09-03
41.0299987792969,41.0550003051758,40.7999992370605,40.9109992980957,249,40.9109992980957,2025-09-04
40.9599990844727,41.5349998474121,40.8699989318848,41.0740013122559,835,41.0740013122559,2025-09-05
41.1500015258789,41.7799987792969,41.1500015258789,41.4259986877441,531,41.4259986877441,2025-09-08
41.5699996948242,41.5699996948242,40.8779983520508,40.8779983520508,359,40.8779983520508,2025-09-09
41.132999420166,41.132999420166,41.132999420166,41.132999420166,350,41.132999420166,2025-09-10
41.3549995422363,41.7400016784668,41.3499984741211,41.6969985961914,538,41.6969985961914,2025-09-11
41.5999984741211,42.3870010375977,41.5999984741211,42.3870010375977,18,42.3870010375977,2025-09-12
42.2099990844727,42.5800018310547,42.2099990844727,42.5169982910156,48,42.5169982910156,2025-09-15
42.4710006713867,42.4710006713867,42.435001373291,42.4710006713867,894,42.4710006713867,2025-09-16
41.8899993896484,41.935001373291,41.7220001220703,41.7220001220703,311,41.7220001220703,2025-09-17
41.7000007629395,41.7099990844727,41.4949989318848,41.7070007324219,156,41.7070007324219,2025-09-18
41.9150009155273,42.8650016784668,41.814998626709,42.5359992980957,625,42.5359992980957,2025-09-19
43.6699981689453,43.9199981689453,43.2999992370605,43.798999786377,179,43.798999786377,2025-09-22
43.9000015258789,44.2999992370605,43.7000007629395,44.1920013427734,400,44.1920013427734,2025-09-23
44.1100006103516,44.185001373291,43.7000007629395,43.7770004272461,174,43.7770004272461,2025-09-24
43.7900009155273,45,43.7849998474121,44.6969985961914,199,44.6969985961914,2025-09-25
44.875,46.2210006713867,44.8699989318848,46.2210006713867,556,46.2210006713867,2025-09-26
46.1399993896484,46.875,46.0900001525879,46.6119995117188,622,46.6119995117188,2025-09-29
46.935001373291,46.9599990844727,45.9650001525879,46.2529983520508,338,46.2529983520508,2025-09-30
47.3450012207031,47.5099983215332,46.7900009155273,47.2900009155273,125,47.2900009155273,2025-10-01
46.9700012207031,47.2449989318848,45.3849983215332,46,509,46,2025-10-02
47.5970001220703,47.5970001220703,47.5970001220703,47.5970001220703,53,47.5970001220703,2025-10-03
47.8950004577637,48.0820007324219,47.8950004577637,48.0820007324219,60,48.0820007324219,2025-10-06
47.4199981689453,47.8499984741211,47.0299987792969,47.1790008544922,708,47.1790008544922,2025-10-07
47.8899993896484,48.6559982299805,47.8899993896484,48.6559982299805,149,48.6559982299805,2025-10-08
47.9249992370605,49.4900016784668,46.7350006103516,46.8499984741211,1568,46.8499984741211,2025-10-09
46.9300003051758,48.2900009155273,46.9300003051758,46.9379997253418,1568,46.9379997253418,2025-10-10
