"UPC.Open","UPC.High","UPC.Low","UPC.Close","UPC.Volume","UPC.Adjusted","Date"
2160,2343.60009765625,2080.80004882812,2124,1,2124,2023-03-10
2088,2109.60009765625,2070,2077.19995117188,3,2077.19995117188,2023-03-13
2055.60009765625,2167.19995117188,2055.60009765625,2055.60009765625,2,2055.60009765625,2023-03-14
2106,2106,1980,2016,7,2016,2023-03-15
1983.59997558594,2016,1911.59997558594,2016,6,2016,2023-03-16
2088,2268,2016,2124,3,2124,2023-03-17
2124,2124,2124,2124,0,2124,2023-03-20
2188.80004882812,2196,2127.60009765625,2127.60009765625,3,2127.60009765625,2023-03-21
2268,2268,2178,2178,0,2178,2023-03-22
2268,2268,2160,2224.80004882812,1,2224.80004882812,2023-03-23
2088,2088,2088,2088,0,2088,2023-03-24
2268,2268,2095.19995117188,2095.19995117188,1,2095.19995117188,2023-03-27
2095.19995117188,2095.19995117188,2095.19995117188,2095.19995117188,0,2095.19995117188,2023-03-28
2221.19995117188,2224.80004882812,2124,2124,1,2124,2023-03-29
2160,2232,2113.19995117188,2113.19995117188,1,2113.19995117188,2023-03-30
2268,2268,2052,2095.19995117188,3,2095.19995117188,2023-03-31
2095.19995117188,2232,2070,2196,4,2196,2023-04-03
2066.39990234375,2142,2066.39990234375,2098.80004882812,0,2098.80004882812,2023-04-04
2016,2026.80004882812,2016,2016,2,2016,2023-04-05
2062.80004882812,2221.19995117188,2016,2016,2,2016,2023-04-06
2052,2113.19995117188,2026.80004882812,2041.19995117188,1,2041.19995117188,2023-04-10
2005.19995117188,2041.19995117188,1915.19995117188,1980,6,1980,2023-04-11
1980,1980,1854,1868.40002441406,6,1868.40002441406,2023-04-12
1980,1980,1868.40002441406,1868.40002441406,3,1868.40002441406,2023-04-13
1839.59997558594,1980,1839.59997558594,1854,2,1854,2023-04-14
1839.59997558594,1872,1800,1872,3,1872,2023-04-17
1836,1944,1800,1944,0,1944,2023-04-18
1944,1944,1731.59997558594,1854,8,1854,2023-04-19
1854,1854,1746,1836,3,1836,2023-04-20
1746,1836,1731.59997558594,1836,4,1836,2023-04-21
1764,1976.40002441406,1764,1800,1,1800,2023-04-24
1800,1800,1746,1764,8,1764,2023-04-25
1738.80004882812,1774.80004882812,1728,1767.59997558594,5,1767.59997558594,2023-04-26
1746,1746,1731.59997558594,1731.59997558594,1,1731.59997558594,2023-04-27
1731.59997558594,1908,1728,1731.59997558594,6,1731.59997558594,2023-04-28
1735.19995117188,2196,1735.19995117188,2160,18,2160,2023-05-01
2304,2304,1854,2178,20,2178,2023-05-02
2156.39990234375,2156.39990234375,1872,2005.19995117188,7,2005.19995117188,2023-05-03
2008.80004882812,2012.40002441406,1890,1890,2,1890,2023-05-04
2124,2412,1872,2412,11,2412,2023-05-05
2307.60009765625,2484,1800,2448,30,2448,2023-05-08
2340,2556,2160,2520,15,2520,2023-05-09
2376,2498.39990234375,2340,2340,5,2340,2023-05-10
2376,2592,2376,2376,8,2376,2023-05-11
2448,2448,2361.60009765625,2376,19,2376,2023-05-12
2376,2534.39990234375,2376,2484,20,2484,2023-05-15
2494.80004882812,2520,2124,2412,6,2412,2023-05-16
2271.60009765625,2412,2268,2412,4,2412,2023-05-17
2520,2520,2268,2484,1,2484,2023-05-18
2264.39990234375,2476.80004882812,2059.19995117188,2412,10,2412,2023-05-19
2232,2516.39990234375,2196,2196,5,2196,2023-05-22
2340,2502,2232,2430,10,2430,2023-05-23
2124,2430,2124,2304,6,2304,2023-05-24
2235.60009765625,2282.39990234375,2124,2142,3,2142,2023-05-25
2394,2394,2160,2160,3,2160,2023-05-26
2055.60009765625,2232,2055.60009765625,2214,1,2214,2023-05-30
2160,2268,2052,2088,12,2088,2023-05-31
2016,2232,1944,2124,9,2124,2023-06-01
2088,2268,2026.80004882812,2232,28,2232,2023-06-02
2268,2484,2268,2412,15,2412,2023-06-05
2289.60009765625,2574,2289.60009765625,2451.60009765625,23,2451.60009765625,2023-06-06
2516.39990234375,3384,2340,2988,113,2988,2023-06-07
3315.60009765625,3456,2916,3232.80004882812,23,3232.80004882812,2023-06-08
3168,3384,2970,3225.60009765625,12,3225.60009765625,2023-06-09
3420,3420,3027.60009765625,3369.60009765625,19,3369.60009765625,2023-06-12
3265.19995117188,3528,3182.39990234375,3474,47,3474,2023-06-13
3276,3319.19995117188,2916,2959.19995117188,298,2959.19995117188,2023-06-14
2988,3258,2988,2988,18,2988,2023-06-15
2898,3240,1584,1872,558,1872,2023-06-16
1825.19995117188,1872,1605.59997558594,1724.40002441406,207,1724.40002441406,2023-06-20
1674,1674,1620,1620,56,1620,2023-06-21
1656,1692,1587.59997558594,1620,26,1620,2023-06-22
1681.19995117188,1681.19995117188,1602,1656,15,1656,2023-06-23
1674,1674,1476,1548,105,1548,2023-06-26
1555.19995117188,1587.59997558594,1296,1440,70,1440,2023-06-27
1440,1468.80004882812,1299.59997558594,1422,157,1422,2023-06-28
1378.80004882812,1378.80004882812,1231.19995117188,1260,108,1260,2023-06-29
1332,1386,1270.80004882812,1296,37,1296,2023-06-30
1382.40002441406,1382.40002441406,1296,1368,8,1368,2023-07-03
1332,1386,1260,1368,5,1368,2023-07-05
1360.80004882812,1360.80004882812,1278,1332,21,1332,2023-07-06
1296,1332,1260,1263.59997558594,22,1263.59997558594,2023-07-07
1263.59997558594,1407.59997558594,1263.59997558594,1342.80004882812,27,1342.80004882812,2023-07-10
1296,1368,1296,1346.40002441406,13,1346.40002441406,2023-07-11
1332,1332,1299.59997558594,1310.40002441406,16,1310.40002441406,2023-07-12
1332,1360.80004882812,1314,1332,35,1332,2023-07-13
1335.59997558594,1368,1314,1328.40002441406,12,1328.40002441406,2023-07-14
1314,1339.19995117188,1306.80004882812,1328.40002441406,16,1328.40002441406,2023-07-17
1350,1350,1306.80004882812,1317.59997558594,14,1317.59997558594,2023-07-18
1317.59997558594,1332,1314,1321.19995117188,14,1321.19995117188,2023-07-19
1314,1321.19995117188,1296,1317.59997558594,13,1317.59997558594,2023-07-20
1303.19995117188,1328.40002441406,1303.19995117188,1317.59997558594,9,1317.59997558594,2023-07-21
1317.59997558594,1324.80004882812,1292.40002441406,1292.40002441406,16,1292.40002441406,2023-07-24
1306.80004882812,1306.80004882812,1191.59997558594,1220.40002441406,34,1220.40002441406,2023-07-25
1260,1260,1220.40002441406,1252.80004882812,8,1252.80004882812,2023-07-26
1252.80004882812,1432.80004882812,1242,1332,193,1332,2023-07-27
1344,1662,1098,1302,635,1302,2023-07-28
1272,1320,1170,1248.59997558594,96,1248.59997558594,2023-07-31
1218,1242,1080,1092,123,1092,2023-08-01
1080,1092,997.200012207031,1050,52,1050,2023-08-02
1056,1122,1050,1068,17,1068,2023-08-03
1098,1104,978,995.400024414062,24,995.400024414062,2023-08-04
990,1110,978,1038,38,1038,2023-08-07
1056,1116,1008,1056,114,1056,2023-08-08
990,1047,990,1002,28,1002,2023-08-09
1044,1062,1002,1002,21,1002,2023-08-10
972,1404,900,942.599975585938,965,942.599975585938,2023-08-11
918,1140,882,906,369,906,2023-08-14
939,939,876,900,45,900,2023-08-15
882,900,882,882,15,882,2023-08-16
900,984,870,918,102,918,2023-08-17
888.599975585938,924,882,882,4,882,2023-08-18
870,906,870,870,10,870,2023-08-21
870,870,864,870,6,870,2023-08-22
888,909,852,852,4,852,2023-08-23
858,864,840,840,11,840,2023-08-24
861,861,840,840,2,840,2023-08-25
817.200012207031,858,817.200012207031,828,9,828,2023-08-28
858,876.599975585938,822,822,3,822,2023-08-29
948,948,822,834,5,834,2023-08-30
839.400024414062,840,839.400024414062,840,1,840,2023-08-31
828,925.200012207031,828,882,3,882,2023-09-01
852,924,852,924,6,924,2023-09-05
918,954,900,948,8,948,2023-09-06
852,942,852,942,2,942,2023-09-07
930,936,828,834,8,834,2023-09-08
852,879,834,877.799987792969,6,877.799987792969,2023-09-11
892.799987792969,912,852.599975585938,906.599975585938,10,906.599975585938,2023-09-12
852,888,852,858,10,858,2023-09-13
858,882,858,882,3,882,2023-09-14
852,880.799987792969,852,880.799987792969,2,880.799987792969,2023-09-15
864,870,834,834,2,834,2023-09-18
840,876,816,816,13,816,2023-09-19
876,876,805.200012207031,805.200012207031,4,805.200012207031,2023-09-20
868.799987792969,873.599975585938,824.400024414062,824.400024414062,4,824.400024414062,2023-09-21
792,864,666.599975585938,678,29,678,2023-09-22
690,751.799987792969,662.400024414062,672,7,672,2023-09-25
666,666,666,666,2,666,2023-09-26
615,661.200012207031,600,600,13,600,2023-09-27
618,624,546,546,16,546,2023-09-28
576,630,564,570,42,570,2023-09-29
576,840,552,774,61,774,2023-10-02
774,798,690,708,28,708,2023-10-03
756,756,688.799987792969,701.400024414062,4,701.400024414062,2023-10-04
696,702,696,696,3,696,2023-10-05
672,690,576,624,11,624,2023-10-06
612,612,612,612,1,612,2023-10-09
618,618,591.599975585938,606,11,606,2023-10-10
606,655.200012207031,582,624,12,624,2023-10-11
648,1242,648,720,2865,720,2023-10-12
606,712.200012207031,588.599975585938,648,205,648,2023-10-13
618,702,594,594,53,594,2023-10-16
588.599975585938,636,558.599975585938,636,49,636,2023-10-17
630,642,588,606,19,606,2023-10-18
560.400024414062,606,450,516,94,516,2023-10-19
516,522,468,468,12,468,2023-10-20
485.399993896484,486,474,474,17,474,2023-10-23
486,630,474,588,140,588,2023-10-24
582,650.400024414062,582,624,34,624,2023-10-25
612,822,612,648,83,648,2023-10-26
648,732,630,684,14,684,2023-10-27
630,696,630,636,23,636,2023-10-30
699.599975585938,699.599975585938,630,672,12,672,2023-10-31
648,666,642,657,9,657,2023-11-01
648.599975585938,725.400024414062,648.599975585938,666.599975585938,6,666.599975585938,2023-11-02
708.599975585938,708.599975585938,660,660,4,660,2023-11-03
725.400024414062,725.400024414062,654,654.599975585938,3,654.599975585938,2023-11-06
690,690,626.400024414062,678,13,678,2023-11-07
660,678,660,678,0,678,2023-11-08
657.599975585938,738,657.599975585938,738,4,738,2023-11-09
648,672,642,654,6,654,2023-11-10
636,642,630,630,8,630,2023-11-13
582,600,582,582,7,582,2023-11-14
570,570,570,570,4,570,2023-11-15
510,594,510,570,1,570,2023-11-16
555,570,540,570,3,570,2023-11-17
570,858,570,714,320,714,2023-11-20
702,702,618,648,63,648,2023-11-21
636,648,570,606,21,606,2023-11-22
624,624,624,624,1,624,2023-11-24
624,624,495.600006103516,540,27,540,2023-11-27
540,594,528,576.599975585938,8,576.599975585938,2023-11-28
546,576.599975585938,528.599975585938,576,4,576,2023-11-29
540,590.400024414062,480,507,20,507,2023-11-30
480,579,480,540,50,540,2023-12-01
552,738,552,672,99,672,2023-12-04
642,714,576.599975585938,606,62,606,2023-12-05
606,732,600,690,114,690,2023-12-06
726,918,726,852,466,852,2023-12-07
858,894,822,852,49,852,2023-12-08
852,869.400024414062,810,863.400024414062,13,863.400024414062,2023-12-11
840,870,840,870,6,870,2023-12-12
846,998.400024414062,846,924.599975585938,23,924.599975585938,2023-12-13
906,959.400024414062,876,876,5,876,2023-12-14
876,930,876,876,3,876,2023-12-15
864,899.400024414062,618,654,55,654,2023-12-18
900,900,678,798,77,798,2023-12-19
774,813,660,702,67,702,2023-12-20
690,756,678,714,9,714,2023-12-21
930,930,756,784.799987792969,92,784.799987792969,2023-12-22
972,1044,960,960,127,960,2023-12-26
1002,1110,978,1110,145,1110,2023-12-27
1140,1200,1056,1200,117,1200,2023-12-28
1116,1218,1056,1206,22,1206,2023-12-29
1193.40002441406,1193.40002441406,1119,1128,2,1128,2024-01-02
1050,1050,918,930,9,930,2024-01-03
894,942,733.799987792969,901.200012207031,66,901.200012207031,2024-01-04
876,1110,876,1002,7,1002,2024-01-05
1020,1626,1020,1368,2564,1368,2024-01-08
1284,1320,1230,1296,245,1296,2024-01-09
1440,1614,1410,1542,558,1542,2024-01-10
1626,1692,1590,1692,149,1692,2024-01-11
1680,1680,1620,1626,89,1626,2024-01-12
1626,1800,1212,1632,353,1632,2024-01-16
1308,1578,1308,1452,33,1452,2024-01-17
1464,1608,1296,1314,199,1314,2024-01-18
1461.59997558594,1530,1314,1320,17,1320,2024-01-19
1386,1518,1236,1284,28,1284,2024-01-22
1290,1320,1206,1218,15,1218,2024-01-23
1146,1260,1134,1134,67,1134,2024-01-24
1134,1188,997.200012207031,1056,91,1056,2024-01-25
1104,1302,1104,1176,67,1176,2024-01-26
1206,1467,1176,1434,90,1434,2024-01-29
1422,1422,1200,1224,99,1224,2024-01-30
1188,1428,1188,1254,32,1254,2024-01-31
1290,1350,1188,1188,31,1188,2024-02-01
1308,1764,1205.40002441406,1446,1029,1446,2024-02-02
1446,1519.80004882812,1170,1176,307,1176,2024-02-05
1164,1239,960,996,63,996,2024-02-06
996,1029,996,996,22,996,2024-02-07
996,996,682.200012207031,765,113,765,2024-02-08
750,827.400024414062,732,732,23,732,2024-02-09
732,804,732,798,30,798,2024-02-12
798,852,798,822,36,822,2024-02-13
852,984,840,945,94,945,2024-02-14
978,1056,966,1032,57,1032,2024-02-15
1074,1494,960,1476,1195,1476,2024-02-16
1092,1164,1038,1056,235,1056,2024-02-20
1056,1056,966,1002,37,1002,2024-02-21
996,1077,936,1032,64,1032,2024-02-22
1032,1065.59997558594,966,990,23,990,2024-02-23
996,999,960,960,14,960,2024-02-26
970.200012207031,1008,970.200012207031,990,18,990,2024-02-27
990,990,942,960,10,960,2024-02-28
1062,1212,1020,1128,193,1128,2024-02-29
1128,1284,1092.59997558594,1234.19995117188,98,1234.19995117188,2024-03-01
1206,1218,1098,1098,37,1098,2024-03-04
1098,1171.80004882812,1082.40002441406,1104,9,1104,2024-03-05
1110,1146,1092,1092,15,1092,2024-03-06
1104,1104,984,1032,65,1032,2024-03-07
1044,1044,966,1014,30,1014,2024-03-08
978,1132.80004882812,978,1062,49,1062,2024-03-11
1044,1110,1002,1014,13,1014,2024-03-12
1020,1050,1002,1038,10,1038,2024-03-13
1038,1038,930,948,55,948,2024-03-14
912,972,876,888,32,888,2024-03-15
900,960,879,930,1020,930,2024-03-18
930,1080,822,1050,415,1050,2024-03-19
1080,1158,1074,1080,107,1080,2024-03-20
1104,1272,1086,1242,204,1242,2024-03-21
1260,1260,1158,1188,181,1188,2024-03-22
1158,1200,1014,1014,70,1014,2024-03-25
1066.19995117188,1152,1026,1086,66,1086,2024-03-26
1116,1182,1086,1158,156,1158,2024-03-27
1194,1398,1194,1314,247,1314,2024-03-28
1326,1398,1236,1314,279,1314,2024-04-01
1416,1548,1386,1500,518,1500,2024-04-02
1440,1710,1440,1650,321,1650,2024-04-03
1626,1686,1282.19995117188,1356,426,1356,2024-04-04
1314,1356,1266,1284,159,1284,2024-04-05
1314,1314,942,1080,150,1080,2024-04-08
1068,1110,1038,1080,177,1080,2024-04-09
1020,1177.80004882812,1020,1050,27,1050,2024-04-10
1020,1070.40002441406,990,1002,19,1002,2024-04-11
960,1149.59997558594,939.599975585938,1032,119,1032,2024-04-12
1068,1290,960,1278,157,1278,2024-04-15
1290,1290,1032,1122,168,1122,2024-04-16
1122,1296,1080,1218,143,1218,2024-04-17
1308,1374,1104,1314,445,1314,2024-04-18
1302,1303.80004882812,1161.59997558594,1242,192,1242,2024-04-19
1260.59997558594,1266,1170,1170,15,1170,2024-04-22
1200,1338,1200,1320,87,1320,2024-04-23
1344,1368,1247.40002441406,1286.40002441406,59,1286.40002441406,2024-04-24
1296,1482,1146,1386,246,1386,2024-04-25
1374,1480.80004882812,1230,1308,33,1308,2024-04-26
1314,1439.40002441406,1314,1434,88,1434,2024-04-29
1464,1560,1302,1446,167,1446,2024-04-30
1400.40002441406,1542,1356,1356,52,1356,2024-05-01
1434,1470,1278,1302,136,1302,2024-05-02
1260,1308,1258.80004882812,1290,25,1290,2024-05-03
1363.80004882812,1363.80004882812,1302,1308,9,1308,2024-05-06
1404,1404,1224,1392,11,1392,2024-05-07
1266,1452,1236,1410,141,1410,2024-05-08
1370.40002441406,1410,1278,1290,13,1290,2024-05-09
1302,1302,1302,1302,2,1302,2024-05-10
1308,1434,1308,1401,17,1401,2024-05-13
1452,1650,1404,1575,115,1575,2024-05-14
1554,1770,1507.80004882812,1548,144,1548,2024-05-15
1620,1620,1410,1506,19,1506,2024-05-16
1470,1566,1386,1554,25,1554,2024-05-17
1530,1602,1398,1398,7,1398,2024-05-20
1410,1536,1377.59997558594,1530,15,1530,2024-05-21
1539,1539,1416,1494,17,1494,2024-05-22
1536,1536,1416,1500,4,1500,2024-05-23
1578,1590,1422,1440,15,1440,2024-05-24
1680,1794,1584,1650,205,1650,2024-05-28
1680,1686,1650,1668,39,1668,2024-05-29
1680,1686,1572.59997558594,1602,65,1602,2024-05-30
1614,1764,1440,1753.80004882812,128,1753.80004882812,2024-05-31
1740,1740,1524,1554,47,1554,2024-06-03
1548,1560,1296,1332,64,1332,2024-06-04
1266,1374,1224,1236,52,1236,2024-06-05
1308,1416,1269,1380,68,1380,2024-06-06
1680,1680,1488,1488,175,1488,2024-06-07
1500,1614,1416,1464,59,1464,2024-06-10
1410,1462.19995117188,1380,1380,26,1380,2024-06-11
1380,1476,1356,1404,16,1404,2024-06-12
1434,1440,1434,1440,1,1440,2024-06-13
1398,1440,1332,1332,26,1332,2024-06-14
1338,1434,1296,1374,17,1374,2024-06-17
1380,1404,1380,1380,10,1380,2024-06-18
1380,1390.80004882812,1380,1390.80004882812,3,1390.80004882812,2024-06-20
1422,1728,1410,1578,232,1578,2024-06-21
1572,1698,1560,1566,48,1566,2024-06-24
1584,1584,1506,1530,20,1530,2024-06-25
1455,1500,1434,1434,7,1434,2024-06-26
1482,1524,1440,1524,12,1524,2024-06-27
1518,1518,1452,1494,7,1494,2024-06-28
1404,1494,1404,1470,3,1470,2024-07-01
1590,1920,1590,1740,471,1740,2024-07-02
1770,1992,1740,1884,305,1884,2024-07-03
1920,2130,1919.40002441406,1998,415,1998,2024-07-05
2130,2280,2118,2232,289,2232,2024-07-08
2220,2592,2220,2310,266,2310,2024-07-09
2286,2304.60009765625,1758,2076,306,2076,2024-07-10
2076,2196,1836,2088,233,2088,2024-07-11
2100,2220,1722,1980,257,1980,2024-07-12
2316,2388,2040,2118,444,2118,2024-07-15
2160,2214,2070,2136,130,2136,2024-07-16
2292,2466,2220,2346,429,2346,2024-07-17
2334,2424,2328,2370,166,2370,2024-07-18
2340,2418,1896,2226,530,2226,2024-07-19
2166,2382,2166,2334,104,2334,2024-07-22
2388,2400,2076,2130,2881,2130,2024-07-23
2154,2196,2100,2166,2161,2166,2024-07-24
2160,2178,2076,2148,2288,2148,2024-07-25
2130,2250,2130,2244,1052,2244,2024-07-26
2244,2268,2160,2190,1232,2190,2024-07-29
2190,2220,2172,2208,262,2208,2024-07-30
2190,2238,2178,2214,429,2214,2024-07-31
2196,2214,1878,2155.19995117188,1345,2155.19995117188,2024-08-01
2154,2202,2124,2160,1439,2160,2024-08-02
2124,2268,2106,2262,3829,2262,2024-08-05
2226,2280,2178,2220,1497,2220,2024-08-06
2214,2267.39990234375,2184,2208,1298,2208,2024-08-07
2202,2298,2190,2274,1275,2274,2024-08-08
2244,2349,2232,2322,1122,2322,2024-08-09
2358,2370,2202,2262,2367,2262,2024-08-12
2280,2304,1770,2166,3763,2166,2024-08-13
2142,2340,1986,2232,4139,2232,2024-08-14
2238,2250,2178,2190,3351,2190,2024-08-15
2178,2280,2178,2262,2751,2262,2024-08-16
2238,2334,2220,2292,3604,2292,2024-08-19
2256,2310,1152,1896,14319,1896,2024-08-20
1758,1956,1530,1908,4541,1908,2024-08-21
1896,2100,1860,2046,1819,2046,2024-08-22
2004,2064,1740,1956,4875,1956,2024-08-23
1938,1950,1818,1842,1707,1842,2024-08-26
1944,2040,1626,1866,3891,1866,2024-08-27
1830,2010,1812,1926,2003,1926,2024-08-28
1902,2046,1866,1962,3754,1962,2024-08-29
1908,2034,1836,1950,3544,1950,2024-08-30
1926,1926,1746,1794,4178,1794,2024-09-03
1746,1890,1686,1812,1510,1812,2024-09-04
1812,1890,1782,1812,2105,1812,2024-09-05
1806,1872,1716,1740,3458,1740,2024-09-06
1746,1818,1698,1752,1494,1752,2024-09-09
1764,1890,1716,1854,4583,1854,2024-09-10
1860,2004,1794,1824,12656,1824,2024-09-11
1806,1860,786,1002,34759,1002,2024-09-12
672,756,228.600006103516,326.399993896484,50820,326.399993896484,2024-09-13
294.600006103516,325.200012207031,276,276,7129,276,2024-09-16
282,286.200012207031,234,237,5414,237,2024-09-17
223.199996948242,223.199996948242,205.800003051758,213.600006103516,4670,213.600006103516,2024-09-18
213,239.399993896484,192.600006103516,204.600006103516,4287,204.600006103516,2024-09-19
214.800003051758,216,167.399993896484,176.399993896484,5059,176.399993896484,2024-09-20
168,174,147,151.800003051758,4927,151.800003051758,2024-09-23
159,164.399993896484,156,157.199996948242,2723,157.199996948242,2024-09-24
160.199996948242,160.800003051758,144,147,2610,147,2024-09-25
147,150,134.399993896484,144.600006103516,3878,144.600006103516,2024-09-26
143.399993896484,150,135.600006103516,140.399993896484,2308,140.399993896484,2024-09-27
144.600006103516,154.199996948242,140.399993896484,146.399993896484,4359,146.399993896484,2024-09-30
144,153,123.599998474121,131.399993896484,3282,131.399993896484,2024-10-01
131.399993896484,140.399993896484,131.399993896484,138,1850,138,2024-10-02
126,136.800003051758,126,133.199996948242,1589,133.199996948242,2024-10-03
132,138,129,130.800003051758,1628,130.800003051758,2024-10-04
133.199996948242,137.399993896484,126,128.399993896484,1827,128.399993896484,2024-10-07
118.199996948242,130.800003051758,118.199996948242,130.199996948242,1158,130.199996948242,2024-10-08
130.199996948242,132,127.800003051758,130.199996948242,836,130.199996948242,2024-10-09
129,155.399993896484,129,146.399993896484,5474,146.399993896484,2024-10-10
148.800003051758,215.399993896484,148.800003051758,180,18557,180,2024-10-11
192,216,186,210,6739,210,2024-10-14
228,269.399993896484,222,263.399993896484,9602,263.399993896484,2024-10-15
282,600,186,292.799987792969,63130,292.799987792969,2024-10-16
292.799987792969,292.799987792969,241.800003051758,245.399993896484,4641,245.399993896484,2024-10-17
257.399993896484,290.399993896484,245.399993896484,249.600006103516,6141,249.600006103516,2024-10-18
260.399993896484,267,228,242.399993896484,2136,242.399993896484,2024-10-21
229.199996948242,238.199996948242,210,215.399993896484,1951,215.399993896484,2024-10-22
215.399993896484,215.399993896484,190.800003051758,215.399993896484,1613,215.399993896484,2024-10-23
213.600006103516,214.800003051758,199.800003051758,210,474,210,2024-10-24
199.800003051758,210,192,202.800003051758,1104,202.800003051758,2024-10-25
197.399993896484,198,186,189.600006103516,811,189.600006103516,2024-10-28
186,192.600006103516,185.399993896484,187.199996948242,709,187.199996948242,2024-10-29
180,186,132,163.800003051758,2920,163.800003051758,2024-10-30
150,162,150,157.800003051758,519,157.800003051758,2024-10-31
156,173.399993896484,152.399993896484,166.199996948242,1010,166.199996948242,2024-11-01
166.199996948242,171,162,168,569,168,2024-11-04
168,173.399993896484,165,168.600006103516,477,168.600006103516,2024-11-05
168.600006103516,174.600006103516,162,166.199996948242,1084,166.199996948242,2024-11-06
160.199996948242,162,144.600006103516,148.800003051758,885,148.800003051758,2024-11-07
145.199996948242,154.800003051758,144,151.199996948242,674,151.199996948242,2024-11-08
146.399993896484,153,141,147,635,147,2024-11-11
147,150,137.399993896484,139.800003051758,523,139.800003051758,2024-11-12
135.600006103516,137.399993896484,115.199996948242,117.599998474121,2260,117.599998474121,2024-11-13
115.800003051758,117.599998474121,85.8000030517578,97.1999969482422,2842,97.1999969482422,2024-11-14
97.8000030517578,99,72,84.5999984741211,3598,84.5999984741211,2024-11-15
78.4000015258789,91.1999969482422,72.4800033569336,86,3733,86,2024-11-18
86.4000015258789,86.4000015258789,79.6800003051758,82,1188,82,2024-11-19
81.1999969482422,81.5999984741211,71.4000015258789,74,1485,74,2024-11-20
72.8000030517578,73.8399963378906,68.4000015258789,71.5999984741211,1005,71.5999984741211,2024-11-21
71.5999984741211,82.4000015258789,69.5999984741211,77.1999969482422,2265,77.1999969482422,2024-11-22
74.8000030517578,78.9199981689453,74,74.4000015258789,1290,74.4000015258789,2024-11-25
74.4000015258789,75.4000015258789,69.5999984741211,72.4000015258789,1268,72.4000015258789,2024-11-26
71.2399978637695,72.8000030517578,66.8000030517578,68.8000030517578,830,68.8000030517578,2024-11-27
68,73.4000015258789,67.1999969482422,71.1999969482422,713,71.1999969482422,2024-11-29
68.8000030517578,104,66.8000030517578,77.1999969482422,12148,77.1999969482422,2024-12-02
76.4000015258789,92.1999969482422,71.5999984741211,80.8000030517578,17228,80.8000030517578,2024-12-03
75.1999969482422,78.4000015258789,70.4000015258789,71.4000015258789,4130,71.4000015258789,2024-12-04
74.8000030517578,78,40,42,50428,42,2024-12-05
120.800003051758,197.199996948242,110.400001525879,135.600006103516,2343228,135.600006103516,2024-12-06
66,69.1999969482422,53.5999984741211,55.2000007629395,136300,55.2000007629395,2024-12-09
53.5999984741211,54,44,46.4000015258789,40175,46.4000015258789,2024-12-10
44.4000015258789,45.5200004577637,41.5999984741211,42.7999992370605,25978,42.7999992370605,2024-12-11
42.4000015258789,42.7999992370605,32.1199989318848,32.4000015258789,30228,32.4000015258789,2024-12-12
33.1199989318848,33.1199989318848,27.2399997711182,30.8799991607666,11068,30.8799991607666,2024-12-13
30.5599994659424,31.3600006103516,26.8400001525879,27.2000007629395,13758,27.2000007629395,2024-12-16
28,28.7999992370605,25.2000007629395,27.6000003814697,10080,27.6000003814697,2024-12-17
27.6000003814697,28.6000003814697,27.2000007629395,27.3600006103516,12543,27.3600006103516,2024-12-18
28,28.3999996185303,24.7999992370605,25.3999996185303,7068,25.3999996185303,2024-12-19
25.6000003814697,25.7199993133545,24.3999996185303,25.4799995422363,6023,25.4799995422363,2024-12-20
25.2000007629395,25.3999996185303,24.3999996185303,25.2000007629395,11348,25.2000007629395,2024-12-23
24.7999992370605,25.6000003814697,24.4400005340576,25.3600006103516,3785,25.3600006103516,2024-12-24
26.1599998474121,28,24.3999996185303,27.3999996185303,365385,27.3999996185303,2024-12-26
25.2000007629395,26.3999996185303,24.3999996185303,24.8799991607666,45463,24.8799991607666,2024-12-27
25,25.2000007629395,24.3999996185303,25.2000007629395,20328,25.2000007629395,2024-12-30
25.2000007629395,25.2000007629395,24.1200008392334,24.3999996185303,13293,24.3999996185303,2024-12-31
24.4400005340576,25.8799991607666,24.4400005340576,25.7600002288818,16943,25.7600002288818,2025-01-02
25.2800006866455,26.3999996185303,24.9200000762939,25.6399993896484,15015,25.6399993896484,2025-01-03
25.5599994659424,26.3199996948242,25.0799999237061,26,19353,26,2025-01-06
26,26.0400009155273,24.8799991607666,25.6000003814697,11298,25.6000003814697,2025-01-07
25.7999992370605,25.7999992370605,24.3999996185303,24.7199993133545,13165,24.7199993133545,2025-01-08
25.6000003814697,27.1599998474121,24.1599998474121,25.2000007629395,19148,25.2000007629395,2025-01-10
24.6000003814697,24.7600002288818,20.6800003051758,20.7999992370605,19408,20.7999992370605,2025-01-13
20.3999996185303,22.7999992370605,20.3999996185303,21.6000003814697,84925,21.6000003814697,2025-01-14
20,21,19.2399997711182,20.9599990844727,20008,20.9599990844727,2025-01-15
19.6800003051758,20.7600002288818,19.3999996185303,20,5913,20,2025-01-16
20,21.6000003814697,20,20.8799991607666,8218,20.8799991607666,2025-01-17
20.7999992370605,20.7999992370605,19.6000003814697,20.2399997711182,6568,20.2399997711182,2025-01-21
19.6399993896484,20.3999996185303,19.4400005340576,19.6399993896484,5095,19.6399993896484,2025-01-22
19.6000003814697,21.2000007629395,19.6000003814697,21,4823,21,2025-01-23
21,21,20,20.0799999237061,2488,20.0799999237061,2025-01-24
19.8400001525879,21.5599994659424,19.8400001525879,20.0400009155273,7175,20.0400009155273,2025-01-27
20.2000007629395,21.0799999237061,20.0400009155273,20.6800003051758,4565,20.6800003051758,2025-01-28
