"CSSPX.MI.Open","CSSPX.MI.High","CSSPX.MI.Low","CSSPX.MI.Close","CSSPX.MI.Volume","CSSPX.MI.Adjusted","Date"
296.279998779297,296.339996337891,290.489990234375,290.809997558594,26986,290.809997558594,2020-01-31
291.700012207031,294.220001220703,290.660003662109,292.630004882812,16072,292.630004882812,2020-02-03
294.609985351562,297.809997558594,294.609985351562,297.809997558594,15092,297.809997558594,2020-02-04
296.910003662109,301.119995117188,296.899993896484,300.399993896484,25885,300.399993896484,2020-02-05
303.200012207031,303.5,301.880004882812,303.049987792969,19328,303.049987792969,2020-02-06
302.779998779297,303.739990234375,301.950012207031,303.510009765625,22185,303.510009765625,2020-02-07
302.700012207031,304.660003662109,301.820007324219,304.640014648438,11563,304.640014648438,2020-02-10
306.670013427734,307.720001220703,306.299987792969,306.820007324219,14206,306.820007324219,2020-02-11
307.239990234375,308.619995117188,306.989990234375,308.619995117188,15197,308.619995117188,2020-02-12
307.989990234375,310.220001220703,306.709991455078,310.220001220703,11053,310.220001220703,2020-02-13
310.809997558594,311.140014648438,309.429992675781,310.380004882812,13762,310.380004882812,2020-02-14
311.390014648438,311.600006103516,311.100006103516,311.480010986328,7238,311.480010986328,2020-02-17
309.529998779297,311.190002441406,309.160003662109,309.459991455078,16496,309.459991455078,2020-02-18
311.600006103516,312.980010986328,311.140014648438,312.839996337891,10961,312.839996337891,2020-02-19
312.709991455078,312.779998779297,308.75,308.75,15322,308.75,2020-02-20
308.920013427734,310.190002441406,305.709991455078,307.140014648438,16213,307.140014648438,2020-02-21
302.029998779297,302.049987792969,297.200012207031,297.5,48161,297.5,2020-02-24
298.880004882812,299.029998779297,290.899993896484,292.239990234375,19080,292.239990234375,2020-02-25
288.470001220703,291.640014648438,282.720001220703,290.100006103516,46105,290.100006103516,2020-02-26
282.279998779297,283.380004882812,272.470001220703,276.970001220703,36175,276.970001220703,2020-02-27
266,267.640014648438,259.5,264.200012207031,74063,264.200012207031,2020-02-28
269.929992675781,271.489990234375,260.619995117188,269.100006103516,60944,269.100006103516,2020-03-02
275.480010986328,279.899993896484,270.739990234375,272.820007324219,79711,272.820007324219,2020-03-03
271.410003662109,275.799987792969,270.790008544922,274.170013427734,68108,274.170013427734,2020-03-04
276.510009765625,276.510009765625,270.239990234375,273.529998779297,69366,273.529998779297,2020-03-05
265.390014648438,266.049987792969,255.660003662109,260.5,71761,260.5,2020-03-06
250,250,235,243.610000610352,56048,243.610000610352,2020-03-09
246.639999389648,253.529998779297,239.75,242.240005493164,91864,242.240005493164,2020-03-10
246.800003051758,250.25,243.440002441406,245.539993286133,90449,245.539993286133,2020-03-11
233.389999389648,236,220.089996337891,225.729995727539,85628,225.729995727539,2020-03-12
231.389999389648,236.100006103516,224.330001831055,229.490005493164,40369,229.490005493164,2020-03-13
224.360000610352,230,210.559997558594,224.710006713867,31966,224.710006713867,2020-03-16
228.369995117188,231.919998168945,214.029998779297,227,44932,227,2020-03-17
217.610000610352,223.300003051758,212.880004882812,218.419998168945,59616,218.419998168945,2020-03-18
219.190002441406,227.470001220703,214.479995727539,222.949996948242,18217,222.949996948242,2020-03-19
231,233.679992675781,219.990005493164,222.410003662109,40373,222.410003662109,2020-03-20
207.020004272461,221.449996948242,203.199996948242,207.839996337891,67721,207.839996337891,2020-03-23
215.550003051758,225,213.669998168945,224.699996948242,34499,224.699996948242,2020-03-24
228.089996337891,231.389999389648,221.460006713867,231.339996337891,45467,231.339996337891,2020-03-25
222.910003662109,235.759994506836,220.100006103516,234.970001220703,27633,234.970001220703,2020-03-26
233.539993286133,234.300003051758,228.039993286133,229.720001220703,57959,229.720001220703,2020-03-27
229.75,235.580001831055,226.059997558594,235.479995727539,64506,235.479995727539,2020-03-30
238.809997558594,240.610000610352,235.720001220703,239.410003662109,32532,239.410003662109,2020-03-31
227.970001220703,230.380004882812,226.449996948242,228.690002441406,28106,228.690002441406,2020-04-01
228.369995117188,232.529998779297,224.130004882812,230.210006713867,29884,230.210006713867,2020-04-02
230.850006103516,235,230.059997558594,230.660003662109,62029,230.660003662109,2020-04-03
239.070007324219,241.699996948242,238.190002441406,240.869995117188,40597,240.869995117188,2020-04-06
248.559997558594,252.470001220703,246.410003662109,249.710006713867,39175,249.710006713867,2020-04-07
244.75,249.5,242.860000610352,249.5,28221,249.5,2020-04-08
254.160003662109,256.910003662109,248.820007324219,254.860000610352,39338,254.860000610352,2020-04-09
256.809997558594,258.899993896484,254.610000610352,257.040008544922,48014,257.040008544922,2020-04-14
258.450012207031,258.450012207031,253.039993286133,253.880004882812,32213,253.880004882812,2020-04-15
257.660003662109,258.350006103516,253.75,257.299987792969,19663,257.299987792969,2020-04-16
264.420013427734,266.299987792969,260,260.940002441406,43128,260.940002441406,2020-04-17
263.179992675781,263.5,259.359985351562,262.850006103516,37220,262.850006103516,2020-04-20
259.510009765625,259.640014648438,251.460006713867,251.460006713867,35559,251.460006713867,2020-04-21
254.449996948242,257.489990234375,253.649993896484,257.399993896484,48601,257.399993896484,2020-04-22
259.130004882812,262.149993896484,258.179992675781,261.440002441406,12235,261.440002441406,2020-04-23
258.579986572266,260.619995117188,258.170013427734,258.690002441406,16686,258.690002441406,2020-04-24
262.75,265.079986572266,262.709991455078,265.079986572266,24724,265.079986572266,2020-04-27
265.489990234375,268.570007324219,264,265.820007324219,24949,265.820007324219,2020-04-28
266.829986572266,270.309997558594,266,270.179992675781,27974,270.179992675781,2020-04-29
271.390014648438,272.190002441406,266.019989013672,266.019989013672,37532,266.019989013672,2020-04-30
256.989990234375,258.640014648438,255.279998779297,257.959991455078,41485,257.959991455078,2020-05-04
262.010009765625,266.540008544922,261.839996337891,266.459991455078,41251,266.459991455078,2020-05-05
266.619995117188,268.130004882812,264.299987792969,265.25,15035,265.25,2020-05-06
265.359985351562,268,265.359985351562,267.910003662109,20614,267.910003662109,2020-05-07
269.149993896484,269.600006103516,267.600006103516,268.940002441406,7305,268.940002441406,2020-05-08
271.119995117188,272.070007324219,267.880004882812,270.290008544922,18011,270.290008544922,2020-05-11
269.160003662109,271.239990234375,268.670013427734,269.279998779297,20983,269.279998779297,2020-05-12
264.359985351562,265.5,261.880004882812,261.880004882812,20512,261.880004882812,2020-05-13
260.410003662109,261.420013427734,256.579986572266,260.040008544922,29197,260.040008544922,2020-05-14
265,265.260009765625,260,261.820007324219,16491,261.820007324219,2020-05-15
267.130004882812,272,267.130004882812,271.769989013672,28469,271.769989013672,2020-05-18
271.450012207031,271.690002441406,268.130004882812,270.989990234375,22826,270.989990234375,2020-05-19
268.730010986328,271.160003662109,268.220001220703,271.019989013672,37947,271.019989013672,2020-05-20
268.980010986328,271.070007324219,268.670013427734,269.200012207031,15111,269.200012207031,2020-05-21
267.410003662109,270.730010986328,266.970001220703,269.890014648438,22759,269.890014648438,2020-05-22
272.980010986328,275,272.690002441406,275,11630,275,2020-05-25
276.239990234375,276.239990234375,273.929992675781,274.190002441406,8827,274.190002441406,2020-05-26
275.329986572266,277.100006103516,270.980010986328,272.75,18739,272.75,2020-05-27
276.510009765625,277.619995117188,275.290008544922,276.369995117188,21740,276.369995117188,2020-05-28
273.019989013672,273.299987792969,270.630004882812,270.959991455078,30102,270.959991455078,2020-05-29
274.660003662109,274.790008544922,272.179992675781,274.279998779297,38030,274.279998779297,2020-06-01
274.670013427734,275.799987792969,273.549987792969,273.890014648438,17191,273.890014648438,2020-06-02
275.880004882812,278.079986572266,275.75,277.970001220703,18056,277.970001220703,2020-06-03
277.820007324219,278.390014648438,274.959991455078,275.589996337891,32376,275.589996337891,2020-06-04
276.070007324219,284.100006103516,276,284.100006103516,29524,284.100006103516,2020-06-05
282.570007324219,285.010009765625,282.399993896484,284.720001220703,22173,284.720001220703,2020-06-08
286.459991455078,286.489990234375,281.929992675781,283.049987792969,23457,283.049987792969,2020-06-09
284.25,284.510009765625,280.670013427734,281.709991455078,28326,281.709991455078,2020-06-10
276.779998779297,276.959991455078,271.179992675781,271.179992675781,47744,271.179992675781,2020-06-11
268.890014648438,273.329986572266,267.660003662109,269.779998779297,58266,269.779998779297,2020-06-12
263.079986572266,268.709991455078,262.399993896484,268.040008544922,39439,268.040008544922,2020-06-15
273.600006103516,280.700012207031,273.600006103516,278.149993896484,27154,278.149993896484,2020-06-16
278.130004882812,280.829986572266,277.779998779297,279.140014648438,26373,279.140014648438,2020-06-17
277.049987792969,278.640014648438,275.489990234375,277.989990234375,29330,277.989990234375,2020-06-18
279.260009765625,281.5,279,280.459991455078,35238,280.459991455078,2020-06-19
276.109985351562,277.420013427734,274.820007324219,276.089996337891,22166,276.089996337891,2020-06-22
277.709991455078,279.420013427734,277.390014648438,278.730010986328,15058,278.730010986328,2020-06-23
276.910003662109,277.839996337891,271.559997558594,271.600006103516,26017,271.600006103516,2020-06-24
270.679992675781,273.200012207031,269.420013427734,271.540008544922,32815,271.540008544922,2020-06-25
274.970001220703,275.779998779297,270,270.630004882812,26532,270.630004882812,2020-06-26
269.119995117188,271.040008544922,267.160003662109,271,23904,271,2020-06-29
273.070007324219,274.630004882812,271.640014648438,274.140014648438,10500,274.140014648438,2020-06-30
276.100006103516,283.880004882812,275.350006103516,276.480010986328,36166,276.480010986328,2020-07-01
277.910003662109,281.380004882812,277.470001220703,280.230010986328,24170,280.230010986328,2020-07-02
280.5,280.540008544922,278,278.589996337891,8549,278.589996337891,2020-07-03
281.649993896484,282.470001220703,280.179992675781,281.929992675781,19078,281.929992675781,2020-07-06
281.119995117188,282.609985351562,280,282.070007324219,19962,282.070007324219,2020-07-07
279.75,280.640014648438,277.739990234375,278.410003662109,14830,278.410003662109,2020-07-08
279.760009765625,281.070007324219,276.429992675781,277.75,22979,277.75,2020-07-09
278.25,280.309997558594,278.079986572266,280.200012207031,23483,280.200012207031,2020-07-10
283.670013427734,285.119995117188,282.720001220703,285.119995117188,10805,285.119995117188,2020-07-13
280.440002441406,280.570007324219,275.779998779297,278.829986572266,28591,278.829986572266,2020-07-14
282.5,284.25,281.540008544922,282.859985351562,25557,282.859985351562,2020-07-15
282.109985351562,282.600006103516,280.779998779297,281.299987792969,21455,281.299987792969,2020-07-16
282.779998779297,283.079986572266,281.179992675781,282.489990234375,8251,282.489990234375,2020-07-17
280.649993896484,284,280.420013427734,283.570007324219,15377,283.570007324219,2020-07-20
286.059997558594,287.529998779297,285.049987792969,285.660003662109,11620,285.660003662109,2020-07-21
283.510009765625,283.880004882812,281.369995117188,282.519989013672,17581,282.519989013672,2020-07-22
284.209991455078,285,282.670013427734,283.279998779297,11529,283.279998779297,2020-07-23
277.690002441406,279.660003662109,277,277.690002441406,20240,277.690002441406,2020-07-24
276.329986572266,277.089996337891,274.929992675781,274.970001220703,36039,274.970001220703,2020-07-27
277.049987792969,277.690002441406,275.549987792969,276.970001220703,10886,276.970001220703,2020-07-28
275.480010986328,276.540008544922,275.170013427734,276.540008544922,5456,276.540008544922,2020-07-29
276.910003662109,276.910003662109,272.679992675781,275.279998779297,14214,275.279998779297,2020-07-30
275.200012207031,277.190002441406,273.75,275.140014648438,15248,275.140014648438,2020-07-31
279.029998779297,282.160003662109,277.899993896484,281.609985351562,9672,281.609985351562,2020-08-03
281.369995117188,282.040008544922,279.390014648438,281.369995117188,11490,281.369995117188,2020-08-04
281.75,282.160003662109,280.220001220703,280.690002441406,15633,280.690002441406,2020-08-05
281,282.190002441406,280.429992675781,281.489990234375,5161,281.489990234375,2020-08-06
282.739990234375,285.480010986328,282.679992675781,284.920013427734,16227,284.920013427734,2020-08-07
285.959991455078,286.570007324219,284.589996337891,285.869995117188,6289,285.869995117188,2020-08-10
288,288.630004882812,286.809997558594,287.760009765625,15691,287.760009765625,2020-08-11
286.920013427734,287.600006103516,285.950012207031,287.540008544922,16001,287.540008544922,2020-08-12
286.450012207031,287.200012207031,285.640014648438,287.049987792969,14051,287.049987792969,2020-08-13
286.880004882812,287.269989013672,285.209991455078,286.640014648438,9380,286.640014648438,2020-08-14
285.899993896484,286.679992675781,285.529998779297,286.260009765625,4084,286.260009765625,2020-08-17
285.299987792969,286.269989013672,283.809997558594,285.119995117188,13373,285.119995117188,2020-08-18
285.290008544922,286.850006103516,285.079986572266,286.850006103516,4833,286.850006103516,2020-08-19
284.859985351562,286.339996337891,284.559997558594,286,6605,286,2020-08-20
286.730010986328,289.529998779297,286.600006103516,288.649993896484,9908,288.649993896484,2020-08-21
290.329986572266,291.089996337891,290,291.049987792969,3970,291.049987792969,2020-08-24
293.380004882812,293.549987792969,291,291.670013427734,5099,291.670013427734,2020-08-25
292.850006103516,294,292.850006103516,293.839996337891,5694,293.839996337891,2020-08-26
295.309997558594,298.769989013672,294.579986572266,297.410003662109,7023,297.410003662109,2020-08-27
296.269989013672,296.269989013672,294.399993896484,294.890014648438,12273,294.890014648438,2020-08-28
297.200012207031,297.459991455078,293.959991455078,294.170013427734,4413,294.170013427734,2020-08-31
294.450012207031,295.690002441406,292.989990234375,295.119995117188,6081,295.119995117188,2020-09-01
299.079986572266,301.549987792969,299.079986572266,301.230010986328,7536,301.230010986328,2020-09-02
304.790008544922,305.019989013672,293.779998779297,295.040008544922,17644,295.040008544922,2020-09-03
292.059997558594,295.700012207031,285.459991455078,287.559997558594,32357,287.559997558594,2020-09-04
288.970001220703,292.279998779297,288.850006103516,292.019989013672,6539,292.019989013672,2020-09-07
292.619995117188,292.640014648438,285.190002441406,286.010009765625,29136,286.010009765625,2020-09-08
285.160003662109,289.589996337891,285.130004882812,289.130004882812,18740,289.130004882812,2020-09-09
288.959991455078,289.350006103516,286.630004882812,287.709991455078,15199,287.709991455078,2020-09-10
285.730010986328,286.369995117188,283.540008544922,284.450012207031,16949,284.450012207031,2020-09-11
286.920013427734,287.799987792969,285.149993896484,287.450012207031,6801,287.450012207031,2020-09-14
286.850006103516,289.890014648438,286.730010986328,289.829986572266,16239,289.829986572266,2020-09-15
289.489990234375,290.519989013672,289.140014648438,290.5,7175,290.5,2020-09-16
284.679992675781,287.160003662109,283.5,286.109985351562,14409,286.109985351562,2020-09-17
284.859985351562,286.260009765625,282.239990234375,282.239990234375,32806,282.239990234375,2020-09-18
280.700012207031,280.75,276.799987792969,276.839996337891,19482,276.839996337891,2020-09-21
280.540008544922,282.790008544922,280.109985351562,281.609985351562,10249,281.609985351562,2020-09-22
284.839996337891,286.140014648438,283.720001220703,283.720001220703,7390,283.720001220703,2020-09-23
278.649993896484,280.700012207031,277.730010986328,280.029998779297,13321,280.029998779297,2020-09-24
280.440002441406,282.880004882812,278.350006103516,282.880004882812,13262,282.880004882812,2020-09-25
287.170013427734,289.25,286.970001220703,289,9560,289,2020-09-28
289.149993896484,289.149993896484,286.100006103516,286.119995117188,17945,286.119995117188,2020-09-29
284.559997558594,289.570007324219,284.239990234375,289.059997558594,6321,289.059997558594,2020-09-30
289.890014648438,290.75,288.640014648438,289.829986572266,9982,289.829986572266,2020-10-01
285.899993896484,288.570007324219,284.630004882812,287.859985351562,18351,287.859985351562,2020-10-02
289.209991455078,290.019989013672,288,289.75,9479,289.75,2020-10-05
290.410003662109,291.290008544922,289.589996337891,290.609985351562,8169,290.609985351562,2020-10-06
289.130004882812,291.25,288.859985351562,291.130004882812,12264,291.130004882812,2020-10-07
293.910003662109,295,292.980010986328,293.679992675781,9126,293.679992675781,2020-10-08
295.429992675781,295.779998779297,294.450012207031,295.309997558594,12830,295.309997558594,2020-10-09
296.820007324219,300.75,296.820007324219,300.75,6652,300.75,2020-10-12
300.970001220703,302.279998779297,300.5,302.279998779297,5173,302.279998779297,2020-10-13
301.920013427734,302.660003662109,300.170013427734,300.369995117188,5182,300.369995117188,2020-10-14
297.5,298.320007324219,295.779998779297,297.950012207031,7667,297.950012207031,2020-10-15
299.779998779297,301.730010986328,299.119995117188,300.709991455078,10506,300.709991455078,2020-10-16
300.709991455078,301.100006103516,296,296.489990234375,5363,296.489990234375,2020-10-19
294.579986572266,295.049987792969,292.549987792969,292.970001220703,14673,292.970001220703,2020-10-20
293.5,293.880004882812,291.019989013672,291.980010986328,31309,291.980010986328,2020-10-21
290.790008544922,293.119995117188,290.149993896484,292.089996337891,59138,292.089996337891,2020-10-22
294.309997558594,294.859985351562,293.260009765625,293.440002441406,26806,293.440002441406,2020-10-23
291.239990234375,292.779998779297,288.350006103516,288.350006103516,40048,288.350006103516,2020-10-26
290.309997558594,291.209991455078,288.769989013672,289.040008544922,15477,289.040008544922,2020-10-27
287.769989013672,287.769989013672,281.649993896484,282.790008544922,26216,282.790008544922,2020-10-28
283.549987792969,285.369995117188,280.769989013672,285.010009765625,10721,285.010009765625,2020-10-29
280.829986572266,284.570007324219,279.519989013672,282.089996337891,24530,282.089996337891,2020-10-30
283.739990234375,287.920013427734,283.700012207031,286.549987792969,33158,286.549987792969,2020-11-02
287.200012207031,290.899993896484,286.899993896484,290.720001220703,11513,290.720001220703,2020-11-03
289.649993896484,298.089996337891,288.760009765625,298.079986572266,19904,298.079986572266,2020-11-04
298.380004882812,300.529998779297,297.279998779297,299.75,30594,299.75,2020-11-05
297.739990234375,298.450012207031,294.559997558594,297.260009765625,43221,297.260009765625,2020-11-06
300.959991455078,311.089996337891,300.929992675781,307.869995117188,55070,307.869995117188,2020-11-09
303.029998779297,303.929992675781,299.709991455078,301.540008544922,28012,301.540008544922,2020-11-10
303.130004882812,306.329986572266,303.100006103516,305.899993896484,20697,305.899993896484,2020-11-11
303.829986572266,304.480010986328,303,303.440002441406,12600,303.440002441406,2020-11-12
302.920013427734,304.399993896484,302.670013427734,303.390014648438,24223,303.390014648438,2020-11-13
306.940002441406,309.589996337891,306.410003662109,308.839996337891,27993,308.839996337891,2020-11-16
307.679992675781,307.679992675781,305,306.839996337891,13306,306.839996337891,2020-11-17
305.260009765625,307.950012207031,305.160003662109,307.059997558594,16288,307.059997558594,2020-11-18
303.679992675781,303.799987792969,302.140014648438,302.950012207031,13234,302.950012207031,2020-11-19
302.839996337891,304.540008544922,302.670013427734,304.059997558594,13218,304.059997558594,2020-11-20
303.290008544922,304.679992675781,302.450012207031,303.010009765625,7575,303.010009765625,2020-11-23
306.350006103516,307.869995117188,305.540008544922,307.869995117188,12600,307.869995117188,2020-11-24
308.220001220703,308.510009765625,306.190002441406,307.040008544922,12507,307.040008544922,2020-11-25
307.230010986328,307.829986572266,306.970001220703,307.25,3831,307.25,2020-11-26
306.739990234375,307.779998779297,306.670013427734,306.760009765625,12140,306.760009765625,2020-11-27
304.459991455078,305.649993896484,302.739990234375,303.790008544922,7937,303.790008544922,2020-11-30
307.700012207031,308.959991455078,306.850006103516,307.239990234375,10539,307.239990234375,2020-12-01
305.010009765625,306.059997558594,304.25,305.459991455078,12080,305.459991455078,2020-12-02
304.670013427734,305.390014648438,304.100006103516,305.160003662109,69617,305.160003662109,2020-12-03
305,306.75,304.290008544922,306.75,15298,306.75,2020-12-04
307.109985351562,307.279998779297,305,307.049987792969,12709,307.049987792969,2020-12-07
306.640014648438,307.649993896484,305.309997558594,307.739990234375,14014,307.739990234375,2020-12-08
308.290008544922,309.149993896484,308.109985351562,308.359985351562,19144,308.359985351562,2020-12-09
306.350006103516,306.929992675781,303.859985351562,305.869995117188,26019,305.869995117188,2020-12-10
304.779998779297,304.829986572266,302.25,303.649993896484,21883,303.649993896484,2020-12-11
305.670013427734,307.279998779297,305.309997558594,305.309997558594,9122,305.309997558594,2020-12-14
304,305.269989013672,303.600006103516,304.440002441406,13720,304.440002441406,2020-12-15
306.630004882812,307,304.929992675781,306.950012207031,28717,306.950012207031,2020-12-16
306.869995117188,307.119995117188,305.75,306.040008544922,11839,306.040008544922,2020-12-17
306,307.010009765625,304.940002441406,305.200012207031,5349,305.200012207031,2020-12-18
305.799987792969,306.239990234375,299.390014648438,302.470001220703,24702,302.470001220703,2020-12-21
304.600006103516,306.170013427734,304.450012207031,305.519989013672,3856,305.519989013672,2020-12-22
305.679992675781,306.589996337891,305.369995117188,306.480010986328,10445,306.480010986328,2020-12-23
307.589996337891,308.799987792969,307,308.429992675781,20628,308.429992675781,2020-12-28
309.329986572266,309.600006103516,307.519989013672,308.190002441406,15650,308.190002441406,2020-12-29
307.829986572266,308.450012207031,306.480010986328,307.269989013672,6822,307.269989013672,2020-12-30
310.299987792969,310.540008544922,304.089996337891,304.470001220703,17410,304.470001220703,2021-01-04
304.380004882812,306.850006103516,303.350006103516,304.959991455078,11865,304.959991455078,2021-01-05
304.399993896484,310.25,302.720001220703,310.100006103516,14156,310.100006103516,2021-01-06
309.950012207031,313.619995117188,309.049987792969,312.769989013672,10826,312.769989013672,2021-01-07
315.510009765625,315.510009765625,313.829986572266,314.029998779297,7656,314.029998779297,2021-01-08
315.489990234375,316.820007324219,314.700012207031,316.190002441406,19067,316.190002441406,2021-01-11
316.170013427734,316.660003662109,315.5,315.709991455078,7654,315.709991455078,2021-01-12
315.109985351562,316.309997558594,313.920013427734,316.309997558594,9994,316.309997558594,2021-01-13
317.179992675781,318.369995117188,316.600006103516,317.179992675781,10070,317.179992675781,2021-01-14
315.160003662109,315.5,313.209991455078,315.130004882812,16041,315.130004882812,2021-01-15
314.649993896484,315.609985351562,314.390014648438,315.600006103516,7471,315.600006103516,2021-01-18
316.390014648438,316.579986572266,314.769989013672,315.209991455078,9728,315.209991455078,2021-01-19
316.049987792969,320.470001220703,316.049987792969,320.380004882812,9372,320.380004882812,2021-01-20
321.760009765625,321.850006103516,319.690002441406,320.309997558594,18622,320.309997558594,2021-01-21
318.609985351562,318.829986572266,316.839996337891,318.399993896484,17424,318.399993896484,2021-01-22
319.850006103516,321.269989013672,316.799987792969,318.320007324219,7601,318.320007324219,2021-01-25
319.709991455078,321.140014648438,319.660003662109,320.079986572266,10843,320.079986572266,2021-01-26
319.260009765625,320.579986572266,315.25,316.089996337891,16401,316.089996337891,2021-01-27
311.910003662109,318.209991455078,309.690002441406,317.450012207031,18378,317.450012207031,2021-01-28
312.049987792969,314.279998779297,310.730010986328,310.730010986328,17118,310.730010986328,2021-01-29
311.390014648438,314.390014648438,311.179992675781,314.390014648438,15663,314.390014648438,2021-02-01
317.339996337891,322.329986572266,317.309997558594,322.200012207031,13447,322.200012207031,2021-02-02
322.829986572266,322.920013427734,321,321.809997558594,15022,321.809997558594,2021-02-03
322.119995117188,325.260009765625,321.920013427734,325.25,14528,325.25,2021-02-04
327.230010986328,328.410003662109,325.600006103516,326.480010986328,12175,326.480010986328,2021-02-05
327.070007324219,327.910003662109,326.899993896484,327.029998779297,7889,327.029998779297,2021-02-08
327.209991455078,327.600006103516,326.019989013672,326.609985351562,5721,326.609985351562,2021-02-09
326.950012207031,327.790008544922,323.690002441406,325.209991455078,5341,325.209991455078,2021-02-10
326.269989013672,326.950012207031,325.859985351562,326.540008544922,12494,326.540008544922,2021-02-11
325.920013427734,327.5,325.399993896484,327.160003662109,5724,327.160003662109,2021-02-12
328.929992675781,329.720001220703,328.579986572266,329.570007324219,6420,329.570007324219,2021-02-15
329.570007324219,329.970001220703,328.230010986328,328.510009765625,7447,328.510009765625,2021-02-16
328.880004882812,329.709991455078,327.790008544922,328.160003662109,14021,328.160003662109,2021-02-17
329.079986572266,329.200012207031,325.399993896484,326.410003662109,11793,326.410003662109,2021-02-18
326.480010986328,327.850006103516,325.779998779297,327.329986572266,10266,327.329986572266,2021-02-19
323.440002441406,323.890014648438,322.420013427734,323.269989013672,18892,323.269989013672,2021-02-22
323.540008544922,323.540008544922,317.359985351562,321.179992675781,24552,321.179992675781,2021-02-23
322.200012207031,325.299987792969,321.760009765625,325.170013427734,10964,325.170013427734,2021-02-24
326,326,321.510009765625,321.660003662109,13453,321.660003662109,2021-02-25
317.950012207031,321.329986572266,316.440002441406,321.329986572266,24701,321.329986572266,2021-02-26
322.920013427734,327.019989013672,322.899993896484,326.920013427734,22785,326.920013427734,2021-03-01
326.970001220703,327.820007324219,324.75,324.799987792969,20180,324.799987792969,2021-03-02
325.820007324219,326.459991455078,322,323.649993896484,20938,323.649993896484,2021-03-03
320.380004882812,321.890014648438,318.5,321.119995117188,15615,321.119995117188,2021-03-04
318.220001220703,323.040008544922,317.190002441406,317.959991455078,23043,317.959991455078,2021-03-05
324.700012207031,330.700012207031,323.910003662109,330.040008544922,14858,330.040008544922,2021-03-08
327.709991455078,331.25,327.570007324219,331.109985351562,13673,331.109985351562,2021-03-09
329.269989013672,332.119995117188,329.089996337891,331.829986572266,17416,331.829986572266,2021-03-10
332.559997558594,334.279998779297,331.779998779297,334.220001220703,12178,334.220001220703,2021-03-11
332.420013427734,333.609985351562,331.890014648438,332.540008544922,26050,332.540008544922,2021-03-12
334.420013427734,335.899993896484,333.600006103516,334.279998779297,10697,334.279998779297,2021-03-15
337.019989013672,338.5,336.170013427734,337.450012207031,23658,337.450012207031,2021-03-16
337.279998779297,337.420013427734,334.600006103516,335.489990234375,8541,335.489990234375,2021-03-17
335.489990234375,336.609985351562,334.329986572266,336.070007324219,20061,336.070007324219,2021-03-18
333.059997558594,334.459991455078,331.309997558594,333.309997558594,29129,333.309997558594,2021-03-19
332.220001220703,334.429992675781,332,334.320007324219,14630,334.320007324219,2021-03-22
334.299987792969,336.660003662109,333.660003662109,336.070007324219,11186,336.070007324219,2021-03-23
334.859985351562,337.260009765625,334.75,336.510009765625,8064,336.510009765625,2021-03-24
333.779998779297,334.690002441406,330.899993896484,334.540008544922,16959,334.540008544922,2021-03-25
337.390014648438,338.239990234375,336.380004882812,338.100006103516,8752,338.100006103516,2021-03-26
339.700012207031,341.070007324219,338.989990234375,340.190002441406,14671,340.190002441406,2021-03-29
342.279998779297,342.700012207031,340.489990234375,341.899993896484,12053,341.899993896484,2021-03-30
341.679992675781,343.470001220703,340.940002441406,343.470001220703,10960,343.470001220703,2021-03-31
343.890014648438,345.359985351562,343.640014648438,344.649993896484,18304,344.649993896484,2021-04-01
