"XGSH.MI.Open","XGSH.MI.High","XGSH.MI.Low","XGSH.MI.Close","XGSH.MI.Volume","XGSH.MI.Adjusted","Date"
239.139999389648,239.220001220703,238.580001831055,238.929992675781,1896,238.929992675781,2020-02-19
239.199996948242,239.600006103516,238.830001831055,239.490005493164,4689,239.490005493164,2020-02-20
239.669998168945,240.25,239.669998168945,239.970001220703,3422,239.970001220703,2020-02-21
240.860000610352,241.770004272461,240.240005493164,241.039993286133,7176,241.039993286133,2020-02-24
241,241.470001220703,240.429992675781,241.389999389648,4744,241.389999389648,2020-02-25
240.820007324219,241.399993896484,240.600006103516,240.940002441406,13913,240.940002441406,2020-02-26
241.440002441406,241.86799621582,241,241.619995117188,14743,241.619995117188,2020-02-27
242.119995117188,242.880004882812,241.649993896484,242.720001220703,9686,242.720001220703,2020-02-28
242.899993896484,243.559997558594,242.399993896484,243.139999389648,5766,243.139999389648,2020-03-02
243,244.369995117188,242.149993896484,243.580001831055,4708,243.580001831055,2020-03-03
244.160003662109,244.380004882812,243.449996948242,243.850006103516,11052,243.850006103516,2020-03-04
243.729995727539,244.589996337891,243.169998168945,244.029998779297,7226,244.029998779297,2020-03-05
245.279998779297,246.699996948242,244.940002441406,246.320007324219,8907,246.320007324219,2020-03-06
247.770004272461,253.800003051758,246.960006713867,247,13249,247,2020-03-09
247,247.990005493164,244,246.470001220703,11299,246.470001220703,2020-03-10
246.289993286133,247.059997558594,244.669998168945,247.059997558594,3986,247.059997558594,2020-03-11
244.949996948242,247.190002441406,238.699996948242,240,3593,240,2020-03-12
241.520004272461,246.970001220703,232.660003662109,239,13263,239,2020-03-13
239.050003051758,243.820007324219,236.940002441406,243.820007324219,7457,243.820007324219,2020-03-16
244,244,237.050003051758,238.289993286133,7737,238.289993286133,2020-03-17
236.100006103516,238.899993896484,230,236,15473,236,2020-03-18
235.520004272461,240.559997558594,233.550003051758,237.889999389648,5579,237.889999389648,2020-03-19
236.429992675781,240,234.479995727539,235.970001220703,4022,235.970001220703,2020-03-20
239.199996948242,242.009994506836,238.419998168945,240.970001220703,6933,240.970001220703,2020-03-23
239.990005493164,242.75,237.470001220703,240.100006103516,52321,240.100006103516,2020-03-24
241.729995727539,241.729995727539,238.410003662109,241.369995117188,72969,241.369995117188,2020-03-25
239.850006103516,242.570007324219,239.089996337891,240.940002441406,3109,240.940002441406,2020-03-26
240.220001220703,244.929992675781,240.220001220703,244.529998779297,2204,244.529998779297,2020-03-27
242.649993896484,244.800003051758,242.309997558594,244.789993286133,2460,244.789993286133,2020-03-30
244.179992675781,244.179992675781,240.979995727539,243.389999389648,2060,243.389999389648,2020-03-31
242.490005493164,244.570007324219,242.059997558594,243.580001831055,1422,243.580001831055,2020-04-01
242.559997558594,246.440002441406,242.559997558594,244.059997558594,2105,244.059997558594,2020-04-02
244.949996948242,245.309997558594,242.729995727539,244.100006103516,2797,244.100006103516,2020-04-03
243.639999389648,244.539993286133,242.529998779297,243.179992675781,3592,243.179992675781,2020-04-06
242.100006103516,242.979995727539,241.039993286133,242.080001831055,2542,242.080001831055,2020-04-07
241.300003051758,242.850006103516,240.770004272461,241.910003662109,2855,241.910003662109,2020-04-08
241.070007324219,243.020004272461,241.070007324219,242.380004882812,2232,242.380004882812,2020-04-09
241.440002441406,244.990005493164,241.440002441406,242.229995727539,5851,242.229995727539,2020-04-14
243,243.710006713867,241.610000610352,243.360000610352,3073,243.360000610352,2020-04-15
243.289993286133,244.139999389648,242.110000610352,243.759994506836,3836,243.759994506836,2020-04-16
243.759994506836,243.889999389648,242.699996948242,243.600006103516,2439,243.600006103516,2020-04-17
243.25,243.300003051758,242.300003051758,242.690002441406,3025,242.690002441406,2020-04-20
243.339996337891,243.839996337891,242.589996337891,243.259994506836,3798,243.259994506836,2020-04-21
243.5,243.5,242.240005493164,242.830001831055,1366,242.830001831055,2020-04-22
242.740005493164,243.619995117188,242.419998168945,243.229995727539,964,243.229995727539,2020-04-23
243.020004272461,243.990005493164,243.020004272461,243.809997558594,3855,243.809997558594,2020-04-24
244.119995117188,244.139999389648,243.020004272461,243.330001831055,2535,243.330001831055,2020-04-27
243.789993286133,244.380004882812,242.919998168945,243.899993896484,2487,243.899993896484,2020-04-28
243.440002441406,244.559997558594,243.389999389648,244.369995117188,2938,244.369995117188,2020-04-29
244.220001220703,244.710006713867,243.649993896484,244.710006713867,3668,244.710006713867,2020-04-30
244.699996948242,245.490005493164,243.630004882812,244.410003662109,4392,244.410003662109,2020-05-04
243.5,244.130004882812,243.169998168945,244.009994506836,2051,244.009994506836,2020-05-05
243.029998779297,244.289993286133,242.880004882812,243.020004272461,4778,243.020004272461,2020-05-06
242.399993896484,243.110000610352,242.190002441406,243.289993286133,1133,243.289993286133,2020-05-07
243.929992675781,244.059997558594,243.220001220703,243.460006713867,1702,243.460006713867,2020-05-08
243.619995117188,243.619995117188,242.410003662109,242.759994506836,4839,242.759994506836,2020-05-11
243.119995117188,243.320007324219,242.289993286133,243.259994506836,2241,243.259994506836,2020-05-12
243.509994506836,243.929992675781,242.960006713867,243.520004272461,2785,243.520004272461,2020-05-13
243.110000610352,244.389999389648,243.110000610352,244.309997558594,1318,244.309997558594,2020-05-14
243.600006103516,244.339996337891,243.100006103516,243.919998168945,2558,243.919998168945,2020-05-15
243.779998779297,243.949996948242,243,243.229995727539,3241,243.229995727539,2020-05-18
243,243.449996948242,242.229995727539,242.830001831055,8316,242.830001831055,2020-05-19
243.380004882812,243.729995727539,242.649993896484,243.220001220703,1759,243.220001220703,2020-05-20
243.330001831055,243.990005493164,243.270004272461,243.899993896484,3480,243.899993896484,2020-05-21
244.190002441406,244.979995727539,243.190002441406,243.619995117188,19785,243.619995117188,2020-05-22
243.5,244.089996337891,243.169998168945,244.089996337891,1203,244.089996337891,2020-05-25
242.759994506836,243.460006713867,242.759994506836,243,3242,243,2020-05-26
243,243.660003662109,242.520004272461,243.660003662109,7538,243.660003662109,2020-05-27
243.300003051758,243.649993896484,242.699996948242,243.279998779297,22517,243.279998779297,2020-05-28
244,244,242.820007324219,243.710006713867,4641,243.710006713867,2020-05-29
243.710006713867,243.889999389648,242.910003662109,243.300003051758,3255,243.300003051758,2020-06-01
243.630004882812,243.630004882812,242.809997558594,243.210006713867,1699,243.210006713867,2020-06-02
243,243.199996948242,242.149993896484,242.509994506836,5357,242.509994506836,2020-06-03
242.300003051758,242.610000610352,241.380004882812,241.860000610352,6237,241.860000610352,2020-06-04
241.330001831055,241.330001831055,240.089996337891,240.770004272461,3784,240.770004272461,2020-06-05
241.300003051758,241.649993896484,240.660003662109,241.649993896484,3087,241.649993896484,2020-06-08
242,242.360000610352,241.529998779297,241.860000610352,2562,241.860000610352,2020-06-09
242.229995727539,243.279998779297,241.720001220703,242.300003051758,3843,242.300003051758,2020-06-10
242.559997558594,243.800003051758,241,243.5,3502,243.5,2020-06-11
243.679992675781,243.880004882812,242.979995727539,243.710006713867,16707,243.710006713867,2020-06-12
243.820007324219,244.130004882812,243.470001220703,243.910003662109,2804,243.910003662109,2020-06-15
243.25,243.490005493164,242.580001831055,243.309997558594,4263,243.309997558594,2020-06-16
243.199996948242,243.380004882812,242.649993896484,243.350006103516,4913,243.350006103516,2020-06-17
243.190002441406,243.710006713867,243.119995117188,243.610000610352,1795,243.610000610352,2020-06-18
243.440002441406,243.539993286133,243.029998779297,243.539993286133,2584,243.539993286133,2020-06-19
243.460006713867,244.210006713867,243.100006103516,243.100006103516,4615,243.100006103516,2020-06-22
243.940002441406,243.940002441406,243.259994506836,243.440002441406,4452,243.440002441406,2020-06-23
243.009994506836,243.740005493164,243.009994506836,243.779998779297,2723,243.779998779297,2020-06-24
243.880004882812,244.470001220703,243.850006103516,244.419998168945,7314,244.419998168945,2020-06-25
244.399993896484,244.639999389648,244.039993286133,244.639999389648,4900,244.639999389648,2020-06-26
244.419998168945,244.610000610352,244.050003051758,244.580001831055,2296,244.580001831055,2020-06-29
244.649993896484,244.789993286133,244.100006103516,244.300003051758,3921,244.300003051758,2020-06-30
243.910003662109,244.889999389648,243.229995727539,243.279998779297,3408,243.279998779297,2020-07-01
243.5,244,243.210006713867,243.949996948242,3431,243.949996948242,2020-07-02
243.679992675781,244.289993286133,243.559997558594,244.130004882812,4047,244.130004882812,2020-07-03
243.860000610352,244.020004272461,243.309997558594,243.949996948242,4894,243.949996948242,2020-07-06
243.979995727539,244.330001831055,243.479995727539,243.860000610352,5397,243.860000610352,2020-07-07
244.619995117188,244.740005493164,244.029998779297,244.559997558594,4422,244.559997558594,2020-07-08
244.399993896484,245.050003051758,244.169998168945,244.770004272461,3986,244.770004272461,2020-07-09
245.179992675781,245.699996948242,244.720001220703,245.160003662109,3726,245.160003662109,2020-07-10
244.75,244.779998779297,244,244.179992675781,2458,244.179992675781,2020-07-13
244.729995727539,245.050003051758,244.25,245.009994506836,2406,245.009994506836,2020-07-14
244.820007324219,244.850006103516,244.100006103516,244.610000610352,2606,244.610000610352,2020-07-15
244.440002441406,245.179992675781,244.410003662109,244.970001220703,2518,244.970001220703,2020-07-16
244.570007324219,245.160003662109,244.570007324219,245.050003051758,2747,245.050003051758,2020-07-17
244.800003051758,245.160003662109,244.440002441406,244.880004882812,1128,244.880004882812,2020-07-20
244.809997558594,245.470001220703,244.690002441406,245.410003662109,9530,245.410003662109,2020-07-21
245.130004882812,246.490005493164,245.130004882812,245.600006103516,2767,245.600006103516,2020-07-22
245.210006713867,245.990005493164,245.160003662109,245.839996337891,2703,245.839996337891,2020-07-23
245.839996337891,245.919998168945,245.169998168945,245.570007324219,3576,245.570007324219,2020-07-24
245.309997558594,245.820007324219,245.229995727539,245.789993286133,1765,245.789993286133,2020-07-27
245.660003662109,245.990005493164,245.360000610352,245.690002441406,1947,245.690002441406,2020-07-28
246.070007324219,246.080001831055,245.529998779297,245.529998779297,2675,245.529998779297,2020-07-29
245.970001220703,247.149993896484,245.710006713867,245.910003662109,1467,245.910003662109,2020-07-30
246.580001831055,246.589996337891,245.990005493164,246.399993896484,3236,246.399993896484,2020-07-31
246.199996948242,246.259994506836,245.649993896484,245.910003662109,1835,245.910003662109,2020-08-03
246.160003662109,246.720001220703,245.850006103516,246.279998779297,2988,246.279998779297,2020-08-04
246.289993286133,246.729995727539,245.990005493164,246.190002441406,2192,246.190002441406,2020-08-05
246.130004882812,246.75,246.009994506836,246.75,1786,246.75,2020-08-06
246.570007324219,246.699996948242,246.100006103516,246.259994506836,3510,246.259994506836,2020-08-07
245.710006713867,246.75,245.649993896484,246.25,1164,246.25,2020-08-10
245.75,246.130004882812,245.110000610352,245.139999389648,2015,245.139999389648,2020-08-11
244.970001220703,244.979995727539,244.429992675781,244.779998779297,1015,244.779998779297,2020-08-12
244.960006713867,245.089996337891,244.190002441406,244.5,4276,244.5,2020-08-13
244.190002441406,244.240005493164,243.839996337891,244.179992675781,1389,244.179992675781,2020-08-14
244.309997558594,244.619995117188,244,244.429992675781,1565,244.429992675781,2020-08-17
244.740005493164,244.759994506836,244.270004272461,244.580001831055,2750,244.580001831055,2020-08-18
245.089996337891,246.300003051758,244.669998168945,244.889999389648,2029,244.889999389648,2020-08-19
245.029998779297,245.220001220703,244.550003051758,245.100006103516,1539,245.100006103516,2020-08-20
244.559997558594,245.240005493164,244.559997558594,245.139999389648,885,245.139999389648,2020-08-21
244.919998168945,245.440002441406,244.679992675781,244.960006713867,775,244.960006713867,2020-08-24
244.929992675781,244.929992675781,243.809997558594,244.279998779297,2322,244.279998779297,2020-08-25
243.929992675781,244.059997558594,243.509994506836,243.889999389648,2112,243.889999389648,2020-08-26
244.190002441406,244.509994506836,243.630004882812,243.639999389648,1480,243.639999389648,2020-08-27
243.050003051758,243.550003051758,242.649993896484,243.550003051758,3124,243.550003051758,2020-08-28
243.539993286133,243.699996948242,243.039993286133,243.699996948242,1334,243.699996948242,2020-08-31
243.600006103516,243.839996337891,243.039993286133,243.839996337891,2063,243.839996337891,2020-09-01
243.899993896484,244.699996948242,243.880004882812,244.699996948242,1169,244.699996948242,2020-09-02
244.850006103516,245.449996948242,244.389999389648,245.070007324219,2935,245.070007324219,2020-09-03
245.119995117188,245.119995117188,244.119995117188,244.119995117188,3378,244.119995117188,2020-09-04
243.860000610352,244.190002441406,243.660003662109,244.080001831055,1387,244.080001831055,2020-09-07
243.699996948242,244.75,243.699996948242,244.550003051758,2094,244.550003051758,2020-09-08
245.059997558594,245.059997558594,244.169998168945,244.509994506836,6582,244.509994506836,2020-09-09
244.199996948242,244.619995117188,243.880004882812,244.009994506836,2792,244.009994506836,2020-09-10
244.669998168945,244.919998168945,244.220001220703,244.919998168945,2329,244.919998168945,2020-09-11
244.720001220703,245.080001831055,244.720001220703,244.979995727539,889,244.979995727539,2020-09-14
245.059997558594,245.070007324219,244.529998779297,244.800003051758,2069,244.800003051758,2020-09-15
244.789993286133,245.25,244.789993286133,245.089996337891,1292,245.089996337891,2020-09-16
245.089996337891,245.720001220703,244.770004272461,245.309997558594,2953,245.309997558594,2020-09-17
245.100006103516,245.389999389648,244.809997558594,245.029998779297,2505,245.029998779297,2020-09-18
245.080001831055,245.990005493164,244.710006713867,245.649993896484,70296,245.649993896484,2020-09-21
245.210006713867,245.710006713867,245.110000610352,245.509994506836,2429,245.509994506836,2020-09-22
245.330001831055,245.789993286133,245.080001831055,245.460006713867,2562,245.460006713867,2020-09-23
245.589996337891,246,244.339996337891,245.5,2571,245.5,2020-09-24
245.479995727539,245.679992675781,245.070007324219,245.669998168945,3879,245.669998168945,2020-09-25
245.639999389648,245.639999389648,245.029998779297,245.570007324219,2329,245.570007324219,2020-09-28
245.660003662109,245.889999389648,245.339996337891,245.889999389648,2016,245.889999389648,2020-09-29
245.389999389648,245.789993286133,244.929992675781,244.929992675781,2033,244.929992675781,2020-09-30
244.820007324219,245.279998779297,244.779998779297,245.279998779297,1317,245.279998779297,2020-10-01
245.460006713867,245.630004882812,244.960006713867,245.289993286133,1986,245.289993286133,2020-10-02
244.960006713867,245.279998779297,242.679992675781,244.740005493164,2900,244.740005493164,2020-10-05
244.529998779297,244.660003662109,244.190002441406,244.529998779297,2050,244.529998779297,2020-10-06
244.600006103516,244.710006713867,244.110000610352,244.529998779297,2992,244.529998779297,2020-10-07
244.5,244.660003662109,244.289993286133,244.589996337891,3282,244.589996337891,2020-10-08
244.740005493164,244.929992675781,244.539993286133,244.929992675781,2336,244.929992675781,2020-10-09
244.75,245.070007324219,244.660003662109,244.850006103516,2931,244.850006103516,2020-10-12
244.869995117188,245.440002441406,244.869995117188,245.380004882812,1583,245.380004882812,2020-10-13
245.389999389648,245.789993286133,245.380004882812,245.509994506836,3036,245.509994506836,2020-10-14
245.669998168945,246.270004272461,245.669998168945,246.100006103516,2097,246.100006103516,2020-10-15
245.740005493164,246.149993896484,245.699996948242,245.929992675781,12684,245.929992675781,2020-10-16
245.729995727539,245.729995727539,245.210006713867,245.360000610352,1907,245.360000610352,2020-10-19
245.460006713867,245.740005493164,245.179992675781,245.550003051758,1661,245.550003051758,2020-10-20
245.059997558594,245.149993896484,244.570007324219,244.570007324219,4493,244.570007324219,2020-10-21
244.740005493164,244.970001220703,244.449996948242,244.429992675781,1949,244.429992675781,2020-10-22
244.130004882812,244.449996948242,244,244.449996948242,594,244.449996948242,2020-10-23
245.089996337891,245.089996337891,244.559997558594,244.880004882812,3195,244.880004882812,2020-10-26
244.880004882812,245.449996948242,244.630004882812,245.449996948242,1113,245.449996948242,2020-10-27
245.419998168945,245.669998168945,245.229995727539,245.589996337891,4636,245.589996337891,2020-10-28
245.419998168945,245.759994506836,245.149993896484,245.289993286133,10767,245.289993286133,2020-10-29
245.130004882812,245.320007324219,244.639999389648,244.990005493164,2985,244.990005493164,2020-10-30
244.660003662109,245.220001220703,244.539993286133,245.220001220703,1879,245.220001220703,2020-11-02
244.889999389648,245.029998779297,244.419998168945,244.419998168945,847,244.419998168945,2020-11-03
245.720001220703,245.970001220703,245.210006713867,245.520004272461,4450,245.520004272461,2020-11-04
246.009994506836,246.440002441406,245.509994506836,245.830001831055,3320,245.830001831055,2020-11-05
245.860000610352,246.440002441406,244.710006713867,245.009994506836,1341,245.009994506836,2020-11-06
245.490005493164,245.820007324219,243.460006713867,243.889999389648,4774,243.889999389648,2020-11-09
243.740005493164,243.740005493164,242.289993286133,243.509994506836,3480,243.509994506836,2020-11-10
243.25,243.550003051758,242.889999389648,243.479995727539,2522,243.479995727539,2020-11-11
243.800003051758,244.210006713867,243.380004882812,243.949996948242,1691,243.949996948242,2020-11-12
244.539993286133,244.75,244.160003662109,244.169998168945,2705,244.169998168945,2020-11-13
244.789993286133,244.789993286133,244.100006103516,244.490005493164,2070,244.490005493164,2020-11-16
244.270004272461,244.960006713867,244.25,244.929992675781,2978,244.929992675781,2020-11-17
245.089996337891,245.259994506836,244.619995117188,244.619995117188,2527,244.619995117188,2020-11-18
245.179992675781,245.259994506836,244.789993286133,245.259994506836,1731,245.259994506836,2020-11-19
245.210006713867,245.449996948242,244.990005493164,245.449996948242,2023,245.449996948242,2020-11-20
245.580001831055,245.580001831055,244.179992675781,245.270004272461,14211,245.270004272461,2020-11-23
244.860000610352,245.320007324219,244.770004272461,245.050003051758,2868,245.050003051758,2020-11-24
244.649993896484,245.139999389648,243.919998168945,245.139999389648,2150,245.139999389648,2020-11-25
244.759994506836,245.229995727539,244.720001220703,245.229995727539,2213,245.229995727539,2020-11-26
244.910003662109,245.389999389648,244.910003662109,245.389999389648,2238,245.389999389648,2020-11-27
245.350006103516,245.5,244.690002441406,245.059997558594,4547,245.059997558594,2020-11-30
245.300003051758,245.389999389648,244.100006103516,244.460006713867,3049,244.460006713867,2020-12-01
243.940002441406,244.339996337891,243.309997558594,243.970001220703,5083,243.970001220703,2020-12-02
244.25,244.570007324219,243.880004882812,244.570007324219,2977,244.570007324219,2020-12-03
244.429992675781,244.619995117188,243.729995727539,243.869995117188,21322,243.869995117188,2020-12-04
244.100006103516,244.649993896484,244.100006103516,244.630004882812,728,244.630004882812,2020-12-07
244.869995117188,245.259994506836,244.449996948242,245.130004882812,1842,245.130004882812,2020-12-08
245,245.050003051758,244.240005493164,244.699996948242,1866,244.699996948242,2020-12-09
244.970001220703,245.5,244.929992675781,245.449996948242,1876,245.449996948242,2020-12-10
245.5,245.880004882812,245.229995727539,245.520004272461,2176,245.520004272461,2020-12-11
245.320007324219,245.669998168945,244.979995727539,245.669998168945,2590,245.669998168945,2020-12-14
245.029998779297,245.729995727539,245.029998779297,245.259994506836,1644,245.259994506836,2020-12-15
245,245.139999389648,244.580001831055,244.929992675781,1370,244.929992675781,2020-12-16
244.830001831055,245.410003662109,244.800003051758,245.190002441406,2000,245.190002441406,2020-12-17
245.199996948242,245.210006713867,244.690002441406,245.029998779297,4864,245.029998779297,2020-12-18
245.470001220703,246,244.770004272461,245.009994506836,7558,245.009994506836,2020-12-21
245.029998779297,245.5,244.770004272461,245.5,1198,245.5,2020-12-22
245.139999389648,245.399993896484,244.089996337891,244.529998779297,2212,244.529998779297,2020-12-23
244.949996948242,244.949996948242,244.330001831055,244.460006713867,1938,244.460006713867,2020-12-28
244.539993286133,244.910003662109,244.369995117188,244.740005493164,963,244.740005493164,2020-12-29
245.009994506836,245.029998779297,244.389999389648,245.029998779297,1004,245.029998779297,2020-12-30
244.600006103516,245.330001831055,244.600006103516,245.179992675781,3243,245.179992675781,2021-01-04
245.070007324219,245.289993286133,244.669998168945,244.800003051758,1911,244.800003051758,2021-01-05
244.800003051758,244.800003051758,243.820007324219,243.929992675781,2539,243.929992675781,2021-01-06
243.589996337891,244.089996337891,243.399993896484,243.690002441406,1664,243.690002441406,2021-01-07
243.690002441406,243.839996337891,243.270004272461,243.669998168945,1817,243.669998168945,2021-01-08
243.419998168945,243.809997558594,243.059997558594,243.419998168945,1415,243.419998168945,2021-01-11
243.149993896484,243.5,242,242.649993896484,2379,242.649993896484,2021-01-12
243.25,243.509994506836,242.770004272461,243.509994506836,1394,243.509994506836,2021-01-13
243.720001220703,243.770004272461,243.25,243.639999389648,1196,243.639999389648,2021-01-14
243.699996948242,243.699996948242,243.300003051758,243.350006103516,24013,243.350006103516,2021-01-15
243.539993286133,243.580001831055,242.559997558594,243.360000610352,11052,243.360000610352,2021-01-18
243.360000610352,243.639999389648,242.910003662109,243.320007324219,3714,243.320007324219,2021-01-19
243.610000610352,243.610000610352,242.410003662109,242.410003662109,3440,242.410003662109,2021-01-20
243.289993286133,243.580001831055,242.830001831055,243.139999389648,1635,243.139999389648,2021-01-21
243.570007324219,243.570007324219,242.020004272461,242.600006103516,5118,242.600006103516,2021-01-22
243.070007324219,243.910003662109,242.660003662109,243.910003662109,3685,243.910003662109,2021-01-25
243.910003662109,244.619995117188,243.380004882812,243.449996948242,1227,243.449996948242,2021-01-26
243.639999389648,243.889999389648,243.139999389648,243.679992675781,1597,243.679992675781,2021-01-27
243.660003662109,244.050003051758,243.289993286133,243.570007324219,961,243.570007324219,2021-01-28
243.309997558594,243.669998168945,242.639999389648,243.559997558594,1688,243.559997558594,2021-01-29
243.130004882812,243.199996948242,242.5,242.830001831055,1710,242.830001831055,2021-02-01
242.570007324219,243.059997558594,242.289993286133,243.059997558594,1670,243.059997558594,2021-02-02
242.259994506836,242.699996948242,242.050003051758,242.050003051758,1805,242.050003051758,2021-02-03
242.050003051758,242.470001220703,241.449996948242,242.389999389648,2445,242.389999389648,2021-02-04
242,242.210006713867,241.509994506836,242,3047,242,2021-02-05
241.899993896484,242.350006103516,241.300003051758,242.350006103516,2124,242.350006103516,2021-02-08
241.580001831055,242.080001831055,241.559997558594,242.070007324219,3040,242.070007324219,2021-02-09
241.630004882812,242.050003051758,241.610000610352,241.899993896484,1783,241.899993896484,2021-02-10
241.869995117188,242.339996337891,241.860000610352,242.339996337891,1499,242.339996337891,2021-02-11
241.830001831055,242.199996948242,241.309997558594,241.570007324219,1080,241.570007324219,2021-02-12
241,241.169998168945,240.509994506836,240.589996337891,3400,240.589996337891,2021-02-15
241.710006713867,241.710006713867,240.020004272461,240.350006103516,2412,240.350006103516,2021-02-16
240,240.350006103516,239.639999389648,240.350006103516,2076,240.350006103516,2021-02-17
240.300003051758,240.339996337891,239.369995117188,239.779998779297,1662,239.779998779297,2021-02-18
239.449996948242,239.770004272461,239,239.570007324219,1617,239.570007324219,2021-02-19
238.860000610352,239.449996948242,237.880004882812,239.380004882812,2449,239.380004882812,2021-02-22
239.100006103516,239.100006103516,238.509994506836,238.850006103516,3226,238.850006103516,2021-02-23
238.850006103516,239.070007324219,237.770004272461,238.080001831055,2504,238.080001831055,2021-02-24
237.580001831055,237.869995117188,236.100006103516,237.240005493164,2992,237.240005493164,2021-02-25
236.899993896484,237.419998168945,236.830001831055,237.220001220703,3827,237.220001220703,2021-02-26
237.5,239.630004882812,236.910003662109,238.839996337891,5911,238.839996337891,2021-03-01
238.449996948242,238.679992675781,237.919998168945,238.729995727539,10427,238.729995727539,2021-03-02
238.770004272461,238.919998168945,237.660003662109,237.889999389648,1953,237.889999389648,2021-03-03
238,238.199996948242,237.649993896484,237.960006713867,2512,237.960006713867,2021-03-04
239.699996948242,239.699996948242,237.559997558594,238.009994506836,1527,238.009994506836,2021-03-05
238.100006103516,238.100006103516,236.529998779297,237.509994506836,14148,237.509994506836,2021-03-08
237.619995117188,238.199996948242,237.619995117188,237.619995117188,16378,237.619995117188,2021-03-09
238.5,238.5,237.699996948242,238,11820,238,2021-03-10
238,238.850006103516,238,238.479995727539,13668,238.479995727539,2021-03-11
238,238,237.110000610352,237.490005493164,20858,237.490005493164,2021-03-12
237.990005493164,237.990005493164,237.160003662109,237.830001831055,10885,237.830001831055,2021-03-15
237.789993286133,237.960006713867,237.529998779297,237.789993286133,4145,237.789993286133,2021-03-16
237.789993286133,237.789993286133,236.800003051758,237.229995727539,2370,237.229995727539,2021-03-17
236.479995727539,236.649993896484,236.160003662109,236.630004882812,3487,236.630004882812,2021-03-18
237.429992675781,237.429992675781,236.199996948242,236.880004882812,31777,236.880004882812,2021-03-19
237.169998168945,237.460006713867,236.990005493164,237.460006713867,2247,237.460006713867,2021-03-22
237.440002441406,237.970001220703,237.440002441406,237.940002441406,2715,237.940002441406,2021-03-23
238.160003662109,238.350006103516,237.869995117188,238.220001220703,13563,238.220001220703,2021-03-24
238.059997558594,238.589996337891,238,238.5,874,238.5,2021-03-25
238.580001831055,238.580001831055,237.539993286133,237.949996948242,3460,237.949996948242,2021-03-26
238.100006103516,238.169998168945,237.449996948242,237.720001220703,2300,237.720001220703,2021-03-29
237.539993286133,237.539993286133,236.550003051758,237.100006103516,2070,237.100006103516,2021-03-30
236.820007324219,237.179992675781,236.490005493164,237.149993896484,1491,237.149993896484,2021-03-31
