"XUSE.MI.Open","XUSE.MI.High","XUSE.MI.Low","XUSE.MI.Close","XUSE.MI.Volume","XUSE.MI.Adjusted","Date"
4.95149993896484,4.95149993896484,4.92000007629395,4.94999980926514,113238,4.94999980926514,2025-05-22
4.96500015258789,4.96500015258789,4.8899998664856,4.92000007629395,86926,4.92000007629395,2025-05-23
4.96500015258789,4.98850011825562,4.96500015258789,4.98299980163574,8157,4.98299980163574,2025-05-26
4.99499988555908,5.01700019836426,4.99499988555908,5.01100015640259,13897,5.01100015640259,2025-05-27
4.98050022125244,4.98050022125244,4.98050022125244,4.98050022125244,0,4.98050022125244,2025-05-28
5.01300001144409,5.01300001144409,4.95650005340576,4.95650005340576,1162,4.95650005340576,2025-05-29
4.99049997329712,4.99049997329712,4.97499990463257,4.97499990463257,10451,4.97499990463257,2025-05-30
4.98000001907349,4.98000001907349,4.95149993896484,4.97550010681152,14445,4.97550010681152,2025-06-02
4.96999979019165,4.9850001335144,4.95849990844727,4.98750019073486,11706,4.98750019073486,2025-06-03
5.03200006484985,5.03200006484985,4.98999977111816,4.99650001525879,4635,4.99650001525879,2025-06-04
4.99949979782104,5.00899982452393,4.97499990463257,4.99249982833862,25995,4.99249982833862,2025-06-05
5.02400016784668,5.02400016784668,5.02400016784668,5.01200008392334,50,5.01200008392334,2025-06-06
5.01300001144409,5.01300001144409,5.01300001144409,5.01300001144409,53,5.01300001144409,2025-06-09
5.02199983596802,5.02199983596802,5.01000022888184,5.01200008392334,12870,5.01200008392334,2025-06-10
5.00400018692017,5.00500011444092,5,4.99700021743774,56375,4.99700021743774,2025-06-11
4.98449993133545,4.98449993133545,4.96099996566772,4.97200012207031,220,4.97200012207031,2025-06-12
4.94999980926514,4.96500015258789,4.94000005722046,4.94600009918213,36542,4.94600009918213,2025-06-13
4.96150016784668,4.96600008010864,4.94950008392334,4.96549987792969,9178,4.96549987792969,2025-06-16
4.92000007629395,4.93499994277954,4.92000007629395,4.92999982833862,68354,4.92999982833862,2025-06-17
4.94000005722046,4.94500017166138,4.92000007629395,4.92950010299683,48185,4.92950010299683,2025-06-18
4.92449998855591,4.94399976730347,4.89050006866455,4.89349985122681,2448,4.89349985122681,2025-06-19
4.90700006484985,4.90700006484985,4.90700006484985,4.87849998474121,99,4.87849998474121,2025-06-20
4.88500022888184,4.88649988174438,4.87349987030029,4.87099981307983,3446,4.87099981307983,2025-06-23
4.94750022888184,4.94750022888184,4.9060001373291,4.91300010681152,1047,4.91300010681152,2025-06-24
4.92049980163574,4.92049980163574,4.90500020980835,4.88049983978271,1770,4.88049983978271,2025-06-25
4.91349983215332,4.91349983215332,4.89449977874756,4.90199995040894,9929,4.90199995040894,2025-06-26
4.93499994277954,4.93499994277954,4.92549991607666,4.95050001144409,565,4.95050001144409,2025-06-27
4.92999982833862,4.92999982833862,4.92999982833862,4.92999982833862,0,4.92999982833862,2025-06-30
4.94099998474121,4.94099998474121,4.93050003051758,4.91750001907349,1135,4.91750001907349,2025-07-01
4.91849994659424,4.91849994659424,4.91849994659424,4.92150020599365,2200,4.92150020599365,2025-07-02
4.9394998550415,4.94799995422363,4.9394998550415,4.94649982452393,1002,4.94649982452393,2025-07-03
4.91349983215332,4.92000007629395,4.91349983215332,4.92199993133545,3740,4.92199993133545,2025-07-04
4.91650009155273,4.93200016021729,4.91650009155273,4.92749977111816,1579,4.92749977111816,2025-07-07
4.93200016021729,4.93200016021729,4.92199993133545,4.93100023269653,256,4.93100023269653,2025-07-08
4.96049976348877,4.96049976348877,4.95650005340576,4.95900011062622,2100,4.95900011062622,2025-07-09
4.97450017929077,4.97499990463257,4.97399997711182,4.9850001335144,687,4.9850001335144,2025-07-10
4.94750022888184,4.94750022888184,4.94750022888184,4.93699979782104,950,4.93699979782104,2025-07-11
4.93450021743774,4.94150018692017,4.93450021743774,4.94399976730347,16637,4.94399976730347,2025-07-14
4.95499992370605,4.95699977874756,4.92999982833862,4.93249988555908,146830,4.93249988555908,2025-07-15
4.92000007629395,4.93499994277954,4.88649988174438,4.88649988174438,144120,4.88649988174438,2025-07-16
4.94500017166138,4.95499992370605,4.94299983978271,4.96199989318848,143648,4.96199989318848,2025-07-17
4.95050001144409,4.95050001144409,4.95050001144409,4.95050001144409,0,4.95050001144409,2025-07-18
4.96400022506714,4.96400022506714,4.95499992370605,4.95450019836426,11780,4.95450019836426,2025-07-21
4.94449996948242,4.94449996948242,4.94399976730347,4.94049978256226,552,4.94049978256226,2025-07-22
5.00500011444092,5.01399993896484,5.00500011444092,5.02299976348877,205,5.02299976348877,2025-07-23
5.05600023269653,5.05600023269653,5.03399991989136,5.02899980545044,2144,5.02899980545044,2025-07-24
5.00500011444092,5.00500011444092,4.99650001525879,5.00600004196167,670,5.00600004196167,2025-07-25
5.02400016784668,5.02600002288818,4.99550008773804,5,5609,5,2025-07-28
5.02899980545044,5.02899980545044,5.02899980545044,5.01599979400635,200,5.01599979400635,2025-07-29
5.02699995040894,5.03700017929077,5.01700019836426,5.02899980545044,6087,5.02899980545044,2025-07-30
5.0479998588562,5.0479998588562,4.99350023269653,5.0019998550415,42079,5.0019998550415,2025-07-31
4.95300006866455,4.95450019836426,4.90350008010864,4.90749979019165,23404,4.90749979019165,2025-08-01
4.93650007247925,4.96549987792969,4.93650007247925,4.96449995040894,3775,4.96449995040894,2025-08-04
4.98850011825562,4.99650001525879,4.98850011825562,4.97300004959106,25108,4.97300004959106,2025-08-05
4.99499988555908,4.99499988555908,4.97650003433228,4.98699998855591,1384,4.98699998855591,2025-08-06
4.99100017547607,5,4.99100017547607,5.02099990844727,1530,5.02099990844727,2025-08-07
5.04300022125244,5.0460000038147,5.03800010681152,5.04400014877319,8249,5.04400014877319,2025-08-08
5.06500005722046,5.06500005722046,5.04699993133545,5.04699993133545,1391,5.04699993133545,2025-08-11
5.06199979782104,5.07000017166138,5.05299997329712,5.06599998474121,7709,5.06599998474121,2025-08-12
5.07999992370605,5.08699989318848,5.0789999961853,5.07999992370605,27920,5.07999992370605,2025-08-13
5.09200000762939,5.09200000762939,5.09200000762939,5.09600019454956,1501,5.09600019454956,2025-08-14
5.15500020980835,5.15500020980835,5.11399984359741,5.11399984359741,812,5.11399984359741,2025-08-18
5.11899995803833,5.13800001144409,5.11899995803833,5.13399982452393,2479,5.13399982452393,2025-08-19
5.12900018692017,5.13700008392334,5.12900018692017,5.13299989700317,3143,5.13299989700317,2025-08-20
5.125,5.13100004196167,5.125,5.13299989700317,4602,5.13299989700317,2025-08-21
5.14699983596802,5.17000007629395,5.14699983596802,5.16499996185303,3470,5.16499996185303,2025-08-22
5.15000009536743,5.15100002288818,5.14900016784668,5.13500022888184,8895,5.13500022888184,2025-08-25
5.11100006103516,5.11800003051758,5.1100001335144,5.11299991607666,6483,5.11299991607666,2025-08-26
5.13500022888184,5.13500022888184,5.12900018692017,5.1230001449585,4304,5.1230001449585,2025-08-27
5.14499998092651,5.14499998092651,5.12900018692017,5.12799978256226,10382,5.12799978256226,2025-08-28
5.11600017547607,5.11600017547607,5.09800004959106,5.09100008010864,10884,5.09100008010864,2025-08-29
5.11199998855591,5.11700010299683,5.09700012207031,5.10500001907349,13907,5.10500001907349,2025-09-01
5.08099985122681,5.08300018310547,5.05100011825562,5.0479998588562,20703,5.0479998588562,2025-09-02
5.06899976730347,5.07100009918213,5.06500005722046,5.06899976730347,30344,5.06899976730347,2025-09-03
5.10699987411499,5.10699987411499,5.10699987411499,5.10699987411499,0,5.10699987411499,2025-09-04
5.13100004196167,5.13100004196167,5.08900022506714,5.09299993515015,80778,5.09299993515015,2025-09-05
5.13700008392334,5.13899993896484,5.11999988555908,5.14200019836426,9585,5.14200019836426,2025-09-08
5.12900018692017,5.12900018692017,5.12900018692017,5.13299989700317,150,5.13299989700317,2025-09-09
5.16800022125244,5.16900014877319,5.15500020980835,5.14300012588501,7793,5.14300012588501,2025-09-10
5.15700006484985,5.17399978637695,5.15500020980835,5.17399978637695,18129,5.17399978637695,2025-09-11
5.17600011825562,5.17600011825562,5.16400003433228,5.16099977493286,5529,5.16099977493286,2025-09-12
5.19099998474121,5.19099998474121,5.17199993133545,5.17600011825562,32050,5.17600011825562,2025-09-15
5.14300012588501,5.14599990844727,5.13100004196167,5.13100004196167,19021,5.13100004196167,2025-09-16
5.13800001144409,5.14499998092651,5.12900018692017,5.13100004196167,166167,5.13100004196167,2025-09-17
5.15500020980835,5.17399978637695,5.15000009536743,5.16499996185303,92376,5.16499996185303,2025-09-18
5.15500020980835,5.16300010681152,5.15500020980835,5.16499996185303,6730,5.16499996185303,2025-09-19
5.15899991989136,5.15999984741211,5.15100002288818,5.15899991989136,115669,5.15899991989136,2025-09-22
5.18100023269653,5.18300008773804,5.17500019073486,5.1729998588562,19782,5.1729998588562,2025-09-23
5.16499996185303,5.16800022125244,5.14499998092651,5.15999984741211,61114,5.15999984741211,2025-09-24
5.15000009536743,5.15000009536743,5.12900018692017,5.13199996948242,65706,5.13199996948242,2025-09-25
5.15500020980835,5.1710000038147,5.15500020980835,5.15899991989136,2486,5.15899991989136,2025-09-26
5.1729998588562,5.18699979782104,5.15999984741211,5.17399978637695,82037,5.17399978637695,2025-09-29
5.15500020980835,5.17500019073486,5.15500020980835,5.17500019073486,11122,5.17500019073486,2025-09-30
5.16699981689453,5.23000001907349,5.16699981689453,5.22599983215332,262963,5.22599983215332,2025-10-01
5.25299978256226,5.25699996948242,5.25099992752075,5.24100017547607,31523,5.24100017547607,2025-10-02
